시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,130047,2019,013,002,460,명진호,BSZ7248,(주)에우스마린,MLJ,01,장생포호안,2019-01-30 04:55,2019-01-31 13:20,MLJ,01,장생포호안,2019-01-30 04:55,2019-01-31 13:20,양하,2019-02-01,허가완료
2,071381,2019,014,001,549,제2보원호,BSZ9626,동대해운주식회사,MLJ,01,장생포호안,2019-02-01 17:05,2019-02-01 21:00,MLJ,01,장생포호안,2019-02-01 17:05,2019-02-01 21:00,기타,2019-02-01,허가완료
3,071381,2019,014,002,549,제2보원호,BSZ9626,동대해운주식회사,MBU,02,SK2부두 02,2019-02-01 21:10,2019-02-02 02:20,MBU,02,SK2부두 02,2019-02-01 21:10,2019-02-02 02:20,적하,2019-02-01,허가완료
4,071381,2019,014,003,549,제2보원호,BSZ9626,동대해운주식회사,MLJ,01,장생포호안,2019-02-02 02:35,2019-02-02 08:57,MLJ,01,장생포호안,2019-02-02 02:35,2019-02-02 08:57,기타,2019-02-01,허가완료
5,071381,2019,014,004,549,제2보원호,BSZ9626,동대해운주식회사,WAE,02,정박지-E2,2019-02-02 09:50,2019-02-02 19:00,WAE,02,정박지-E2,2019-02-02 09:50,2019-02-02 19:00,양하,2019-02-01,허가완료
6,D8YQ,2019,002,001,4.727,유진,BSK3228,삼표해운 주식회사,MB2,03,2부두 03,2019-01-31 17:24,2019-02-01 00:00,MB2,03,2부두 03,2019-01-31 17:24,2019-02-01 00:00,양하,2019-02-01,허가완료
7,160031,2019,005,002,2.041,트리톤,BSK3182,태경탱커주식회사,MBU,01,SK2부두 01,2019-01-31 07:10,2019-01-31 22:30,MBU,01,SK2부두 01,2019-01-31 07:10,2019-01-31 22:30,적하,2019-02-01,허가완료
8,D9QY,2019,004,001,12.487,ILSHIN POLARIS ROYAL,PHT2001,일신해운물류주식회사,MQP,01,미포부두 01,2019-01-31 15:00,2019-01-31 20:10,MQP,01,미포부두 01,2019-01-31 15:00,2019-01-31 20:10,양하,2019-02-01,허가완료
9,V7EL8,2019,001,001,64.546,글로비스 슈미트,OST0179,현대글로비스주식회사,MBJ,01,자동차부두 01,2019-01-31 17:00,2019-01-31 20:35,MBJ,01,자동차부두 01,2019-01-31 17:00,2019-01-31 20:35,적하,2019-02-01,허가완료
10,D7BV,2019,005,001,610,하나 파이오니어,KMS8831,흥아해운(주),WAM,01,정박지 01,2019-01-31 21:35,2019-02-08 20:00,WAM,01,정박지 01,2019-01-31 21:35,2019-02-08 20:00,급유,2019-02-01,허가완료
11,V7YQ4,2019,001,002,58.250,NOCC OCEANIC,OST0179,현대글로비스주식회사,MBJ,01,자동차부두 01,2019-01-30 11:30,2019-01-31 14:40,MBJ,01,자동차부두 01,2019-01-30 11:30,2019-01-31 14:40,적하,2019-02-01,허가완료
