시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,D9VW,2019,001,001,5.328,,ICK0006,우림해운(주),WAE,01,정박지-E1,2019-06-26 21:00,2019-06-28 13:35,WAE,01,정박지-E1,2019-06-26 21:00,2019-06-28 13:35,접안대기,2019-07-01,허가완료
2,D9VW,2019,001,002,5.328,,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2019-06-28 14:50,2019-06-29 17:30,MDS,01,S-OIL1부두,2019-06-28 14:50,2019-06-29 17:30,적하,2019-07-01,허가완료
3,DSEA2,2019,014,001,1.111,2003해영,BSZ2917,(주)해영기업,MLJ,01,장생포호안,2019-07-02 05:25,2019-07-05 15:04,MLJ,01,장생포호안,2019-07-02 05:25,2019-07-05 15:04,적하,2019-07-01,허가완료
4,V7PK9,2019,007,001,39.906,NAVIOS DEDICATION,KMS8802,에이치엠엠(주),MBC,03,신항컨테이너부두03,2019-06-28 09:48,2019-06-29 02:30,MBC,03,신항컨테이너부두03,2019-06-28 09:48,2019-06-29 02:30,양적하,2019-07-01,허가완료
5,VRRX8,2019,002,001,6.999,LOTSTELLA,USC2067,삼진에이전시,MBF,01,신항남방파제T/S부두 01,2019-06-27 08:30,2019-06-29 03:30,MBF,01,신항남방파제T/S부두 01,2019-06-27 08:30,2019-06-29 03:30,적하,2019-07-01,허가완료
6,C6YC3,2019,001,001,44.684,TENCA ARROW,USC0005,세양해운(주),MBO,01,온산1부두,2019-06-27 08:18,2019-06-29 06:15,MBO,01,온산1부두,2019-06-27 08:18,2019-06-29 06:15,양하,2019-07-01,허가완료
7,V7OH5,2019,004,002,8.294,,KMS8831,흥아해운(주),WAE,01,정박지-E1,2019-06-27 10:00,2019-06-30 23:00,WAE,01,정박지-E1,2019-06-27 10:00,2019-06-30 23:00,접안대기,2019-07-01,허가완료
8,V7OH5,2019,004,003,8.294,,KMS8831,흥아해운(주),MBO,02,온산2부두,2019-06-28 08:00,2019-06-30 23:00,MBO,02,온산2부두,2019-06-28 08:00,2019-06-30 23:00,적하,2019-07-01,허가완료
9,V7DB7,2019,005,001,7.002,GOLDEN PIONEER,KMS8831,흥아해운(주),WAE,01,정박지-E1,2019-06-27 12:00,2019-06-30 20:00,WAE,01,정박지-E1,2019-06-27 12:00,2019-06-30 20:00,급유,2019-07-01,허가완료
10,V7DB7,2019,005,002,7.002,GOLDEN PIONEER,KMS8831,흥아해운(주),MDU,03,SK3부두,2019-06-27 12:00,2019-06-30 23:00,MDU,03,SK3부두,2019-06-27 12:00,2019-06-30 23:00,양하,2019-07-01,허가완료
11,V7DB7,2019,005,003,7.002,GOLDEN PIONEER,KMS8831,흥아해운(주),WAE,01,정박지-E1,2019-06-29 02:00,2019-06-29 23:00,WAE,01,정박지-E1,2019-06-29 02:00,2019-06-29 23:00,출항대기,2019-07-01,허가완료
12,DSPC6,2019,019,001,2.101,겔럭시 삼부,BSK0104,삼부해운(주),MB3,02,3부두 02,2019-06-29 23:55,2019-06-30 12:00,MB3,02,3부두 02,2019-06-29 23:55,2019-06-30 12:00,적하,2019-07-01,허가완료
13,5BTH3,2019,026,001,18.326,,OSL0038,장금상선(주),MBO,05,정일컨부두,2019-06-28 16:25,2019-06-28 23:45,MBO,05,정일컨부두,2019-06-28 16:25,2019-06-28 23:45,양적하,2019-07-01,허가완료
14,HONQ,2019,017,002,4.376,CRANE REGULUS,USC2069,주식회사 네오글로벌쉬핑에이전시,MDU,04,SK4부두,2019-06-26 08:30,2019-06-26 18:40,MDU,04,SK4부두,2019-06-26 08:30,2019-06-26 18:40,양하,2019-07-01,허가완료
15,DSDZ5,2019,021,001,998,제1알파호,USC0004,가나해운(주),WAM,06,정박지 06,2019-06-27 00:30,2019-06-28 06:40,WAM,06,정박지 06,2019-06-27 00:30,2019-06-28 06:40,접안대기,2019-07-01,허가완료
16,DSDZ5,2019,021,002,998,제1알파호,USC0004,가나해운(주),MDG,01,정일1부두,2019-06-28 07:07,2019-06-28 08:35,MDG,01,정일1부두,2019-06-28 07:07,2019-06-28 08:35,기타,2019-07-01,허가완료
17,HONQ,2019,017,001,4.376,CRANE REGULUS,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,02,정박지-E2,2019-06-25 10:40,2019-06-26 07:50,WAE,02,정박지-E2,2019-06-25 10:40,2019-06-26 07:50,접안대기,2019-07-01,허가완료
18,5VFN7,2019,002,002,3.518,CHUAN YANG,ICC2081,(주)원해운,WAE,01,정박지-E1,2019-06-21 16:00,2019-06-24 11:05,WAE,01,정박지-E1,2019-06-21 16:00,2019-06-24 11:05,화물대기,2019-07-01,허가완료
19,5VFN7,2019,002,003,3.518,CHUAN YANG,ICC2081,(주)원해운,MB2,01,2부두 01,2019-06-24 12:05,2019-06-28 12:05,MB2,01,2부두 01,2019-06-24 12:05,2019-06-28 12:05,양하,2019-07-01,허가완료
20,DSDZ5,2019,021,004,998,제1알파호,USC0004,가나해운(주),MBN,14,정일스톨트헤븐울산신항4부두,2019-06-29 06:20,2019-06-29 15:05,MBN,14,정일스톨트헤븐울산신항4부두,2019-06-29 06:20,2019-06-29 15:05,적하,2019-07-01,허가완료
21,5VFN7,2019,002,001,3.518,CHUAN YANG,ICC2081,(주)원해운,MB1,01,1부두 01,2019-06-20 09:15,2019-06-21 15:10,MB1,01,1부두 01,2019-06-20 09:15,2019-06-21 15:10,양하,2019-07-01,허가완료
22,HOOB,2019,021,001,3.887,SULFUR ADVANCE,BSZ7084,(주)지성쉬핑,WAE,01,정박지-E1,2019-06-26 12:00,2019-06-30 12:00,WAE,01,정박지-E1,2019-06-26 12:00,2019-06-30 12:00,급유,2019-07-01,허가완료
23,VRRZ7,2019,002,001,8.860,DH FEALTY,USZ1258,하이코해운 주식회사 울산지사,MB6,03,6부두 03,2019-06-30 07:15,2019-06-30 18:30,MB6,03,6부두 03,2019-06-30 07:15,2019-06-30 18:30,양하,2019-07-01,허가완료
24,9HA4085,2019,026,001,7.170,,KMS8821,범주해운(주),MBC,02,신항컨테이너부두02,2019-06-28 20:00,2019-06-29 03:50,MBC,02,신항컨테이너부두02,2019-06-28 20:00,2019-06-29 03:50,양적하,2019-07-01,허가완료
25,3FYJ4,2019,005,001,4.346,스카이 뷰티호,USC2047,부국상운주식회사,MQP,01,미포부두 01,2019-06-29 15:08,2019-07-30 13:10,MQP,01,미포부두 01,2019-06-29 15:08,2019-07-30 13:10,적하,2019-07-01,허가완료
26,D7OO,2019,010,001,2.497,골든 키 하나호,BSK2514,하나마린(주),WAE,01,정박지-E1,2019-06-28 00:30,2019-06-29 10:45,WAE,01,정박지-E1,2019-06-28 00:30,2019-06-29 10:45,접안대기,2019-07-01,허가완료
27,D7OO,2019,010,002,2.497,골든 키 하나호,BSK2514,하나마린(주),MBY,03,용잠부두 02,2019-06-28 11:40,2019-06-30 02:20,MBY,03,용잠부두 02,2019-06-28 11:40,2019-06-30 02:20,양하,2019-07-01,허가완료
28,D7LQ,2019,011,001,2.099,제3에스제이가스호,BSK2590,(주)에스제이탱커,MDU,05,SK5부두,2019-06-27 08:05,2019-06-27 21:55,MDU,05,SK5부두,2019-06-27 08:05,2019-06-27 21:55,양하,2019-07-01,허가완료
29,HOOB,2019,021,002,3.887,SULFUR ADVANCE,BSZ7084,(주)지성쉬핑,MDS,01,S-OIL1부두,2019-06-27 15:15,2019-06-28 08:25,MDS,01,S-OIL1부두,2019-06-27 15:15,2019-06-28 08:25,적하,2019-07-01,허가완료
30,D7LQ,2019,011,003,2.099,제3에스제이가스호,BSK2590,(주)에스제이탱커,MB4,01,4부두 01,2019-06-28 00:50,2019-06-28 17:20,MB4,01,4부두 01,2019-06-28 00:50,2019-06-28 17:20,적하,2019-07-01,허가완료
31,DSQT6,2019,019,003,992,가스브로드웨이,BSK0004,덕양해운(주),MBG,08,일반부두 08,2019-06-28 12:55,2019-06-29 21:30,MBG,08,일반부두 08,2019-06-28 12:55,2019-06-29 21:30,수리,2019-07-01,허가완료
32,DSQT6,2019,019,004,992,가스브로드웨이,BSK0004,덕양해운(주),MBO,06,효성부두,2019-06-29 23:05,2019-06-30 05:50,MBO,06,효성부두,2019-06-29 23:05,2019-06-30 05:50,기타,2019-07-01,허가완료
