시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,036715,2019,029,002,626,대영호,USK0074,영우해운(주),MBU,01,SK2부두 01,2019-03-01 02:30,2019-03-01 14:30,MBU,01,SK2부두 01,2019-03-01 02:30,2019-03-01 14:30,적하,2019-03-01,허가완료
2,060821,2019,005,002,199,천남호,PHK1002,울릉군 수산업 협동조합,MBU,02,SK2부두 02,2019-02-27 10:50,2019-02-27 15:10,MBU,02,SK2부두 02,2019-02-27 10:50,2019-02-27 15:10,적하,2019-03-01,허가완료
3,060821,2019,005,003,199,천남호,PHK1002,울릉군 수산업 협동조합,MLJ,01,장생포호안,2019-02-27 15:25,2019-02-27 17:40,MLJ,01,장생포호안,2019-02-27 15:25,2019-02-27 17:40,적하,2019-03-01,허가완료
4,060821,2019,006,001,199,천남호,PHK1002,울릉군 수산업 협동조합,MLJ,01,장생포호안,2019-03-01 05:00,2019-03-18 20:40,MLJ,01,장생포호안,2019-03-01 05:00,2019-03-18 20:40,적하,2019-03-01,허가완료
5,080444,2019,001,001,226,625 덕양,BSZ2734,덕성기업,MBF,03,신항북방파제T/S부두 01,2019-03-01 21:05,2019-03-02 12:35,MBF,03,신항북방파제T/S부두 01,2019-03-01 21:05,2019-03-02 12:35,기타,2019-03-01,허가완료
6,088291,2019,019,001,3.231,수양호,USK0057,수양해운(주),WAE,01,정박지-E1,2019-03-02 01:30,2019-03-02 07:30,WAE,01,정박지-E1,2019-03-02 01:30,2019-03-02 07:30,접안대기,2019-03-01,허가완료
7,088291,2019,019,002,3.231,수양호,USK0057,수양해운(주),MB9,01,9부두 01,2019-03-02 08:25,2019-03-02 22:05,MB9,01,9부두 01,2019-03-02 08:25,2019-03-02 22:05,양하,2019-03-01,허가완료
8,038256,2019,020,001,458,태천2호,USK0057,수양해운(주),MB9,01,9부두 01,2019-03-02 03:50,2019-03-02 07:30,MB9,01,9부두 01,2019-03-02 03:50,2019-03-02 07:30,양하,2019-03-01,허가완료
9,180010,2019,022,002,1.999,두라스카이,BSK2531,두라해운(주),MBN,12,현대오일터미널신항부두,2019-03-03 08:00,2019-03-03 16:20,MBN,12,현대오일터미널신항부두,2019-03-03 08:00,2019-03-03 16:20,적하,2019-03-01,허가완료
10,180010,2019,023,002,1.999,두라스카이,BSK2531,두라해운(주),MBN,12,현대오일터미널신항부두,2019-03-05 08:00,2019-03-05 17:30,MBN,12,현대오일터미널신항부두,2019-03-05 08:00,2019-03-05 17:30,적하,2019-03-01,허가완료
11,130008,2019,023,001,532,건양호,BSK2613,천배유조(주),MLJ,01,장생포호안,2019-03-01 20:40,2019-03-02 00:30,MLJ,01,장생포호안,2019-03-01 20:40,2019-03-02 00:30,접안대기,2019-03-01,허가완료
12,130008,2019,023,002,532,건양호,BSK2613,천배유조(주),MBU,02,SK2부두 02,2019-03-02 00:40,2019-03-02 04:50,MBU,02,SK2부두 02,2019-03-02 00:40,2019-03-02 04:50,적하,2019-03-01,허가완료
13,038217,2019,019,002,801,삼진2호,USK0058,(주)원강해운,MDS,02,S-OIL2부두,2019-02-28 23:50,2019-03-01 04:15,MDS,02,S-OIL2부두,2019-02-28 23:50,2019-03-01 04:15,적하,2019-03-01,허가완료
14,091321,2019,017,005,890,삼진1호,BSK2945,원진해운(주),WAE,03,정박지-E3,2019-02-25 04:35,2019-02-25 10:30,WAE,03,정박지-E3,2019-02-25 04:35,2019-02-25 10:30,양하,2019-03-01,허가완료
15,130037,2019,016,001,534,송원호,BSZ7598,송원해운 주식회사,MBN,12,현대오일터미널신항부두,2019-03-01 13:50,2019-03-01 15:35,MBN,12,현대오일터미널신항부두,2019-03-01 13:50,2019-03-01 15:35,적하,2019-03-01,허가완료
16,130037,2019,016,002,534,송원호,BSZ7598,송원해운 주식회사,MLJ,01,장생포호안,2019-03-01 16:50,2019-03-01 23:10,MLJ,01,장생포호안,2019-03-01 16:50,2019-03-01 23:10,기타,2019-03-01,허가완료
