시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,170039,2019,064,003,2.114,한유 드림,BSK0102,(주)한유,MBU,01,SK2부두 01,2019-07-23 17:35,2019-07-27 05:10,MBU,01,SK2부두 01,2019-07-23 17:35,2019-07-27 05:10,적하,2019-08-01,허가완료
2,150040,2019,050,003,999,한유비전,BSK0102,(주)한유,WAM,03,정박지 03,2019-07-27 11:00,2019-07-28 10:00,WAM,03,정박지 03,2019-07-27 11:00,2019-07-28 10:00,기타,2019-08-01,허가완료
3,010797,2019,031,001,157,고려103호,USK0053,대상해운(주),MWS,01,신항부두작업장,2019-08-02 05:30,2019-08-05 17:10,MWS,01,신항부두작업장,2019-08-02 05:30,2019-08-05 17:10,기타,2019-08-01,허가완료
4,DSQI3,2019,015,002,6.398,우림 드라곤 7호,ICK0006,우림해운(주),MB4,01,4부두 01,2019-07-30 14:50,2019-07-31 12:00,MB4,01,4부두 01,2019-07-30 14:50,2019-07-31 12:00,양하,2019-08-01,허가완료
5,110092,2019,029,001,266,11세양호,BSZ7236,(주)월명,MLJ,01,장생포호안,2019-08-01 13:00,2019-08-01 13:15,MLJ,01,장생포호안,2019-08-01 13:00,2019-08-01 13:15,기타,2019-08-01,허가완료
6,DSFN9,2019,031,001,1.716,우선호,ICK0006,우림해운(주),WAM,06,정박지 06,2019-07-29 23:10,2019-07-31 08:55,WAM,06,정박지 06,2019-07-29 23:10,2019-07-31 08:55,접안대기,2019-08-01,허가완료
7,DSFN9,2019,031,002,1.716,우선호,ICK0006,우림해운(주),MDS,02,S-OIL2부두,2019-07-31 09:45,2019-08-01 04:50,MDS,02,S-OIL2부두,2019-07-31 09:45,2019-08-01 04:50,적하,2019-08-01,허가완료
8,VRQI3,2019,001,001,12.974,IRIS TRIUMPH,KMC0426,삼진선박(주),WAE,01,정박지-E1,2019-08-01 04:05,2019-08-03 23:00,WAE,02,정박지-E2,2019-08-01 04:05,2019-08-03 23:00,기타,2019-08-01,허가완료
9,3EWU8,2019,011,001,2.696,고베 파이오니어,KMS8831,흥아해운(주),MBF,02,신항남방파제T/S부두 02,2019-08-01 07:00,2019-08-01 23:00,MBF,02,신항남방파제T/S부두 02,2019-08-01 07:00,2019-08-01 23:00,적하,2019-08-01,허가완료
10,DSFI8,2019,003,001,7.409,,KMS8833,남성해운(주),MBC,01,신항컨테이너부두01,2019-07-28 18:55,2019-07-29 02:00,MBC,01,신항컨테이너부두01,2019-07-28 18:55,2019-07-29 02:00,양적하,2019-08-01,허가완료
11,910682,2019,003,001,1.490,7삼영호,BSZ9130,삼영조선소,MWI,01,이진물양장,2019-07-13 00:00,2019-07-13 14:35,MWI,01,이진물양장,2019-07-13 00:00,2019-07-13 14:35,기타,2019-08-01,허가완료
12,DSDD7,2019,012,001,2.389,워터 릴리,BSK9121,(주)영성글로벌,WAE,01,정박지-E1,2019-07-28 11:00,2019-07-31 03:45,WAE,01,정박지-E1,2019-07-28 11:00,2019-07-31 03:45,접안대기,2019-08-01,허가완료
13,DSDD7,2019,012,002,2.389,워터 릴리,BSK9121,(주)영성글로벌,MBN,13,정일스톨트헤븐울산신항3부두,2019-07-31 05:30,2019-07-31 15:40,MBN,13,정일스톨트헤븐울산신항3부두,2019-07-31 05:30,2019-07-31 15:40,양하,2019-08-01,허가완료
14,DSPC6,2019,021,002,2.101,겔럭시 삼부,BSK0104,삼부해운(주),WAE,02,정박지-E2,2019-07-31 23:25,2019-08-01 00:55,WAE,02,정박지-E2,2019-07-31 23:25,2019-08-01 00:55,급유,2019-08-01,허가완료
15,V7UP8,2019,010,001,9.520,스타 파이오니아,KMS8833,남성해운(주),MBC,01,신항컨테이너부두01,2019-07-31 09:15,2019-07-31 23:18,MBC,01,신항컨테이너부두01,2019-07-31 09:15,2019-07-31 23:18,양적하,2019-08-01,허가완료
16,HPGG,2019,001,001,2.999,SUN CROWN,USC0002,신양상선(주),WAE,01,정박지-E1,2019-07-30 12:40,2019-07-30 18:20,WAE,01,정박지-E1,2019-07-30 12:40,2019-07-30 18:20,급유,2019-08-01,허가완료
17,VRMZ4,2019,001,001,17.019,SODA PHOENIX,USC2062,(주)오션해운,WAE,02,정박지-E2,2019-07-27 20:30,2019-07-30 16:10,WAE,02,정박지-E2,2019-07-27 20:30,2019-07-30 16:10,접안대기,2019-08-01,허가완료
18,DSQJ5,2019,010,001,499,프리티 하나호,BSK2514,하나마린(주),MBY,01,용잠부두 01,2019-07-31 11:30,2019-08-01 00:05,MBY,01,용잠부두 01,2019-07-31 11:30,2019-08-01 00:05,양하,2019-08-01,허가완료
19,DSQJ5,2019,010,002,499,프리티 하나호,BSK2514,하나마린(주),WAM,01,정박지 01,2019-08-01 00:20,2019-08-01 01:10,WAM,01,정박지 01,2019-08-01 00:20,2019-08-01 01:10,출항대기,2019-08-01,허가완료
20,VRMZ4,2019,001,002,17.019,SODA PHOENIX,USC2062,(주)오션해운,MBO,03,온산3부두,2019-07-30 17:10,2019-08-01 03:15,MBO,03,온산3부두,2019-07-30 17:10,2019-08-01 03:15,양하,2019-08-01,허가완료
21,910682,2019,004,001,1.490,7삼영호,BSZ9130,삼영조선소,MLJ,01,장생포호안,2019-07-18 09:20,2019-07-18 11:00,MLJ,01,장생포호안,2019-07-18 09:20,2019-07-18 11:00,기타,2019-08-01,허가완료
22,910682,2019,005,001,1.490,7삼영호,BSZ9130,삼영조선소,MLJ,01,장생포호안,2019-07-22 09:30,2019-07-22 09:40,MLJ,01,장생포호안,2019-07-22 09:30,2019-07-22 09:40,기타,2019-08-01,허가완료
23,D9WV,2019,093,002,1.596,,USK0074,영우해운(주),MBU,01,SK2부두 01,2019-08-01 15:30,2019-08-02 03:30,MBU,01,SK2부두 01,2019-08-01 15:30,2019-08-02 03:30,적하,2019-08-01,허가완료
24,940776,2019,002,001,827,창일201호,BSK2463,창일해운,MBN,26,용연부두(1선석),2019-06-29 13:10,2019-07-31 14:10,MBN,26,용연부두(1선석),2019-06-29 13:10,2019-07-31 14:10,기타,2019-08-01,허가완료
25,170024,2019,019,001,5.222,모닝 빅토리호,USZ1046,한라시멘트(주)온산,MBO,04,온산4부두,2019-08-03 12:20,2019-08-04 13:00,MBO,04,온산4부두,2019-08-03 12:20,2019-08-04 13:00,양하,2019-08-01,허가완료
26,D9WW,2019,089,002,1.590,,USK0074,영우해운(주),MBU,01,SK2부두 01,2019-08-01 09:30,2019-08-01 21:30,MBU,01,SK2부두 01,2019-08-01 09:30,2019-08-01 21:30,적하,2019-08-01,허가완료
27,AWRF,2019,001,001,78.845,MOGRA,YSZ2904,제이앤제이해운 주식회사,MDU,08,SK8부두,2019-07-29 19:06,2019-07-31 14:25,MDU,08,SK8부두,2019-07-29 19:06,2019-07-31 14:25,양하,2019-08-01,허가완료
28,HSB7322,2019,081,001,1.823,K.P.01,USK0074,영우해운(주),MLJ,01,장생포호안,2019-08-02 06:00,2019-09-19 11:20,MLJ,01,장생포호안,2019-08-02 06:00,2019-09-19 11:20,계선,2019-08-01,허가완료
29,D7ML,2019,003,002,71.383,ASIAN EMPIRE,OST0078,유코카캐리어스(주),MBJ,02,자동차부두 02,2019-07-31 11:30,2019-07-31 18:00,MBJ,02,자동차부두 02,2019-07-31 11:30,2019-07-31 18:00,적하,2019-08-01,허가완료
30,D7FD,2019,029,002,8.539,우찬호,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2019-07-30 15:30,2019-07-31 07:05,MDS,01,S-OIL1부두,2019-07-30 15:30,2019-07-31 07:05,적하,2019-08-01,허가완료
31,D7FD,2019,029,003,8.539,우찬호,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2019-07-31 09:30,2019-08-01 08:10,MDS,01,S-OIL1부두,2019-07-31 09:30,2019-08-01 08:10,적하,2019-08-01,허가완료
32,010681,2019,010,001,78,305해송호,BSB2207,세도마린주식회사,MQP,03,현중해양의장안벽,2019-06-10 05:10,2019-06-10 13:50,MQP,03,현중해양의장안벽,2019-06-10 05:10,2019-06-10 13:50,기타,2019-08-01,허가완료
33,180025,2019,030,001,6.716,디엘 루비,BSK2634,동림탱커(주),WAE,01,정박지-E1,2019-08-01 13:50,2019-08-02 08:40,WAE,01,정박지-E1,2019-08-01 13:50,2019-08-02 08:40,접안대기,2019-08-01,허가완료
