시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,088238,2019,098,002,700,3동주,USK0074,영우해운(주),MBU,02,SK2부두 02,2019-09-01 08:50,2019-09-01 16:30,MBU,02,SK2부두 02,2019-09-01 08:50,2019-09-01 16:30,적하,2019-09-01,허가완료
2,184803,2019,103,002,1.995,진양1호,USK0074,영우해운(주),MBU,01,SK2부두 01,2019-09-01 10:10,2019-09-01 22:00,MBU,01,SK2부두 01,2019-09-01 10:10,2019-09-01 22:00,적하,2019-09-01,허가완료
3,076548,2019,055,002,1.534,보광토파즈,USZ1234,(주)비케이해운,WAM,06,정박지 06,2019-09-01 14:25,2019-09-01 17:15,WAM,06,정박지 06,2019-09-01 14:25,2019-09-01 17:15,기타,2019-09-01,허가완료
4,D7MA,2019,007,001,3.377,제5에스제이가스호,BSK2590,(주)에스제이탱커,WAE,01,정박지-E1,2019-08-30 09:35,2019-08-30 18:22,WAE,01,정박지-E1,2019-08-30 09:35,2019-08-30 18:22,접안대기,2019-09-01,허가완료
5,D7MA,2019,007,002,3.377,제5에스제이가스호,BSK2590,(주)에스제이탱커,MDU,05,SK5부두,2019-08-30 19:00,2019-08-31 09:15,MDU,05,SK5부두,2019-08-30 19:00,2019-08-31 09:15,양하,2019-09-01,허가완료
6,D7MA,2019,007,003,3.377,제5에스제이가스호,BSK2590,(주)에스제이탱커,WAE,01,정박지-E1,2019-08-31 09:45,2019-08-31 12:00,WAE,01,정박지-E1,2019-08-31 09:45,2019-08-31 12:00,급유,2019-09-01,허가완료
7,D7TR,2019,020,001,2.691,라이징 삼부,BSK0104,삼부해운(주),MB8,01,8부두 01,2019-08-31 07:55,2019-08-31 15:15,MB8,01,8부두 01,2019-08-31 07:55,2019-08-31 15:15,기타,2019-09-01,허가완료
8,D7TR,2019,020,002,2.691,라이징 삼부,BSK0104,삼부해운(주),MB3,02,3부두 02,2019-08-31 15:40,2019-09-01 04:15,MB3,02,3부두 02,2019-08-31 15:40,2019-09-01 04:15,적하,2019-09-01,허가완료
9,130008,2019,090,001,532,건양호,BSK2613,천배유조(주),MLJ,01,장생포호안,2019-09-03 15:30,2019-09-04 09:30,MLJ,01,장생포호안,2019-09-03 15:30,2019-09-04 09:30,접안대기,2019-09-01,허가완료
10,D9WW,2019,102,004,1.590,,USK0074,영우해운(주),WAM,01,정박지 01,2019-09-01 07:20,2019-09-01 19:00,WAM,01,정박지 01,2019-09-01 07:20,2019-09-01 19:00,출항대기,2019-09-01,허가완료
11,090211,2019,038,003,743,태진,BSZ9477,아요마린(주),MDS,02,S-OIL2부두,2019-09-01 21:10,2019-09-02 01:45,MDS,02,S-OIL2부두,2019-09-01 21:10,2019-09-02 01:45,적하,2019-09-01,허가완료
12,D7EF,2019,005,001,7.206,우림,ICK0006,우림해운(주),WAE,01,정박지-E1,2019-08-30 10:25,2019-08-31 18:45,WAE,01,정박지-E1,2019-08-30 10:25,2019-08-31 18:45,접안대기,2019-09-02,허가완료
13,D7EF,2019,005,002,7.206,우림,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2019-08-31 19:55,2019-09-01 21:10,MDS,01,S-OIL1부두,2019-08-31 19:55,2019-09-01 21:10,적하,2019-09-02,허가완료
14,DSIJ9,2019,017,001,1.974,우종호,ICK0006,우림해운(주),MB4,01,4부두 01,2019-08-31 11:50,2019-09-01 06:55,MB4,01,4부두 01,2019-08-31 11:50,2019-09-01 06:55,양하,2019-09-02,허가완료
15,DSQW6,2019,015,001,6.402,,ICK0006,우림해운(주),WAE,01,정박지-E1,2019-08-27 01:42,2019-08-27 22:10,WAE,01,정박지-E1,2019-08-27 01:42,2019-08-27 22:10,접안대기,2019-09-02,허가완료
16,DSQW6,2019,015,002,6.402,,ICK0006,우림해운(주),MDS,03,S-OIL3부두,2019-08-27 23:00,2019-08-28 14:15,MDS,03,S-OIL3부두,2019-08-27 23:00,2019-08-28 14:15,적하,2019-09-02,허가완료
17,DSQW6,2019,015,003,6.402,,ICK0006,우림해운(주),WAE,01,정박지-E1,2019-08-28 15:05,2019-09-01 01:30,WAE,01,정박지-E1,2019-08-28 15:05,2019-09-01 01:30,접안대기,2019-09-02,허가완료
18,DSQW6,2019,015,004,6.402,,ICK0006,우림해운(주),MBD,03,S-OIL 4부두 03,2019-09-01 02:20,2019-09-01 13:35,MBD,03,S-OIL 4부두 03,2019-09-01 02:20,2019-09-01 13:35,적하,2019-09-02,허가완료
19,V7RU6,2019,001,002,11.551,STORHOLMEN,ICC2121,주식회사 굳파트너쉬핑,MBD,01,S-OIL 4부두 01,2019-08-29 12:45,2019-08-30 22:20,MBD,01,S-OIL 4부두 01,2019-08-29 12:45,2019-08-30 22:20,적하,2019-09-02,허가완료
20,DSFN9,2019,038,001,1.716,우선호,ICK0006,우림해운(주),WAM,05,정박지 05,2019-08-29 01:45,2019-09-01 15:55,WAM,05,정박지 05,2019-08-29 01:45,2019-09-01 15:55,접안대기,2019-09-02,허가완료
21,DSQG9,2019,017,001,4.060,뉴스카이호,OST0091,성호해운(주),MBN,12,현대오일터미널신항부두,2019-08-30 14:10,2019-08-30 20:05,MBN,12,현대오일터미널신항부두,2019-08-30 14:10,2019-08-30 20:05,양하,2019-09-02,허가완료
22,DSQG9,2019,017,002,4.060,뉴스카이호,OST0091,성호해운(주),MBU,11,SK1부두 11,2019-08-30 20:40,2019-08-31 08:05,MBU,11,SK1부두 11,2019-08-30 20:40,2019-08-31 08:05,양하,2019-09-02,허가완료
23,DSQG9,2019,017,003,4.060,뉴스카이호,OST0091,성호해운(주),MBN,12,현대오일터미널신항부두,2019-08-31 09:35,2019-08-31 18:40,MBN,12,현대오일터미널신항부두,2019-08-31 09:35,2019-08-31 18:40,양하,2019-09-02,허가완료
24,DSQE2,2019,010,001,496,EIWA MARU 8,BSK2625,거영해운(주),WAM,01,정박지 01,2019-08-26 02:30,2019-08-28 14:35,WAM,05,정박지 05,2019-08-26 02:30,2019-08-28 14:35,급유,2019-09-02,허가완료
25,DSQE2,2019,010,002,496,EIWA MARU 8,BSK2625,거영해운(주),MBR,01,UTK부두,2019-08-26 15:30,2019-08-26 22:35,MBR,01,UTK부두,2019-08-26 15:30,2019-08-26 22:35,양하,2019-09-02,허가완료
26,JG5415,2019,052,001,741,유요마루,USC2011,우일해운(주),MB3,02,3부두 02,2019-08-31 05:10,2019-08-31 13:05,MB3,02,3부두 02,2019-08-31 05:10,2019-08-31 13:05,적하,2019-09-02,허가완료
27,7JTF,2019,029,001,1.357,KASHIMA MARU NO.8,USC2011,우일해운(주),MB3,02,3부두 02,2019-08-31 04:05,2019-08-31 14:55,MB3,02,3부두 02,2019-08-31 04:05,2019-08-31 14:55,양하,2019-09-02,허가완료
28,120039,2019,030,001,223,삼성호,BSZ9548,성진상사,MBN,13,정일스톨트헤븐울산신항3부두,2019-09-02 12:50,2019-09-02 14:45,MBN,13,정일스톨트헤븐울산신항3부두,2019-09-02 12:50,2019-09-02 14:45,적하,2019-09-02,허가완료
29,2DBR8,2019,002,009,29.654,PIGEON POINT,USC2059,세화해운 주식회사,MDW,01,유화1부두,2019-08-29 12:30,2019-08-30 06:20,MDW,01,유화1부두,2019-08-29 12:30,2019-08-30 06:20,적하,2019-09-02,허가완료
30,3FTE,2019,014,001,4.879,CRANE LYRA,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2019-08-28 17:15,2019-08-29 19:50,WAE,01,정박지-E1,2019-08-28 17:15,2019-08-29 19:50,접안대기,2019-09-02,허가완료
31,V7UX8,2019,013,001,18.321,ISOBEL,OSL0038,장금상선(주),MBO,05,정일컨부두,2019-09-01 16:05,2019-09-01 21:35,MBO,05,정일컨부두,2019-09-01 16:05,2019-09-01 21:35,양적하,2019-09-02,허가완료
32,DSQE2,2019,011,001,496,EIWA MARU 8,BSK2625,거영해운(주),WAM,06,정박지 06,2019-08-27 02:40,2019-08-28 10:30,WAM,06,정박지 06,2019-08-27 02:40,2019-08-28 10:30,접안대기,2019-09-02,허가완료
33,3WGP,2019,002,001,4.095,VIEN DONG 3,KMC0698,(주)농협물류,WAE,01,정박지-E1,2019-08-23 00:12,2019-08-26 06:45,WAE,01,정박지-E1,2019-08-23 00:12,2019-08-26 06:45,접안대기,2019-09-02,허가완료
34,3WGP,2019,002,002,4.095,VIEN DONG 3,KMC0698,(주)농협물류,MB2,02,2부두 02,2019-08-26 07:45,2019-08-30 17:50,MB2,02,2부두 02,2019-08-26 07:45,2019-08-30 17:50,양하,2019-09-02,허가완료
35,3FJE5,2019,028,001,4.164,CRANE OCEANO,USC2069,주식회사 네오글로벌쉬핑에이전시,MDU,04,SK4부두,2019-08-30 18:20,2019-08-31 17:00,MDU,04,SK4부두,2019-08-30 18:20,2019-08-31 17:00,양하,2019-09-02,허가완료
36,960823,2019,040,006,1.595,태경유노,BSK3182,태경탱커주식회사,WAM,04,정박지 04,2019-08-29 00:20,2019-08-30 08:10,WAM,04,정박지 04,2019-08-29 00:20,2019-08-30 08:10,접안대기,2019-09-02,허가완료
37,960823,2019,040,007,1.595,태경유노,BSK3182,태경탱커주식회사,MDS,02,S-OIL2부두,2019-08-30 09:00,2019-08-30 19:35,MDS,02,S-OIL2부두,2019-08-30 09:00,2019-08-30 19:35,적하,2019-09-02,허가완료
38,JK5538,2019,011,001,739,MINHOU MARU,USC2011,우일해운(주),MDG,02,정일2부두,2019-08-31 06:40,2019-08-31 17:15,MDG,02,정일2부두,2019-08-31 06:40,2019-08-31 17:15,적하,2019-09-02,허가완료
39,5BAC2,2019,001,001,122.239,GRAND ANIVA,ICZ3243,인치케이프 쉽핑 코리아,WAE,03,정박지-E3,2019-08-31 12:00,2019-09-01 03:00,WAE,03,정박지-E3,2019-08-31 12:00,2019-09-01 03:00,급유,2019-09-02,허가완료
