시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,D7RZ,2019,005,001,3.109,월광,USZ2502,(주)삼표시멘트 울산사업소,MB2,03,2부두 03,2019-03-29 14:48,2019-03-30 07:42,MB2,03,2부두 03,2019-03-29 14:48,2019-03-30 07:42,양하,2019-04-01,허가완료
2,D5SE8,2019,001,002,159.872,VL NICHIOH,USC0035,(주)쌍용에이젼시,MUD,02,S-OIL 2부이,2019-04-02 08:00,2019-04-03 18:00,MUD,02,S-OIL 2부이,2019-04-02 08:00,2019-04-03 18:00,양하,2019-04-01,허가완료
3,D9QB,2019,005,001,110,고려303호,USK0053,대상해운(주),MBN,01,신항일반부두01,2019-03-30 17:15,2019-04-08 18:00,MBN,01,신항일반부두01,2019-03-30 17:15,2019-04-08 18:00,기타,2019-04-01,허가완료
4,DSMB,2019,007,001,5.025,우혁,OST0212,우민해운(주),WAE,02,정박지-E2,2019-03-30 11:30,2019-03-30 20:30,WAE,02,정박지-E2,2019-03-30 11:30,2019-03-30 20:30,접안대기,2019-04-01,허가완료
5,DSMB,2019,007,002,5.025,우혁,OST0212,우민해운(주),MDY,02,UTT부두,2019-03-30 21:35,2019-03-31 15:05,MDY,02,UTT부두,2019-03-30 21:35,2019-03-31 15:05,적하,2019-04-01,허가완료
6,3WNE,2019,001,003,8.216,TAYSON 4,USC2043,일진해운(주),MB7,01,7부두 01,2019-03-26 12:05,2019-03-29 21:15,MB7,01,7부두 01,2019-03-26 12:05,2019-03-29 21:15,양하,2019-04-01,허가완료
7,174810,2019,016,001,2.997,엠에스 피스,USK0052,명신해운,WAE,01,정박지-E1,2019-03-28 17:15,2019-03-31 06:50,WAE,01,정박지-E1,2019-03-28 17:15,2019-03-31 06:50,접안대기,2019-04-01,허가완료
8,DSQG5,2019,003,001,7.406,페가서스 프라임,KMS8833,남성해운(주),MBC,03,신항컨테이너부두03,2019-03-31 01:40,2019-03-31 06:25,MBC,03,신항컨테이너부두03,2019-03-31 01:40,2019-03-31 06:25,적하,2019-04-01,허가완료
9,V7UP9,2019,007,001,9.520,스타 익스프레스,KMS8833,남성해운(주),MBC,02,신항컨테이너부두02,2019-03-30 19:35,2019-03-31 07:00,MBC,02,신항컨테이너부두02,2019-03-30 19:35,2019-03-31 07:00,양적하,2019-04-01,허가완료
10,3FKD3,2019,002,001,26.938,PIONEER EXPRESS,USC1002,아성마린(주),WAE,02,정박지-E2,2019-03-28 19:48,2019-03-30 06:50,WAE,02,정박지-E2,2019-03-28 19:48,2019-03-30 06:50,급유,2019-04-01,허가완료
11,3FKD3,2019,002,002,26.938,PIONEER EXPRESS,USC1002,아성마린(주),MDS,01,S-OIL1부두,2019-03-30 07:35,2019-03-31 22:15,MDS,01,S-OIL1부두,2019-03-30 07:35,2019-03-31 22:15,적하,2019-04-01,허가완료
12,3EGU7,2019,008,002,1.411,에이스 하나,BSK2514,하나마린(주),MDG,01,정일1부두,2019-03-31 10:00,2019-03-31 19:15,MDG,01,정일1부두,2019-03-31 10:00,2019-03-31 19:15,양하,2019-04-01,허가완료
13,3EGU7,2019,008,001,1.411,에이스 하나,BSK2514,하나마린(주),WAM,01,정박지 01,2019-03-26 01:05,2019-03-31 09:00,WAM,01,정박지 01,2019-03-26 01:05,2019-03-31 09:00,접안대기,2019-04-01,허가완료
14,3EGU7,2019,008,003,1.411,에이스 하나,BSK2514,하나마린(주),WAM,03,정박지 03,2019-03-31 19:55,2019-03-31 22:45,WAM,03,정박지 03,2019-03-31 19:55,2019-03-31 22:45,출항대기,2019-04-01,허가완료
15,080568,2019,024,002,777,진성호,BSZ2437,동광해운(주),MLJ,01,장생포호안,2019-03-27 12:45,2019-03-27 16:45,MLJ,01,장생포호안,2019-03-27 12:45,2019-03-27 16:45,기타,2019-04-01,허가완료
16,080568,2019,024,004,777,진성호,BSZ2437,동광해운(주),MDS,02,S-OIL2부두,2019-03-27 20:00,2019-03-28 01:05,MDS,02,S-OIL2부두,2019-03-27 20:00,2019-03-28 01:05,적하,2019-04-01,허가완료
17,3ELR4,2019,006,001,9.551,HEUNG-A SARAH,KMS8831,흥아해운(주),MBO,05,정일컨부두,2019-03-30 13:18,2019-03-30 17:21,MBO,05,정일컨부두,2019-03-30 13:18,2019-03-30 17:21,양적하,2019-04-01,허가완료
18,080568,2019,024,005,777,진성호,BSZ2437,동광해운(주),MLJ,01,장생포호안,2019-03-28 01:50,2019-03-29 09:10,MLJ,01,장생포호안,2019-03-28 01:50,2019-03-29 09:10,기타,2019-04-01,허가완료
19,V7HX8,2019,007,001,9.960,흥아 제니스,KMS8831,흥아해운(주),MBC,01,신항컨테이너부두01,2019-03-31 20:06,2019-04-01 04:35,MBC,01,신항컨테이너부두01,2019-03-31 20:06,2019-04-01 04:35,양적하,2019-04-01,허가완료
20,080568,2019,024,006,777,진성호,BSZ2437,동광해운(주),WAE,02,정박지-E2,2019-03-29 10:10,2019-03-29 13:20,WAE,02,정박지-E2,2019-03-29 10:10,2019-03-29 13:20,양하,2019-04-01,허가완료
21,080568,2019,024,007,777,진성호,BSZ2437,동광해운(주),MLJ,01,장생포호안,2019-03-29 14:10,2019-03-29 21:40,MLJ,01,장생포호안,2019-03-29 14:10,2019-03-29 21:40,기타,2019-04-01,허가완료
22,080568,2019,024,008,777,진성호,BSZ2437,동광해운(주),WAE,02,정박지-E2,2019-03-29 22:40,2019-03-30 01:45,WAE,02,정박지-E2,2019-03-29 22:40,2019-03-30 01:45,양하,2019-04-01,허가완료
23,080568,2019,024,009,777,진성호,BSZ2437,동광해운(주),MLJ,01,장생포호안,2019-03-30 02:30,2019-03-30 07:30,MLJ,01,장생포호안,2019-03-30 02:30,2019-03-30 07:30,기타,2019-04-01,허가완료
24,080568,2019,024,011,777,진성호,BSZ2437,동광해운(주),MLJ,01,장생포호안,2019-03-30 11:25,2019-04-01 03:15,MLJ,01,장생포호안,2019-03-30 11:25,2019-04-01 03:15,기타,2019-04-01,허가완료
25,V7KF5,2019,004,001,39.941,HONGKONG BRIDGE,OSL0038,장금상선(주),MBC,02,신항컨테이너부두02,2019-03-29 14:45,2019-03-30 13:55,MBC,02,신항컨테이너부두02,2019-03-29 14:45,2019-03-30 13:55,양적하,2019-04-01,허가완료
26,3FOD2,2019,001,001,32.309,TRANS OCEANIC,KMC2092,엠오엘코리아(주),MBN,11,세방신항부두,2019-03-22 07:50,2019-03-23 06:20,MBN,11,세방신항부두,2019-03-22 07:50,2019-03-23 06:20,양하,2019-04-01,허가완료
27,3FOD2,2019,001,002,32.309,TRANS OCEANIC,KMC2092,엠오엘코리아(주),MB6,05,6부두 05,2019-03-23 08:12,2019-03-26 17:00,MB6,05,6부두 05,2019-03-23 08:12,2019-03-26 17:00,양하,2019-04-01,허가완료
28,V3NZ5,2019,001,001,1.997,TONG SHENG,USC2027,소영해운(주),MB3,01,3부두 01,2019-03-27 10:30,2019-03-30 08:25,MB3,01,3부두 01,2019-03-27 10:30,2019-03-30 08:25,양하,2019-04-01,허가완료
29,V3NZ5,2019,001,002,1.997,TONG SHENG,USC2027,소영해운(주),MBO,01,온산1부두,2019-03-30 09:20,2019-03-30 14:55,MBO,01,온산1부두,2019-03-30 09:20,2019-03-30 14:55,적하,2019-04-01,허가완료
30,3FOD2,2019,001,003,32.309,TRANS OCEANIC,KMC2092,엠오엘코리아(주),MB2,01,2부두 01,2019-03-26 17:30,2019-03-30 15:25,MB2,01,2부두 01,2019-03-26 17:30,2019-03-30 15:25,양하,2019-04-01,허가완료
31,DSQG9,2019,007,001,4.060,뉴스카이호,OST0091,성호해운(주),MBN,12,현대오일터미널신항부두,2019-03-30 11:25,2019-03-30 23:55,MBN,12,현대오일터미널신항부두,2019-03-30 11:25,2019-03-30 23:55,양하,2019-04-01,허가완료
32,V7CN8,2019,006,001,9.910,써니 아이리스,KMS8832,고려해운(주),MBC,01,신항컨테이너부두01,2019-04-03 10:00,2019-04-03 15:00,MBC,01,신항컨테이너부두01,2019-04-03 10:00,2019-04-03 15:00,양적하,2019-04-01,허가완료
33,150074,2019,020,001,703,보광에이스,USZ1234,(주)비케이해운,MLJ,01,장생포호안,2019-03-31 15:00,2019-03-31 18:50,MLJ,01,장생포호안,2019-03-31 15:00,2019-03-31 18:50,기타,2019-04-01,허가완료
34,150074,2019,020,002,703,보광에이스,USZ1234,(주)비케이해운,MDS,02,S-OIL2부두,2019-03-31 19:40,2019-04-01 00:40,MDS,02,S-OIL2부두,2019-03-31 19:40,2019-04-01 00:40,적하,2019-04-01,허가완료
35,DSRL8,2019,005,001,739,반다이 하나,BSK2514,하나마린(주),WAM,07,정박지 07,2019-03-31 12:25,2019-03-31 14:40,WAM,07,정박지 07,2019-03-31 12:25,2019-03-31 14:40,접안대기,2019-04-01,허가완료
36,D8CF,2019,010,004,4.570,썬 데이지호,OST0019,에스케이해운 주식회사,WAE,01,정박지-E1,2019-03-23 06:45,2019-03-24 10:45,WAE,01,정박지-E1,2019-03-23 06:45,2019-03-24 10:45,,2019-04-01,허가완료
37,180017,2019,019,003,919,동명에이스,BSB2479,동명해운,WAE,02,정박지-E2,2019-03-29 07:20,2019-03-29 10:57,WAE,02,정박지-E2,2019-03-29 07:20,2019-03-29 10:57,양하,2019-04-01,허가완료
38,180017,2019,019,005,919,동명에이스,BSB2479,동명해운,MLJ,01,장생포호안,2019-03-29 17:15,2019-03-29 18:20,MLJ,01,장생포호안,2019-03-29 17:15,2019-03-29 18:20,기타,2019-04-01,허가완료
39,V7VU7,2019,001,001,23.265,HYUNDAI ULSAN,KMS8802,에이치엠엠(주),MB5,01,5부두 01,2019-03-27 06:00,2019-03-29 17:00,MB5,01,5부두 01,2019-03-27 06:00,2019-03-29 17:00,적하,2019-04-01,허가완료
40,180017,2019,019,006,919,동명에이스,BSB2479,동명해운,MB8,01,8부두 01,2019-03-29 18:45,2019-03-29 23:45,MB8,01,8부두 01,2019-03-29 18:45,2019-03-29 23:45,양하,2019-04-01,허가완료
41,180017,2019,019,008,919,동명에이스,BSB2479,동명해운,MBO,02,온산2부두,2019-03-30 04:15,2019-03-30 07:45,MBO,02,온산2부두,2019-03-30 04:15,2019-03-30 07:45,적하,2019-04-01,허가완료
42,V7YO3,2019,002,001,60.154,EMERALD ACE,KMC2092,엠오엘코리아(주),MBJ,03,자동차부두 03,2019-03-30 07:30,2019-03-30 16:35,MBJ,03,자동차부두 03,2019-03-30 07:30,2019-03-30 16:35,적하,2019-04-01,허가완료
43,9HA4085,2019,013,001,7.170,,KMS8821,범주해운(주),MBC,01,신항컨테이너부두01,2019-03-30 19:00,2019-03-30 22:30,MBC,01,신항컨테이너부두01,2019-03-30 19:00,2019-03-30 22:30,양적하,2019-04-01,허가완료
44,DSRI4,2019,013,001,9.892,팬콘 글로리호,KMS8821,범주해운(주),MBC,01,신항컨테이너부두01,2019-03-31 02:45,2019-03-31 10:25,MBC,01,신항컨테이너부두01,2019-03-31 02:45,2019-03-31 10:25,양적하,2019-04-01,허가완료
45,D7CC,2019,007,001,9.923,PANCON VICTORY,KMS8821,범주해운(주),MBC,01,신항컨테이너부두01,2019-03-30 09:00,2019-03-30 14:55,MBC,01,신항컨테이너부두01,2019-03-30 09:00,2019-03-30 14:55,양적하,2019-04-01,허가완료
46,3FEG7,2019,001,003,37.046,PIPIT ARROW,USC0005,세양해운(주),MBN,16,엘에스니꼬신항부두,2019-03-29 17:12,2019-03-30 10:05,MBN,16,엘에스니꼬신항부두,2019-03-29 17:12,2019-03-30 10:05,양하,2019-04-01,허가완료
47,971160,2019,024,002,179,동영호,BSK2588,현대기업,MLJ,01,장생포호안,2019-03-28 14:55,2019-03-28 15:55,MLJ,01,장생포호안,2019-03-28 14:55,2019-03-28 15:55,기타,2019-04-01,허가완료
48,971160,2019,024,004,179,동영호,BSK2588,현대기업,WAM,06,정박지 06,2019-03-28 19:00,2019-03-28 20:25,WAM,06,정박지 06,2019-03-28 19:00,2019-03-28 20:25,양하,2019-04-01,허가완료
49,971160,2019,024,006,179,동영호,BSK2588,현대기업,MBN,12,현대오일터미널신항부두,2019-03-29 13:00,2019-03-29 15:00,MBN,12,현대오일터미널신항부두,2019-03-29 13:00,2019-03-29 15:00,적하,2019-04-01,허가완료
50,971160,2019,024,007,179,동영호,BSK2588,현대기업,MLJ,01,장생포호안,2019-03-29 15:40,2019-03-29 16:40,MLJ,01,장생포호안,2019-03-29 15:40,2019-03-29 16:40,기타,2019-04-01,허가완료
51,971160,2019,024,008,179,동영호,BSK2588,현대기업,WAE,01,정박지-E1,2019-03-29 16:45,2019-03-29 19:15,WAE,01,정박지-E1,2019-03-29 16:45,2019-03-29 19:15,양하,2019-04-01,허가완료
52,H9XZ,2019,002,001,16.685,GAZ MILLENNIUM,USC2025,제이엠쉬핑(주),MB2,02,2부두 02,2019-03-30 09:10,2019-03-30 21:30,MB2,02,2부두 02,2019-03-30 09:10,2019-03-30 21:30,양하,2019-04-01,허가완료
