시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,036715,2019,083,001,626,대영호,USK0074,영우해운(주),MLJ,01,장생포호안,2019-06-01 10:40,2019-06-02 18:00,MLJ,01,장생포호안,2019-06-01 10:40,2019-06-02 18:00,접안대기,2019-06-01,허가완료
2,DSIU5,2019,020,001,1.974,우금호,ICK0006,우림해운(주),MDY,02,UTT부두,2019-05-31 13:10,2019-06-01 00:00,MDY,02,UTT부두,2019-05-31 13:10,2019-06-01 00:00,양하,2019-06-01,허가완료
3,DSIU5,2019,020,002,1.974,우금호,ICK0006,우림해운(주),WAM,05,정박지 05,2019-06-01 00:20,2019-06-01 03:15,WAM,05,정박지 05,2019-06-01 00:20,2019-06-01 03:15,급유,2019-06-01,허가완료
4,060821,2019,014,001,199,천남호,PHK1002,울릉군 수산업 협동조합,MLJ,01,장생포호안,2019-06-01 08:25,2019-06-09 14:40,MLJ,01,장생포호안,2019-06-01 08:25,2019-06-09 14:40,적하,2019-06-01,허가완료
5,3FEZ7,2019,005,001,28.131,ANGEL NO.6,KMC0426,삼진선박(주),WAE,02,정박지-E2,2019-05-23 12:50,2019-05-25 12:00,WAE,02,정박지-E2,2019-05-23 12:50,2019-05-25 12:00,급유,2019-06-01,허가완료
6,180016,2019,037,001,999,유니온가스,BSZ9145,유니온쉬핑(주),WAM,01,정박지 01,2019-06-01 16:00,2019-06-02 12:00,WAM,01,정박지 01,2019-06-01 16:00,2019-06-02 12:00,적하,2019-06-01,허가완료
7,3EFI7,2019,009,001,1.930,GLORY HANA,BSK2514,하나마린(주),MDG,01,정일1부두,2019-05-31 03:05,2019-05-31 17:20,MDG,01,정일1부두,2019-05-31 03:05,2019-05-31 17:20,양하,2019-06-01,허가완료
8,180010,2019,046,002,1.999,두라스카이,BSK2531,두라해운(주),MBN,12,현대오일터미널신항부두,2019-05-28 08:40,2019-05-28 17:20,MBN,12,현대오일터미널신항부두,2019-05-28 08:40,2019-05-28 17:20,적하,2019-06-01,허가완료
9,D9WW,2019,064,002,1.590,,USK0074,영우해운(주),MBU,01,SK2부두 01,2019-06-01 10:10,2019-06-01 22:10,MBU,01,SK2부두 01,2019-06-01 10:10,2019-06-01 22:10,적하,2019-06-01,허가완료
10,9V7536,2019,004,001,4.249,BITUMEN EIKO,USC0008,(주)울산마리타임,WAE,01,정박지-E1,2019-05-29 14:30,2019-05-30 15:10,WAE,01,정박지-E1,2019-05-29 14:30,2019-05-30 15:10,급유,2019-06-01,허가완료
