시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,170036,2019,051,002,438,17유성호,BSK9407,세양상사,MBU,02,SK2부두 02,2019-11-30 08:10,2019-11-30 13:20,MBU,02,SK2부두 02,2019-11-30 08:10,2019-11-30 13:20,적하,2019-12-01,허가완료
2,071381,2019,096,001,549,제2보원호,BSZ9626,동대해운주식회사,MLJ,01,장생포호안,2019-12-01 11:35,2019-12-01 13:15,MLJ,01,장생포호안,2019-12-01 11:35,2019-12-01 13:15,기타,2019-12-01,허가완료
3,071381,2019,096,002,549,제2보원호,BSZ9626,동대해운주식회사,WAE,01,정박지-E1,2019-12-01 13:55,2019-12-01 15:20,WAE,01,정박지-E1,2019-12-01 13:55,2019-12-01 15:20,양하,2019-12-01,허가완료
4,071381,2019,096,003,549,제2보원호,BSZ9626,동대해운주식회사,WAM,05,정박지 05,2019-12-01 15:35,2019-12-01 19:10,WAM,05,정박지 05,2019-12-01 15:35,2019-12-01 19:10,접안대기,2019-12-01,허가완료
5,071381,2019,096,004,549,제2보원호,BSZ9626,동대해운주식회사,WAE,01,정박지-E1,2019-12-01 19:45,2019-12-01 22:45,WAE,01,정박지-E1,2019-12-01 19:45,2019-12-01 22:45,양하,2019-12-01,허가완료
6,071381,2019,096,005,549,제2보원호,BSZ9626,동대해운주식회사,MLJ,01,장생포호안,2019-12-01 23:30,2019-12-02 23:02,MLJ,01,장생포호안,2019-12-01 23:30,2019-12-02 23:02,기타,2019-12-01,허가완료
7,071381,2019,096,006,549,제2보원호,BSZ9626,동대해운주식회사,MBN,12,현대오일터미널신항부두,2019-12-03 00:25,2019-12-03 02:35,MBN,12,현대오일터미널신항부두,2019-12-03 00:25,2019-12-03 02:35,적하,2019-12-01,허가완료
8,DSMC,2019,020,001,8.072,우림 3,ICK0006,우림해운(주),MDG,01,정일1부두,2019-11-26 20:15,2019-11-27 16:10,MDG,01,정일1부두,2019-11-26 20:15,2019-11-27 16:10,양하,2019-12-01,허가완료
9,DSMC,2019,020,002,8.072,우림 3,ICK0006,우림해운(주),MDY,02,UTT부두,2019-11-28 22:05,2019-11-30 05:30,MDY,02,UTT부두,2019-11-28 22:05,2019-11-30 05:30,적하,2019-12-01,허가완료
10,D7FD,2019,045,001,8.539,우찬호,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2019-11-29 11:20,2019-11-30 08:25,MDS,01,S-OIL1부두,2019-11-29 11:20,2019-11-30 08:25,적하,2019-12-01,허가완료
11,V7BJ5,2019,020,001,8.473,,ICK0006,우림해운(주),WAE,01,정박지-E1,2019-11-26 17:35,2019-11-28 08:05,WAE,01,정박지-E1,2019-11-26 17:35,2019-11-28 08:05,접안대기,2019-12-01,허가완료
12,V7BJ5,2019,020,003,8.473,,ICK0006,우림해운(주),WAE,01,정박지-E1,2019-11-29 11:20,2019-11-29 14:05,WAE,01,정박지-E1,2019-11-29 11:20,2019-11-29 14:05,접안대기,2019-12-01,허가완료
13,DSFN9,2019,051,001,1.716,우선호,ICK0006,우림해운(주),WAM,07,정박지 07,2019-11-26 18:00,2019-11-29 22:00,WAM,07,정박지 07,2019-11-26 18:00,2019-11-29 22:00,접안대기,2019-12-01,허가완료
14,V3IE,2019,142,001,1.596,HEFENG6,USK0074,영우해운(주),WAM,02,정박지 02,2019-12-01 22:40,2019-12-02 15:00,WAM,06,정박지 06,2019-12-01 22:40,2019-12-02 15:00,접안대기,2019-12-01,허가완료
15,130095,2019,065,002,1.716,스카이로얄,USK0074,영우해운(주),MBU,01,SK2부두 01,2019-12-01 05:40,2019-12-01 17:40,MBU,01,SK2부두 01,2019-12-01 05:40,2019-12-01 17:40,적하,2019-12-01,허가완료
16,036715,2019,191,001,626,대영호,USK0074,영우해운(주),MLJ,01,장생포호안,2019-12-01 22:40,2019-12-02 05:20,MLJ,01,장생포호안,2019-12-01 22:40,2019-12-02 05:20,접안대기,2019-12-01,허가완료
17,9HPO9,2019,008,001,7.260,CESTENI,USC0004,가나해운(주),WAE,01,정박지-E1,2019-11-29 12:00,2019-11-29 21:50,WAE,01,정박지-E1,2019-11-29 12:00,2019-11-29 21:50,접안대기,2019-12-01,허가완료
18,9HPO9,2019,008,002,7.260,CESTENI,USC0004,가나해운(주),MB6,03,6부두 03,2019-11-29 22:45,2019-11-30 08:30,MB6,03,6부두 03,2019-11-29 22:45,2019-11-30 08:30,양하,2019-12-01,허가완료
19,D5PC6,2019,003,001,8.081,SUNNY RAINBOW,USC0004,가나해운(주),MBR,01,UTK부두,2019-11-29 20:40,2019-11-30 08:40,MBR,01,UTK부두,2019-11-29 20:40,2019-11-30 08:40,양하,2019-12-01,허가완료
20,D7BV,2019,031,001,610,하나 파이오니어,KMS8831,흥아해운(주),MB4,01,4부두 01,2019-11-29 18:00,2019-12-03 18:00,MB4,01,4부두 01,2019-11-29 18:00,2019-12-03 18:00,적하,2019-12-01,허가완료
21,134809,2019,108,001,699,창용호,BSB2532,창용해운,MLJ,01,장생포호안,2019-12-02 07:10,2019-12-03 06:15,MLJ,01,장생포호안,2019-12-02 07:10,2019-12-03 06:15,기타,2019-12-01,허가완료
22,DSFW5,2019,088,001,500,범양호,BSZ7369,경영마린(주),MBM,01,매암부두,2019-12-03 09:30,2019-12-03 16:42,MBM,01,매암부두,2019-12-03 09:30,2019-12-03 16:42,기타,2019-12-01,허가완료
23,130017,2019,007,001,556,동방5호,BSZ9043,동영유업,WAM,04,정박지 04,2019-12-02 00:20,2019-12-02 06:50,WAM,04,정박지 04,2019-12-02 00:20,2019-12-02 06:50,기타,2019-12-01,허가완료
24,180025,2019,041,001,6.716,디엘 루비,BSK2634,동림탱커(주),MBN,12,현대오일터미널신항부두,2019-11-29 17:10,2019-11-30 05:55,MBN,12,현대오일터미널신항부두,2019-11-29 17:10,2019-11-30 05:55,양하,2019-12-01,허가완료
25,D7RJ,2019,021,001,1.826,거영스타3,BSK2625,거영해운(주),WAM,01,정박지 01,2019-11-27 05:50,2019-11-27 17:30,WAM,01,정박지 01,2019-11-27 05:50,2019-11-27 17:30,접안대기,2019-12-01,허가완료
26,D7RJ,2019,021,002,1.826,거영스타3,BSK2625,거영해운(주),MDG,01,정일1부두,2019-11-27 18:20,2019-11-28 12:10,MDG,01,정일1부두,2019-11-27 18:20,2019-11-28 12:10,양하,2019-12-01,허가완료
27,DSRO4,2019,010,001,847,에이와마루 17,BSK2625,거영해운(주),WAM,01,정박지 01,2019-11-29 09:40,2019-11-29 14:05,WAM,01,정박지 01,2019-11-29 09:40,2019-11-29 14:05,급유,2019-12-01,허가완료
28,DSRK4,2019,017,001,4.067,디엘 에메랄드,USC0031,그레이트해운(주),WAE,01,정박지-E1,2019-11-23 18:25,2019-11-26 09:40,WAE,01,정박지-E1,2019-11-23 18:25,2019-11-26 09:40,,2019-12-01,허가완료
29,DSQG9,2019,023,005,4.060,뉴스카이호,OST0091,성호해운(주),MB6,05,6부두 05,2019-11-22 19:10,2019-11-23 12:05,MB6,05,6부두 05,2019-11-22 19:10,2019-11-23 12:05,접안대기,2019-12-01,허가완료
30,DSQG9,2019,023,006,4.060,뉴스카이호,OST0091,성호해운(주),WAE,01,정박지-E1,2019-11-23 12:50,2019-11-27 22:50,WAE,01,정박지-E1,2019-11-23 12:50,2019-11-27 22:50,접안대기,2019-12-01,허가완료
31,071242,2019,125,002,1.493,,USK0074,영우해운(주),MBU,01,SK2부두 01,2019-12-01 16:10,2019-12-02 01:00,MBU,01,SK2부두 01,2019-12-01 16:10,2019-12-02 01:00,적하,2019-12-01,허가완료
32,971559,2019,044,002,187,제3오션호,BSB2457,오션마린,MLJ,01,장생포호안,2019-11-01 09:25,2019-11-01 09:45,MLJ,01,장생포호안,2019-11-01 09:25,2019-11-01 09:45,기타,2019-12-01,허가완료
33,971559,2019,045,001,187,제3오션호,BSB2457,오션마린,MBN,12,현대오일터미널신항부두,2019-11-06 06:00,2019-11-06 08:50,MBN,12,현대오일터미널신항부두,2019-11-06 06:00,2019-11-06 08:50,적하,2019-12-01,허가완료
34,971559,2019,045,002,187,제3오션호,BSB2457,오션마린,MQM,04,현대미포의장안벽04,2019-11-06 10:00,2019-11-06 12:55,MQM,04,현대미포의장안벽04,2019-11-06 10:00,2019-11-06 12:55,기타,2019-12-01,허가완료
35,971559,2019,045,003,187,제3오션호,BSB2457,오션마린,MLJ,01,장생포호안,2019-11-06 13:10,2019-11-06 14:40,MLJ,01,장생포호안,2019-11-06 13:10,2019-11-06 14:40,기타,2019-12-01,허가완료
36,DSNI4,2019,035,001,799,코롤2호,USC2029,케이오엘 (주),MBK,01,달포부두 01,2019-12-02 02:25,2019-12-13 09:00,MBK,01,달포부두 01,2019-12-02 02:25,2019-12-13 09:00,기타,2019-12-02,허가완료
37,028281,2019,069,001,1.123,고려105호,USK0053,대상해운(주),MQP,03,현중해양의장안벽,2019-12-03 08:00,2019-12-06 08:00,MQP,03,현중해양의장안벽,2019-12-03 08:00,2019-12-06 08:00,양하,2019-12-02,허가완료
38,091116,2019,012,003,149,현중호,BSZ9165,일해마린,MLJ,01,장생포호안,2019-11-29 11:25,2019-11-30 00:10,MLJ,01,장생포호안,2019-11-29 11:25,2019-11-30 00:10,접안대기,2019-12-02,허가완료
39,091116,2019,012,004,149,현중호,BSZ9165,일해마린,WAE,01,정박지-E1,2019-11-30 00:45,2019-11-30 02:05,WAE,01,정박지-E1,2019-11-30 00:45,2019-11-30 02:05,양하,2019-12-02,허가완료
40,091116,2019,012,005,149,현중호,BSZ9165,일해마린,MLJ,01,장생포호안,2019-11-30 02:30,2019-11-30 07:20,MLJ,01,장생포호안,2019-11-30 02:30,2019-11-30 07:20,접안대기,2019-12-02,허가완료
41,DSQP9,2019,007,001,3.362,온산가스,KMA2708,이마린(주),WAE,01,정박지-E1,2019-11-26 18:05,2019-11-27 15:55,WAE,01,정박지-E1,2019-11-26 18:05,2019-11-27 15:55,접안대기,2019-12-02,허가완료
42,DSQP9,2019,007,002,3.362,온산가스,KMA2708,이마린(주),MB3,02,3부두 02,2019-11-27 16:50,2019-11-28 17:05,MB3,02,3부두 02,2019-11-27 16:50,2019-11-28 17:05,양하,2019-12-02,허가완료
43,DSQP9,2019,007,003,3.362,온산가스,KMA2708,이마린(주),WAE,01,정박지-E1,2019-11-29 09:10,2019-11-29 11:15,WAE,01,정박지-E1,2019-11-29 09:10,2019-11-29 11:15,급유,2019-12-02,허가완료
44,3EMJ3,2019,009,001,7.280,SUN GAIA,USC2059,세화해운 주식회사,MBF,01,신항남방파제T/S부두 01,2019-11-29 07:20,2019-11-29 16:15,MBF,01,신항남방파제T/S부두 01,2019-11-29 07:20,2019-11-29 16:15,적하,2019-12-02,허가완료
45,3EMJ3,2019,009,002,7.280,SUN GAIA,USC2059,세화해운 주식회사,WAE,01,정박지-E1,2019-11-29 17:45,2019-11-30 07:40,WAE,01,정박지-E1,2019-11-29 17:45,2019-11-30 07:40,접안대기,2019-12-02,허가완료
46,BQTQ,2019,018,001,3.790,JIA SHUN,USC2059,세화해운 주식회사,WAE,01,정박지-E1,2019-11-30 16:05,2019-11-30 23:30,WAE,01,정박지-E1,2019-11-30 16:05,2019-11-30 23:30,접안대기,2019-12-02,허가완료
47,V7ER6,2019,017,001,9.988,써니 코스모스,KMS8832,고려해운(주),MBC,02,신항컨테이너부두02,2019-11-28 09:00,2019-11-28 14:00,MBC,02,신항컨테이너부두02,2019-11-28 09:00,2019-11-28 14:00,양적하,2019-12-02,허가완료
48,3FUU5,2019,021,001,9.867,SUNNY ACACIA,KMS8832,고려해운(주),MBC,02,신항컨테이너부두02,2019-11-24 21:00,2019-11-25 06:00,MBC,03,신항컨테이너부두03,2019-11-24 21:00,2019-11-25 06:00,양적하,2019-12-02,허가완료
49,BQTQ,2019,018,002,3.790,JIA SHUN,USC2059,세화해운 주식회사,MDW,01,유화1부두,2019-12-01 00:15,2019-12-01 16:25,MDW,01,유화1부두,2019-12-01 00:15,2019-12-01 16:25,적하,2019-12-02,허가완료
50,3FWQ9,2019,003,001,7.443,SEIYO SPRING,USC0019,(주)협성상운,MQP,01,미포부두 01,2019-11-30 09:52,2019-12-01 06:30,MQP,01,미포부두 01,2019-11-30 09:52,2019-12-01 06:30,적하,2019-12-02,허가완료
51,9V5145,2019,004,001,22.987,펜페어,KMC8438,동진상운(주),MBD,02,S-OIL 4부두 02,2019-11-20 16:30,2019-11-24 06:25,MBD,02,S-OIL 4부두 02,2019-11-20 16:30,2019-11-24 06:25,적하,2019-12-02,허가완료
52,9V5145,2019,004,002,22.987,펜페어,KMC8438,동진상운(주),MB2,01,2부두 01,2019-11-23 07:55,2019-11-24 01:10,MB2,01,2부두 01,2019-11-23 07:55,2019-11-24 01:10,적하,2019-12-02,허가완료
53,9V5145,2019,004,003,22.987,펜페어,KMC8438,동진상운(주),MDY,02,UTT부두,2019-11-24 02:00,2019-11-24 11:00,MDY,02,UTT부두,2019-11-24 02:00,2019-11-24 11:00,적하,2019-12-02,허가완료
54,9V5145,2019,004,004,22.987,펜페어,KMC8438,동진상운(주),MDW,02,OTK부두,2019-11-24 12:05,2019-11-25 06:20,MDW,02,OTK부두,2019-11-24 12:05,2019-11-25 06:20,적하,2019-12-02,허가완료
55,9V5145,2019,004,005,22.987,펜페어,KMC8438,동진상운(주),MDG,01,정일1부두,2019-11-25 07:00,2019-11-25 22:30,MDG,01,정일1부두,2019-11-25 07:00,2019-11-25 22:30,적하,2019-12-02,허가완료
56,9V5145,2019,004,006,22.987,펜페어,KMC8438,동진상운(주),WAE,02,정박지-E2,2019-11-27 00:12,2019-11-28 08:01,WAE,02,정박지-E2,2019-11-27 00:12,2019-11-28 08:01,접안대기,2019-12-02,허가완료
57,9V5145,2019,004,007,22.987,펜페어,KMC8438,동진상운(주),MBF,02,신항남방파제T/S부두 02,2019-11-29 07:06,2019-11-29 17:00,MBF,02,신항남방파제T/S부두 02,2019-11-29 07:06,2019-11-29 17:00,해상하역,2019-12-02,허가완료
58,H3UY,2019,001,001,27.955,,ICC2121,주식회사 굳파트너쉬핑,WAE,02,정박지-E2,2019-11-30 19:50,2019-11-30 23:40,WAE,02,정박지-E2,2019-11-30 19:50,2019-11-30 23:40,기타,2019-12-02,허가완료
59,3FRE9,2019,012,001,3.498,SULPHUR GARLAND,KMC0426,삼진선박(주),WAE,01,정박지-E1,2019-11-29 12:00,2019-11-30 15:55,WAE,01,정박지-E1,2019-11-29 12:00,2019-11-30 15:55,접안대기,2019-12-02,허가완료
60,DSQG5,2019,019,001,7.406,페가서스 프라임,KMC8410,범주해운(주),MBC,02,신항컨테이너부두02,2019-12-01 09:05,2019-12-01 12:00,MBC,02,신항컨테이너부두02,2019-12-01 09:05,2019-12-01 12:00,,2019-12-02,허가완료
61,130010,2019,048,003,200,32대영호,BSZ7045,(주)대민,MBN,17,대한통운신항부두,2019-11-29 11:30,2019-11-29 14:00,MBN,17,대한통운신항부두,2019-11-29 11:30,2019-11-29 14:00,양하,2019-12-02,허가완료
62,170002,2019,073,002,237,동경호,PHZ0140,당군해운,MLJ,01,장생포호안,2019-11-30 19:20,2019-12-01 07:45,MLJ,01,장생포호안,2019-11-30 19:20,2019-12-01 07:45,기타,2019-12-02,허가완료
63,H9ID,2019,029,001,4.476,TAIHAI 2,USC2045,에스엠코리아주식회사,WAE,01,정박지-E1,2019-11-27 00:10,2019-11-28 02:45,WAE,01,정박지-E1,2019-11-27 00:10,2019-11-28 02:45,접안대기,2019-12-02,허가완료
64,DSRH4,2019,019,001,5.680,블랙 제이드,USC2045,에스엠코리아주식회사,WAE,01,정박지-E1,2019-11-24 19:00,2019-11-25 06:40,WAE,01,정박지-E1,2019-11-24 19:00,2019-11-25 06:40,접안대기,2019-12-02,허가완료
65,DSRH4,2019,019,002,5.680,블랙 제이드,USC2045,에스엠코리아주식회사,MBP,02,염포부두 02,2019-11-25 07:40,2019-11-25 17:00,MBP,02,염포부두 02,2019-11-25 07:40,2019-11-25 17:00,수리,2019-12-02,허가완료
