시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,120025,2021,026,001,388,동방1호,BSK1014,모든기업,MLJ,01,장생포호안,2021-03-28 12:35,2021-03-28 15:40,MLJ,01,장생포호안,2021-03-28 12:35,2021-03-28 15:40,기타,2021-04-01,허가완료
2,120025,2021,026,002,388,동방1호,BSK1014,모든기업,MBU,01,SK2부두 01,2021-03-28 15:50,2021-03-28 20:20,MBU,01,SK2부두 01,2021-03-28 15:50,2021-03-28 20:20,기타,2021-04-01,허가완료
3,120025,2021,026,003,388,동방1호,BSK1014,모든기업,MLJ,01,장생포호안,2021-03-28 20:35,2021-03-30 20:50,MLJ,01,장생포호안,2021-03-28 20:35,2021-03-30 20:50,기타,2021-04-01,허가완료
4,120025,2021,026,004,388,동방1호,BSK1014,모든기업,WAE,03,정박지-E3,2021-03-30 22:25,2021-03-31 05:55,WAE,03,정박지-E3,2021-03-30 22:25,2021-03-31 05:55,기타,2021-04-01,허가완료
5,120025,2021,026,005,388,동방1호,BSK1014,모든기업,MBU,01,SK2부두 01,2021-03-31 07:05,2021-03-31 09:55,MBU,01,SK2부두 01,2021-03-31 07:05,2021-03-31 09:55,적하,2021-04-01,허가완료
6,120025,2021,027,001,388,동방1호,BSK1014,모든기업,WAM,04,정박지 04,2021-03-31 22:35,2021-04-01 01:00,WAM,04,정박지 04,2021-03-31 22:35,2021-04-01 01:00,기타,2021-04-01,허가완료
7,110092,2021,007,002,266,11세양호,BSZ7236,(주)월명,WAE,03,정박지-E3,2021-03-31 13:25,2021-03-31 18:05,WAE,03,정박지-E3,2021-03-31 13:25,2021-03-31 18:05,양하,2021-04-01,허가완료
8,C6ZE4,2021,001,001,65.911,SKS DONGGANG,USC1006,윌헴슨협운쉽스서비스(주),WAB,04,벙커링전용정박지 E3,2021-03-26 13:15,2021-03-26 19:52,WAB,04,벙커링전용정박지 E3,2021-03-26 13:15,2021-03-26 19:52,급유,2021-04-01,허가완료
9,C6ZE4,2021,001,002,65.911,SKS DONGGANG,USC2067,삼진에이전시,MDS,02,S-OIL2부두,2021-03-29 09:10,2021-04-01 01:50,MDS,02,S-OIL2부두,2021-03-29 09:10,2021-04-01 01:50,적하,2021-04-01,허가완료
10,DSMD,2021,007,001,8.072,우림 5,ICK0006,우림해운(주),WAE,01,정박지-E1,2021-03-29 02:40,2021-03-30 18:10,WAE,01,정박지-E1,2021-03-29 02:40,2021-03-30 18:10,접안대기,2021-04-01,허가완료
11,DSMD,2021,007,002,8.072,우림 5,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2021-03-30 19:15,2021-03-31 10:15,MDS,01,S-OIL1부두,2021-03-30 19:15,2021-03-31 10:15,적하,2021-04-01,허가완료
12,V7A4460,2021,001,001,81.206,ECO WEST COAST,USC0002,신양상선(주),MQP,03,현중해양의장안벽,2021-03-30 10:00,2021-03-30 10:10,MQP,03,현중해양의장안벽,2021-03-30 10:00,2021-03-30 10:10,기타,2021-04-01,허가완료
13,DSQN8,2021,005,002,499,스카이 에이스 3,BSK2625,거영해운(주),WAM,01,정박지 01,2021-03-29 00:05,2021-03-29 09:05,WAM,01,정박지 01,2021-03-29 00:05,2021-03-29 09:05,접안대기,2021-04-01,허가완료
14,DSQN8,2021,005,003,499,스카이 에이스 3,BSK2625,거영해운(주),MBG,06,일반부두 06,2021-03-29 09:30,2021-03-31 16:30,MBG,06,일반부두 06,2021-03-29 09:30,2021-03-31 16:30,적하,2021-04-01,허가완료
15,DSQG9,2021,008,001,4.060,뉴스카이호,OST0091,성호해운(주),WAE,01,정박지-E1,2021-03-29 03:35,2021-03-30 12:20,WAE,01,정박지-E1,2021-03-29 03:35,2021-03-30 12:20,접안대기,2021-04-01,허가완료
16,DSQG9,2021,008,002,4.060,뉴스카이호,OST0091,성호해운(주),MBN,12,현대오일터미널신항부두,2021-03-30 13:55,2021-03-31 01:05,MBN,12,현대오일터미널신항부두,2021-03-30 13:55,2021-03-31 01:05,양하,2021-04-01,허가완료
17,DSQG9,2021,008,003,4.060,뉴스카이호,OST0091,성호해운(주),WAE,01,정박지-E1,2021-03-31 02:25,2021-03-31 07:10,WAE,01,정박지-E1,2021-03-31 02:25,2021-03-31 07:10,접안대기,2021-04-01,허가완료
18,DSQG9,2021,008,004,4.060,뉴스카이호,OST0091,성호해운(주),MBU,11,SK1부두 11,2021-03-31 08:05,2021-04-01 00:15,MBU,11,SK1부두 11,2021-03-31 08:05,2021-04-01 00:15,양하,2021-04-01,허가완료
19,V7RA6,2021,001,004,29.492,NAVIG8 TANZANITE,USC2033,한국오드펠유한회사,MB4,02,4부두 02,2021-03-30 18:20,2021-04-01 02:00,MB4,02,4부두 02,2021-03-30 18:20,2021-04-01 02:00,양하,2021-04-01,허가완료
20,V7A4460,2021,001,002,81.206,ECO WEST COAST,ICC2121,주식회사 굳파트너쉬핑,WAE,03,정박지-E3,2021-03-30 12:00,2021-03-31 20:00,WAE,03,정박지-E3,2021-03-30 12:00,2021-03-31 20:00,급유,2021-04-01,허가완료
21,D7LQ,2021,004,001,2.099,제3에스제이가스호,BSK2590,(주)에스제이탱커,WAE,01,정박지-E1,2021-03-27 16:15,2021-03-31 06:00,WAE,01,정박지-E1,2021-03-27 16:15,2021-03-31 06:00,접안대기,2021-04-01,허가완료
22,D7LQ,2021,004,002,2.099,제3에스제이가스호,BSK2590,(주)에스제이탱커,MB3,02,3부두 02,2021-03-31 06:50,2021-03-31 19:10,MB3,02,3부두 02,2021-03-31 06:50,2021-03-31 19:10,양하,2021-04-01,허가완료
23,D8DB,2021,008,001,2.163,케이티에스 골드,BSE0354,(주)쉽맨코,WAE,01,정박지-E1,2021-03-30 21:30,2021-03-31 13:45,WAE,01,정박지-E1,2021-03-30 21:30,2021-03-31 13:45,접안대기,2021-04-01,허가완료
24,D7SC,2021,023,002,1.772,스카이케미,BSZ7486,정우해운주식회사,WAM,01,정박지 01,2021-03-29 10:30,2021-03-31 04:30,WAM,01,정박지 01,2021-03-29 10:30,2021-03-31 04:30,기타,2021-04-01,허가완료
25,D7SC,2021,023,003,1.772,스카이케미,BSZ7486,정우해운주식회사,MBN,14,정일스톨트헤븐울산신항4부두,2021-03-31 05:55,2021-03-31 13:20,MBN,14,정일스톨트헤븐울산신항4부두,2021-03-31 05:55,2021-03-31 13:20,양하,2021-04-01,허가완료
26,D7SC,2021,023,004,1.772,스카이케미,BSZ7486,정우해운주식회사,MBU,12,SK1부두 12,2021-03-31 14:40,2021-04-01 06:20,MBU,12,SK1부두 12,2021-03-31 14:40,2021-04-01 06:20,적하,2021-04-01,허가완료
27,011101,2021,003,002,125,제101영진호,BSU2626,(주)인창마린,WAE,02,정박지-E2,2021-03-31 15:55,2021-03-31 19:32,WAE,02,정박지-E2,2021-03-31 15:55,2021-03-31 19:32,양하,2021-04-01,허가완료
28,130096,2021,006,001,5.199,디엘 제이드,BSK2634,동림탱커(주),MDU,05,SK5부두,2021-04-02 23:45,2021-04-03 20:40,MDU,05,SK5부두,2021-04-02 23:45,2021-04-03 20:40,양하,2021-04-01,허가완료
29,120025,2021,027,002,388,동방1호,BSK1014,모든기업,MBR,01,UTK부두,2021-04-01 01:40,2021-04-01 07:00,MBR,01,UTK부두,2021-04-01 01:40,2021-04-01 07:00,적하,2021-04-01,허가완료
