시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,3FQS3,2020,017,001,9.867,SUNNY DAISY,KMS8832,고려해운(주),MBC,02,신항컨테이너부두02,2020-12-29 07:00,2020-12-29 16:00,MBC,02,신항컨테이너부두02,2020-12-29 07:00,2020-12-29 16:00,양적하,2021-01-01,허가완료
2,180010,2021,001,001,1.999,두라스카이,BSK2531,두라해운(주),WAM,02,정박지 02,2021-01-03 10:00,2021-01-05 22:00,WAM,02,정박지 02,2021-01-03 10:00,2021-01-05 22:00,접안대기,2021-01-01,허가완료
3,180010,2021,001,002,1.999,두라스카이,BSK2531,두라해운(주),MDS,01,S-OIL1부두,2021-01-05 22:50,2021-01-06 11:20,MDS,01,S-OIL1부두,2021-01-05 22:50,2021-01-06 11:20,적하,2021-01-01,허가완료
4,194803,2020,118,010,499,송백,MPU1065,송원해운(주),MLJ,01,장생포호안,2020-12-31 02:20,2020-12-31 05:10,MLJ,01,장생포호안,2020-12-31 02:20,2020-12-31 05:10,기타,2021-01-01,허가완료
5,120064,2021,001,001,999,삼원썬,USZ2578,주식회사 삼원쉬핑,MBN,12,현대오일터미널신항부두,2021-01-02 18:00,2021-01-03 00:30,MBN,12,현대오일터미널신항부두,2021-01-02 18:00,2021-01-03 00:30,적하,2021-01-01,허가완료
6,150040,2021,001,001,999,한유비전,YSK0017,태하해운(주),WAM,02,정박지 02,2020-01-02 03:35,2020-01-02 07:20,WAM,02,정박지 02,2020-01-02 03:35,2020-01-02 07:20,기타,2021-01-01,허가완료
7,150040,2021,001,002,999,한유비전,YSK0017,태하해운(주),MDU,05,SK5부두,2020-01-02 07:35,2020-01-02 13:20,MDU,05,SK5부두,2020-01-02 07:35,2020-01-02 13:20,적하,2021-01-01,허가완료
8,180029,2021,001,001,549,스카이스타,BSK2940,광훈선박(주),MLJ,01,장생포호안,2021-01-01 12:50,2021-01-02 00:15,MLJ,01,장생포호안,2021-01-01 12:50,2021-01-02 00:15,기타,2021-01-01,허가완료
9,180029,2021,001,002,549,스카이스타,BSK2940,광훈선박(주),MBU,02,SK2부두 02,2021-01-02 00:25,2021-01-02 05:10,MBU,02,SK2부두 02,2021-01-02 00:25,2021-01-02 05:10,적하,2021-01-01,허가완료
10,040438,2021,001,001,507,정은,BSK2940,광훈선박(주),MLJ,01,장생포호안,2021-01-01 14:15,2021-01-02 05:45,MLJ,01,장생포호안,2021-01-01 14:15,2021-01-02 05:45,기타,2021-01-01,허가완료
11,040438,2021,001,002,507,정은,BSK2940,광훈선박(주),MBU,02,SK2부두 02,2021-01-02 06:00,2021-01-02 10:40,MBU,02,SK2부두 02,2021-01-02 06:00,2021-01-02 10:40,적하,2021-01-01,허가완료
12,192827,2021,001,001,1.998,우성,USK0074,영우해운(주),WAM,01,정박지 01,2021-01-01 00:00,2021-01-01 09:00,WAM,01,정박지 01,2021-01-01 00:00,2021-01-01 09:00,접안대기,2021-01-01,허가완료
13,192827,2021,001,002,1.998,우성,USK0074,영우해운(주),MBU,01,SK2부두 01,2021-01-01 09:10,2021-01-01 19:00,MBU,01,SK2부두 01,2021-01-01 09:10,2021-01-01 19:00,적하,2021-01-01,허가완료
14,200009,2021,001,001,1.200,송양1호,USK0074,영우해운(주),WAM,04,정박지 04,2021-01-01 19:30,2021-01-03 10:30,WAM,04,정박지 04,2021-01-01 19:30,2021-01-03 10:30,접안대기,2021-01-01,허가완료
15,088238,2021,001,002,700,3동주,USK0074,영우해운(주),MBU,01,SK2부두 01,2021-01-01 08:10,2021-01-01 17:00,MBU,01,SK2부두 01,2021-01-01 08:10,2021-01-01 17:00,적하,2021-01-01,허가완료
16,180017,2021,001,001,919,동명에이스,BSB2479,동명해운,MBO,02,온산2부두,2021-01-02 11:00,2021-01-02 14:10,MBO,02,온산2부두,2021-01-02 11:00,2021-01-02 14:10,적하,2021-01-01,허가완료
17,090831,2021,001,001,749,신영,BSZ7369,경영마린(주),WAM,02,정박지 02,2021-01-03 02:25,2021-01-03 02:35,WAM,02,정박지 02,2021-01-03 02:25,2021-01-03 02:35,기타,2021-01-01,허가완료
18,090831,2021,001,002,749,신영,BSZ7369,경영마린(주),MLJ,01,장생포호안,2021-01-03 03:00,2021-01-04 01:45,MLJ,01,장생포호안,2021-01-03 03:00,2021-01-04 01:45,기타,2021-01-01,허가완료
19,130008,2020,116,005,532,건양호,BSK2613,천배유조(주),MBU,02,SK2부두 02,2020-12-31 19:35,2021-01-01 00:15,MBU,02,SK2부두 02,2020-12-31 19:35,2021-01-01 00:15,적하,2021-01-01,허가완료
20,130008,2020,116,006,532,건양호,BSK2613,천배유조(주),MLJ,01,장생포호안,2021-01-01 00:25,2021-01-02 05:10,MLJ,01,장생포호안,2021-01-01 00:25,2021-01-02 05:10,접안대기,2021-01-01,허가완료
21,130008,2020,116,007,532,건양호,BSK2613,천배유조(주),WAE,02,정박지-E2,2021-01-02 06:15,2021-01-02 10:20,WAE,02,정박지-E2,2021-01-02 06:15,2021-01-02 10:20,양하,2021-01-01,허가완료
22,130008,2020,116,008,532,건양호,BSK2613,천배유조(주),MLJ,01,장생포호안,2021-01-02 10:55,2021-01-02 20:25,MLJ,01,장생포호안,2021-01-02 10:55,2021-01-02 20:25,접안대기,2021-01-01,허가완료
23,090211,2021,001,001,743,태진,BSZ3259,(주)천해기업,MLJ,01,장생포호안,2021-01-02 10:35,2021-01-03 04:45,MLJ,01,장생포호안,2021-01-02 10:35,2021-01-03 04:45,기타,2021-01-01,허가완료
24,090211,2021,001,002,743,태진,BSZ3259,(주)천해기업,MBU,01,SK2부두 01,2021-01-03 05:00,2021-01-03 09:35,MBU,01,SK2부두 01,2021-01-03 05:00,2021-01-03 09:35,적하,2021-01-01,허가완료
25,200013,2021,001,001,1.998,유성,USK0074,영우해운(주),WAM,01,정박지 01,2021-01-02 04:45,2021-01-02 09:10,WAM,01,정박지 01,2021-01-02 04:45,2021-01-02 09:10,접안대기,2021-01-01,허가완료
26,166802,2021,001,001,1.502,한동20호,USK0074,영우해운(주),WAM,01,정박지 01,2021-01-02 06:20,2021-01-02 13:00,WAM,01,정박지 01,2021-01-02 06:20,2021-01-02 13:00,접안대기,2021-01-01,허가완료
27,190026,2021,001,001,993,부광1호,BSB2360,부광마린,MLJ,01,장생포호안,2021-01-02 00:45,2021-01-02 08:10,MLJ,01,장생포호안,2021-01-02 00:45,2021-01-02 08:10,기타,2021-01-01,허가완료
28,130079,2021,002,001,424,대정,BSB2154,대정마린(주),MLJ,01,장생포호안,2021-01-03 20:35,2021-01-04 00:55,MLJ,01,장생포호안,2021-01-03 20:35,2021-01-04 00:55,기타,2021-01-01,허가완료
29,130093,2020,101,001,699,삼원,BSU2789,주식회사 삼원에너지,MLJ,01,장생포호안,2020-12-31 13:05,2020-12-31 14:45,MLJ,01,장생포호안,2020-12-31 13:05,2020-12-31 14:45,기타,2021-01-02,허가완료
30,130093,2020,101,002,699,삼원,BSU2789,주식회사 삼원에너지,MBU,11,SK1부두 11,2020-12-31 15:00,2020-12-31 20:45,MBU,11,SK1부두 11,2020-12-31 15:00,2020-12-31 20:45,적하,2021-01-02,허가완료
31,D7RS,2021,001,001,1.974,세양프라임,BSK2674,세양쉬핑(주),WAM,02,정박지 02,2021-01-02 18:00,2021-01-04 09:30,WAM,02,정박지 02,2021-01-02 18:00,2021-01-04 09:30,접안대기,2021-01-02,허가완료
32,D7RS,2021,001,002,1.974,세양프라임,BSK2674,세양쉬핑(주),MDS,01,S-OIL1부두,2021-01-04 10:15,2021-01-05 02:05,MDS,01,S-OIL1부두,2021-01-04 10:15,2021-01-05 02:05,적하,2021-01-02,허가완료
33,D7SC,2020,077,002,1.772,스카이케미,BSZ7486,정우해운주식회사,MBU,12,SK1부두 12,2021-01-01 07:50,2021-01-01 20:50,MBU,12,SK1부두 12,2021-01-01 07:50,2021-01-01 20:50,적하,2021-01-02,허가완료
34,VRFZ8,2020,001,001,5.782,HAN ZHANG,USC0031,그레이트해운(주),MB6,04,6부두 04,2020-12-25 07:40,2020-12-31 06:40,MB6,04,6부두 04,2020-12-25 07:40,2020-12-31 06:40,적하,2021-01-02,허가완료
35,200013,2021,001,002,1.998,유성,USK0074,영우해운(주),MBU,01,SK2부두 01,2021-01-02 09:30,2021-01-02 21:30,MBU,01,SK2부두 01,2021-01-02 09:30,2021-01-02 21:30,적하,2021-01-02,허가완료
36,DSNR6,2020,035,002,2.403,선라이즈 삼부,BSK0104,삼부해운(주),MB6,04,6부두 04,2021-01-01 11:15,2021-01-01 22:45,MB6,04,6부두 04,2021-01-01 11:15,2021-01-01 22:45,적하,2021-01-02,허가완료
37,184803,2021,001,002,1.995,진양1호,USK0074,영우해운(주),MBU,01,SK2부두 01,2021-01-02 01:10,2021-01-02 13:00,MBU,01,SK2부두 01,2021-01-02 01:10,2021-01-02 13:00,적하,2021-01-02,허가완료
38,184803,2021,001,003,1.995,진양1호,USK0074,영우해운(주),WAM,01,정박지 01,2021-01-02 12:20,2021-01-02 21:00,WAM,01,정박지 01,2021-01-02 12:20,2021-01-02 21:00,출항대기,2021-01-02,허가완료
39,971559,2021,001,001,187,제3오션호,BSZ3532,인월해상 주식회사,MBN,13,정일스톨트헤븐울산신항3부두,2021-01-03 11:35,2021-01-03 14:25,MBN,13,정일스톨트헤븐울산신항3부두,2021-01-03 11:35,2021-01-03 14:25,적하,2021-01-02,허가완료
40,130088,2020,018,001,323,7보광호,BSK2985,태화마린,MLJ,01,장생포호안,2020-12-31 10:30,2020-12-31 13:20,MLJ,01,장생포호안,2020-12-31 10:30,2020-12-31 13:20,접안대기,2021-01-02,허가완료
41,3EMJ3,2020,008,002,7.280,SUN GAIA,USC2059,세화해운 주식회사,MB6,03,6부두 03,2021-01-01 11:15,2021-01-02 04:15,MB6,03,6부두 03,2021-01-01 11:15,2021-01-02 04:15,,2021-01-02,허가완료
42,120025,2020,087,001,388,동방1호,BSK1014,모든기업,MBR,01,UTK부두,2020-12-30 23:20,2020-12-31 04:20,MBR,01,UTK부두,2020-12-30 23:20,2020-12-31 04:20,적하,2021-01-02,허가완료
43,200023,2021,001,006,498,송순호,MPU1065,송원해운(주),WAM,05,정박지 05,2021-01-02 05:35,2021-01-02 08:00,WAM,05,정박지 05,2021-01-02 05:35,2021-01-02 08:00,기타,2021-01-02,허가완료
44,040438,2021,002,002,507,정은,BSK2940,광훈선박(주),MBU,01,SK2부두 01,2021-01-04 22:10,2021-01-05 03:35,MBU,01,SK2부두 01,2021-01-04 22:10,2021-01-05 03:35,적하,2021-01-02,허가완료
45,166802,2021,001,002,1.502,한동20호,USK0074,영우해운(주),MBU,01,SK2부두 01,2021-01-02 12:50,2021-01-02 22:00,MBU,01,SK2부두 01,2021-01-02 12:50,2021-01-02 22:00,적하,2021-01-02,허가완료
46,200009,2021,001,002,1.200,송양1호,USK0074,영우해운(주),MBU,01,SK2부두 01,2021-01-03 11:00,2021-01-03 22:00,MBU,01,SK2부두 01,2021-01-03 11:00,2021-01-03 22:00,적하,2021-01-02,허가완료
47,088238,2021,002,001,700,3동주,USK0074,영우해운(주),MLJ,01,장생포호안,2021-01-03 03:50,2021-01-03 08:00,MLJ,01,장생포호안,2021-01-03 03:50,2021-01-03 08:00,접안대기,2021-01-02,허가완료
48,122801,2021,001,001,299,12삼부호,USK0039,(주)한유해운,MLJ,01,장생포호안,2021-01-02 21:40,2021-01-04 01:10,MLJ,01,장생포호안,2021-01-02 21:40,2021-01-04 01:10,기타,2021-01-02,허가완료
49,921361,2021,003,001,1.374,2005해영호,BSZ2917,(주)해영기업,MBJ,01,자동차부두 01,2021-01-05 13:35,2021-01-06 05:30,MBJ,01,자동차부두 01,2021-01-05 13:35,2021-01-06 05:30,기타,2021-01-03,허가완료
50,130001,2021,001,001,415,동진에이스호,BSZ9703,동진해급(주),MLJ,01,장생포호안,2021-01-04 07:05,2021-01-04 23:20,MLJ,01,장생포호안,2021-01-04 07:05,2021-01-04 23:20,기타,2021-01-03,허가완료
51,090211,2021,001,003,743,태진,BSZ3259,(주)천해기업,MLJ,01,장생포호안,2021-01-03 09:45,2021-01-03 13:50,MLJ,01,장생포호안,2021-01-03 09:45,2021-01-03 13:50,기타,2021-01-03,허가완료
52,D7NP,2020,028,002,499,아주리 하나,BSK2514,하나마린(주),WAM,05,정박지 05,2020-12-31 18:25,2020-12-31 19:10,WAM,05,정박지 05,2020-12-31 18:25,2020-12-31 19:10,기타,2021-01-03,허가완료
53,D7NP,2021,001,001,499,아주리 하나,BSK2514,하나마린(주),WAM,01,정박지 01,2021-01-01 08:05,2021-01-02 05:45,WAM,01,정박지 01,2021-01-01 08:05,2021-01-02 05:45,접안대기,2021-01-03,허가완료
54,D7NP,2021,001,002,499,아주리 하나,BSK2514,하나마린(주),MBN,15,정일스톨트헤븐울산신항5부두,2021-01-02 07:10,2021-01-02 15:30,MBN,15,정일스톨트헤븐울산신항5부두,2021-01-02 07:10,2021-01-02 15:30,적하,2021-01-03,허가완료
55,3EFI7,2020,021,001,1.930,GLORY HANA,BSK2514,하나마린(주),MB7,01,7부두 01,2020-12-31 10:10,2020-12-31 18:30,MB7,01,7부두 01,2020-12-31 10:10,2020-12-31 18:30,수리,2021-01-03,허가완료
56,3EFI7,2020,021,003,1.930,GLORY HANA,BSK2514,하나마린(주),MDG,01,정일1부두,2021-01-02 09:40,2021-01-02 21:00,MDG,01,정일1부두,2021-01-02 09:40,2021-01-02 21:00,적하,2021-01-03,허가완료
57,D7WH,2021,001,002,1.066,우리 하나,BSK2514,하나마린(주),MDY,02,UTT부두,2021-01-02 16:20,2021-01-02 22:15,MDY,02,UTT부두,2021-01-02 16:20,2021-01-02 22:15,양하,2021-01-03,허가완료
58,D7WH,2021,001,001,1.066,우리 하나,BSK2514,하나마린(주),MDW,02,OTK부두,2021-01-02 07:35,2021-01-02 15:25,MDW,02,OTK부두,2021-01-02 07:35,2021-01-02 15:25,양하,2021-01-03,허가완료
59,D7WH,2021,001,003,1.066,우리 하나,BSK2514,하나마린(주),WAM,01,정박지 01,2021-01-02 22:30,2021-01-03 00:05,WAM,01,정박지 01,2021-01-02 22:30,2021-01-03 00:05,출항대기,2021-01-03,허가완료
60,3EFI7,2020,021,002,1.930,GLORY HANA,BSK2514,하나마린(주),WAM,03,정박지 03,2020-12-31 18:50,2021-01-02 08:50,WAM,03,정박지 03,2020-12-31 18:50,2021-01-02 08:50,접안대기,2021-01-03,허가완료
61,088238,2021,002,003,700,3동주,USK0074,영우해운(주),MLJ,01,장생포호안,2021-01-03 15:00,2021-01-05 05:00,MLJ,01,장생포호안,2021-01-03 15:00,2021-01-05 05:00,출항대기,2021-01-03,허가완료
62,075742,2021,001,001,149,유원호,BSZ9988,주식회사 에스지쉽핑,MLJ,01,장생포호안,2021-01-03 10:10,2021-01-03 11:50,MLJ,01,장생포호안,2021-01-03 10:10,2021-01-03 11:50,기타,2021-01-03,허가완료
63,075742,2021,001,002,149,유원호,BSZ9988,주식회사 에스지쉽핑,MBU,01,SK2부두 01,2021-01-03 11:55,2021-01-03 16:15,MBU,01,SK2부두 01,2021-01-03 11:55,2021-01-03 16:15,적하,2021-01-03,허가완료
64,200023,2021,001,007,498,송순호,MPU1065,송원해운(주),MBH,06,화암부두 06,2021-01-02 08:10,2021-01-02 19:10,MBH,06,화암부두 06,2021-01-02 08:10,2021-01-02 19:10,양하,2021-01-03,허가완료
65,200023,2021,001,008,498,송순호,MPU1065,송원해운(주),MLJ,01,장생포호안,2021-01-02 19:45,2021-01-03 14:50,MLJ,01,장생포호안,2021-01-02 19:45,2021-01-03 14:50,기타,2021-01-03,허가완료
66,200023,2021,001,009,498,송순호,MPU1065,송원해운(주),MBU,01,SK2부두 01,2021-01-03 15:40,2021-01-03 21:00,MBU,01,SK2부두 01,2021-01-03 15:40,2021-01-03 21:00,적하,2021-01-03,허가완료
67,200023,2021,001,010,498,송순호,MPU1065,송원해운(주),WAE,02,정박지-E2,2021-01-03 23:50,2021-01-04 03:10,WAE,02,정박지-E2,2021-01-03 23:50,2021-01-04 03:10,양하,2021-01-03,허가완료
68,150040,2021,002,001,999,한유비전,YSK0017,태하해운(주),WAM,03,정박지 03,2020-01-04 02:55,2021-01-05 01:20,WAM,03,정박지 03,2020-01-04 02:55,2021-01-05 01:20,기타,2021-01-03,허가완료
69,3EYK5,2021,001,002,46.295,FINCH ARROW,USC0005,세양해운(주),MBN,11,세방신항부두,2021-01-03 07:25,2021-01-03 16:30,MBN,11,세방신항부두,2021-01-03 07:25,2021-01-03 16:30,양하,2021-01-03,허가완료
70,200013,2021,002,001,1.998,유성,USK0074,영우해운(주),WAM,01,정박지 01,2021-01-03 20:40,2021-01-04 12:30,WAM,01,정박지 01,2021-01-03 20:40,2021-01-04 12:30,접안대기,2021-01-03,허가완료
71,184803,2021,002,001,1.995,진양1호,USK0074,영우해운(주),MBU,01,SK2부두 01,2021-01-04 05:10,2021-01-04 12:00,MBU,01,SK2부두 01,2021-01-04 05:10,2021-01-04 12:00,적하,2021-01-03,허가완료
72,190026,2021,002,001,993,부광1호,BSB2360,부광마린,WAM,01,정박지 01,2021-01-04 11:55,2021-01-04 13:05,WAM,01,정박지 01,2021-01-04 11:55,2021-01-04 13:05,기타,2021-01-03,허가완료
73,130064,2021,001,001,431,에이원,BSZ9145,유니온쉬핑(주),WAM,04,정박지 04,2021-01-04 08:15,2021-01-05 10:50,WAM,04,정박지 04,2021-01-04 08:15,2021-01-05 10:50,기타,2021-01-03,허가완료
74,DSDM7,2021,001,001,1.384,아라하나,BSK2514,하나마린(주),MBF,01,신항남방파제T/S부두 01,2021-01-01 23:45,2021-01-02 08:30,MBF,01,신항남방파제T/S부두 01,2021-01-01 23:45,2021-01-02 08:30,양하,2021-01-04,허가완료
75,DSFV3,2021,001,001,5.963,수성2,BSK3228,삼표해운 주식회사,MB2,03,2부두 03,2021-01-02 23:20,2021-01-03 15:15,MB2,03,2부두 03,2021-01-02 23:20,2021-01-03 15:15,양하,2021-01-04,허가완료
76,C6QT6,2021,001,001,9.141,RELIANCE,KMS8832,고려해운(주),MBC,02,신항컨테이너부두02,2021-01-01 17:00,2021-01-02 04:00,MBC,01,신항컨테이너부두01,2021-01-01 17:00,2021-01-02 04:00,양적하,2021-01-04,허가완료
77,090211,2021,001,004,743,태진,BSZ3259,(주)천해기업,WAE,02,정박지-E2,2021-01-03 14:50,2021-01-03 23:35,WAE,02,정박지-E2,2021-01-03 14:50,2021-01-03 23:35,양하,2021-01-04,허가완료
78,090211,2021,001,005,743,태진,BSZ3259,(주)천해기업,MLJ,01,장생포호안,2021-01-04 00:30,2021-01-04 05:45,MLJ,01,장생포호안,2021-01-04 00:30,2021-01-04 05:45,기타,2021-01-04,허가완료
79,9V6800,2020,002,001,19.391,MTM DUBLIN,KMC0426,삼진선박(주),MDG,02,정일2부두,2020-12-31 15:00,2021-01-02 23:10,MDG,02,정일2부두,2020-12-31 15:00,2021-01-02 23:10,적하,2021-01-04,허가완료
80,190027,2021,001,001,337,지르콘,BSZ7414,(주)자운마린,MLJ,01,장생포호안,2021-01-03 23:35,2021-01-05 01:00,MLJ,01,장생포호안,2021-01-03 23:35,2021-01-05 01:00,기타,2021-01-04,허가완료
81,3FJE5,2020,058,001,4.164,CRANE OCEANO,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2020-12-23 23:25,2020-12-25 23:10,WAE,01,정박지-E1,2020-12-23 23:25,2020-12-25 23:10,기타,2021-01-04,허가완료
82,3FJE5,2020,058,002,4.164,CRANE OCEANO,USC2069,주식회사 네오글로벌쉬핑에이전시,MDU,04,SK4부두,2020-12-25 23:35,2020-12-26 12:15,MDU,04,SK4부두,2020-12-25 23:35,2020-12-26 12:15,양하,2021-01-04,허가완료
83,3FJE5,2020,058,003,4.164,CRANE OCEANO,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2020-12-26 13:40,2021-01-03 13:00,WAE,01,정박지-E1,2020-12-26 13:40,2021-01-03 13:00,급유,2021-01-04,허가완료
84,190027,2021,001,002,337,지르콘,BSZ7414,(주)자운마린,MBU,01,SK2부두 01,2021-01-05 01:10,2021-01-05 06:10,MBU,01,SK2부두 01,2021-01-05 01:10,2021-01-05 06:10,적하,2021-01-04,허가완료
85,HONQ,2020,037,001,4.376,CRANE REGULUS,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2020-12-26 11:20,2020-12-27 09:20,WAE,01,정박지-E1,2020-12-26 11:20,2020-12-27 09:20,접안대기,2021-01-04,허가완료
86,HONQ,2020,037,002,4.376,CRANE REGULUS,USC2069,주식회사 네오글로벌쉬핑에이전시,MDU,04,SK4부두,2020-12-27 10:10,2020-12-28 08:50,MDU,04,SK4부두,2020-12-27 10:10,2020-12-28 08:50,양하,2021-01-04,허가완료
87,HONQ,2020,037,003,4.376,CRANE REGULUS,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2020-12-28 16:55,2021-01-03 13:28,WAE,01,정박지-E1,2020-12-28 16:55,2021-01-03 13:28,급유,2021-01-04,허가완료
88,3EWD3,2020,044,001,3.765,CRANE LUNA,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2020-12-28 19:30,2020-12-29 12:00,WAE,01,정박지-E1,2020-12-28 19:30,2020-12-29 12:00,접안대기,2021-01-04,허가완료
89,3EWD3,2020,044,002,3.765,CRANE LUNA,USC2069,주식회사 네오글로벌쉬핑에이전시,MDU,04,SK4부두,2020-12-29 12:30,2020-12-30 00:10,MDU,04,SK4부두,2020-12-29 12:30,2020-12-30 00:10,양하,2021-01-04,허가완료
90,3EWD3,2020,044,003,3.765,CRANE LUNA,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2020-12-31 12:30,2021-01-03 13:25,WAE,01,정박지-E1,2020-12-31 12:30,2021-01-03 13:25,기타,2021-01-04,허가완료
91,D7LG,2020,032,001,610,거영썬3,BSK2625,거영해운(주),MDW,02,OTK부두,2020-12-30 07:45,2020-12-30 12:25,MDW,02,OTK부두,2020-12-30 07:45,2020-12-30 12:25,양하,2021-01-04,허가완료
