선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : 울산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20210101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20210131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원 1,승무원 2,승객,예선,도선,부선호출부호1,부선호출부호2
울산,3FDX3,GAS GABRIELA,2021,001,최종,내항,출항,"48,858","48,858",0,1950-01-01 00:00,2021-01-06 09:45,2021-01-06 09:00,2021-01-07 10:57,신조선,,KR,대한민국,MQP,03,현중해양의장안벽,,,LPG 운반선,10,10,45,Y,Y,,
울산,9HA5237,ARISTIDIS I,2021,001,최종,외항,출항,"116,581","116,581","116,581",1950-01-01 00:00,2021-01-05 15:40,2021-01-05 15:00,2021-01-08 13:36,신조선,21JSSH0005E,MT,몰타,MQP,03,현중해양의장안벽,,,LNG 운반선,,26,,Y,Y,,
울산,9V6589,VENTURE III,2021,001,최종,외항,출항,"29,671","29,671","29,671",1950-01-01 00:00,2021-01-12 23:20,2021-01-12 23:20,2021-01-13 15:33,신조선,21BSULB016E,SG,싱가포르,WAB,02,벙커링전용정박지 E2,,,케미칼 운반선,,21,,Y,Y,,
