선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20171101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20171130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
부산,A8TR3,ZIM MOSKVA,2017,004,최종,외항,입항,"40,741","40,741","40,741",2017-11-01 00:00,2017-11-01 13:12,2017-11-01 00:00,2017-11-02 09:04,기타,17ZIMU0189I,LR,라이베리아,MSN,04,신항 2부두 1선석,VANCOUVER,SHANGHAI,풀컨테이너선,,18,,Y,Y,,
여천,V7WO9,BALLARD,2017,001,최종,외항,입항,"44,387","44,387","44,387",2017-11-01 00:01,2017-11-08 01:05,2017-11-01 01:00,2017-11-06 13:04,기타,17TWINS024I,MH,마샬 제도,WAD,01,정박지D-1구역,GLADSTONE,ZHOUSHAN PT,산물선(벌크선),,23,0,Y,Y,,
인천,3FFC9,IBN AL ABBAR,2017,002,최종,외항,입항,"16,705","16,705","16,705",2017-11-01 00:15,2017-11-01 07:30,2017-10-31 21:00,2017-11-01 00:16,기타,17YMLUI007I,PA,파나마,MBI,02,인천 컨테이너터미널 2부두,부산,KEELUNG (CHILUNG),풀컨테이너선,,25,,Y,Y,,
