선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20171201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20171231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
인천,D5OD7,에스엠 도쿄,2017,020,최종,외항,입항,"9,928","9,928","9,928",2017-12-01 00:05,2017-12-01 07:05,2017-12-01 00:00,2017-12-01 08:12,기타,17SMLMI043I,LR,라이베리아,MBE,01,E1컨테이너부두,광양,XIAMEN,풀컨테이너선,8,12,,Y,Y,,
인천,S6BV5,WAN HAI 205,2017,012,최종,외항,입항,"17,134","17,134","17,134",2017-12-01 00:25,2017-12-01 09:00,2017-12-01 00:01,2017-12-01 08:11,기타,17WHLUXN48I,SG,싱가포르,MSB,02,선광 신컨테이너 터미널 02,광양,TAIPEI,풀컨테이너선,,21,,Y,Y,,
광양,9V5918,ACACIA MAKOTO,2017,007,최종,외항,입항,"21,932","21,932","21,932",2017-12-01 00:30,2017-12-01 09:18,2017-12-01 00:30,2017-12-04 09:50,기타,17YMLUK083I,MH,마샬 제도,MB7,0B,컨테이너부두2단계2차 7B선석,KEELUNG (CHILUNG),부산,풀컨테이너선,,22,0,Y,Y,,
