선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20170801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20170831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
부산,D5ZJ5,MSC DAISY,2017,030,최종,외항,입항,"54,271","54,271","54,271",2017-08-01 00:05,2017-08-02 07:55,2017-08-01 00:05,2017-08-02 09:07,기타,17XPRS1030I,MT,몰타,MSN,04,신항 2부두 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,풀컨테이너선,,20,,Y,Y,,
부산,D8FY,SUNNY CEDAR,2017,030,최종,외항,입항,"3,980","3,980","3,980",2017-08-01 00:18,2017-08-01 09:30,2017-08-01 00:18,2017-08-01 10:35,기타,17KMTC3269I,KR,대한민국,MBS,04,신선대부두 4선석,SHIMIZU,울산,풀컨테이너선,4,11,1,N,N,,
광양,3EXQ6,DIAMOND STAR,2017,003,최종,외항,입항,"9,980","9,980","9,980",2017-08-01 00:20,2017-08-02 14:00,2017-08-01 00:20,2017-08-04 09:30,기타,17ASAGM369I,PA,파나마,WAA,04,정박지W구역(A4),SINGAPORE,당진,산물선(벌크선),,18,0,Y,Y,,
