선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20170901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20170930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
포항신항,9LU2392,ORANGE WIND,2017,011,최종,외항,입항,"4,032","4,032","4,032",2017-09-01 00:00,2017-09-04 16:00,2017-09-02 12:20,2017-09-04 09:14,기타,17L55KP580I,SL,시에라 리온,MB8,2A,8부두 82선석 A,"NAGOYA, AICHI",NAKHODKA,일반화물선,,17,,Y,Y,,
부산,A8YQ8,COPACABANA,2017,002,최종,외항,입항,"22,863","22,863","22,863",2017-09-01 00:00,2017-09-01 04:34,2017-09-01 00:00,2017-09-01 14:14,기타,17DWICHP01I,LR,라이베리아,WAM,09,M박지 M9 묘지,"BINTULU, SARAWAK",동해,산물선(벌크선),,21,,N,N,,
부산,3FHF2,MOL SEABREEZE,2017,010,최종,외항,입항,"27,104","27,104","27,104",2017-09-01 00:01,2017-09-01 16:00,2017-09-01 00:30,2017-09-01 10:49,기타,17MOLU0371I,PA,파나마,MSN,04,신항 2부두 1선석,LAEM CHABANG,HAKATA/FUKUOKA,풀컨테이너선,,21,,Y,Y,,
