선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20180601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20180630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
부산,9HA5001,CMA CGM LAMARTINE,2018,002,최종,외항,입항,"73,779","73,779","73,779",2018-06-01 00:00,2018-06-01 12:18,2018-06-01 00:00,2018-06-01 18:28,기타,18CMAL0177I,GB,영국,MS5,04,신항 5부두 4선석,"HOUSTON, TX",NINGBO,풀컨테이너선,,26,,Y,Y,,
부산,D5FL9,SYMI I,2018,002,최종,외항,입항,"94,930","94,930","94,930",2018-06-01 00:01,2018-06-02 00:05,2018-06-01 00:01,2018-06-01 18:35,기타,18HLCU1180I,LR,라이베리아,MSN,06,신항 2부두 3선석,QINGDAO,HONG KONG,풀컨테이너선,,25,2,Y,Y,,
군산,C6DC9,EVER SOVEREIGN,2018,001,최종,외항,입항,"43,376","43,376","43,376",2018-06-01 00:06,2018-06-06 04:50,2018-06-02 19:54,2018-06-04 09:28,기타,18VADA0518I,BS,바하마,MB6,01,6부두 1선석,OCEAN DISTRICT,평택.당진,산물선(벌크선),,20,,Y,Y,,
