선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20180801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20180831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
부산,CQAA,MINNA,2018,020,최종,외항,입항,"35,881","35,881","35,881",2018-08-01 00:00,2018-08-01 08:00,2018-08-01 00:00,2018-08-02 14:26,기타,18FSCOB018I,PT,포르투갈,MS4,01,신항 4부두 1선석,VLADIVOSTOK,ZHOUSHAN PT,풀컨테이너선,,18,,Y,Y,,
광양,OWYZ2,MARGRETHE MAERSK,2018,003,최종,외항,입항,"194,849","194,849","194,849",2018-08-01 00:00,2018-08-02 03:40,2018-08-01 00:00,2018-08-03 09:52,기타,18MAEUK222I,DK,덴마크,MB7,0E,컨테이너부두3단계1차 7E선석,NINGBO,TIANJIN XINGANG PT,풀컨테이너선,,25,,Y,Y,,
부산,9HA4773,APL CALIFORNIA,2018,004,최종,외항,입항,"71,787","71,787","71,787",2018-08-01 00:10,2018-08-01 20:00,2018-08-01 00:01,2018-08-01 11:29,기타,18CMAL0261I,MT,몰타,MS5,02,신항 5부두 2선석,SHEKOU PT,NINGBO,풀컨테이너선,,23,,Y,Y,,
