선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20171001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20171031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
포항신항,V3BR3,YORK 27,2017,004,최종,외항,입항,"8,638","8,638","8,638",2017-10-01 00:00,2017-10-03 17:45,2017-10-01 09:20,2017-10-10 09:22,기타,17AIPKX221I,KR,대한민국,MB2,04,2부두 24선석,JAPAN ODAIBA,DALIAN,일반화물선,4,13,,Y,Y,,
여수,3ESF6,스카이 비너스,2017,006,최종,외항,입항,"3,606","3,606","3,606",2017-10-01 00:05,2017-10-01 03:50,2017-10-01 01:05,2017-10-05 12:58,기타,17NOHAN237I,PA,파나마,WAA,04,정박지W구역(A4),"YAWATA, FUKUOKA",RIZHAO PT,일반화물선,,13,0,N,Y,,
부산,BUOZ,TIAN ZHU SHAN,2017,003,최종,외항,입항,"4,061","4,061","4,061",2017-10-01 00:25,2017-10-02 17:56,2017-10-01 01:30,2017-10-10 09:30,기타,17KRMSK306I,CN,중국,WAN,03,남외항 N-3박지,OCEAN DISTRICT,SHANGHAI,일반화물선,,17,,N,N,,
