선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20181001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20181031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
광양,BFBE,FU LONG,2018,011,최종,외항,입항,"3,435","3,435","3,435",2018-10-01 00:05,2018-10-01 06:55,2018-10-01 00:05,2018-10-01 11:35,기타,18PIAAFR05I,CN,중국,MB4,04,제품부두 44선석,BAYUQUAN,당진,산물선(벌크선),,17,,Y,Y,,
부산,UGNI,GREEN TUNDRA,2018,007,최종,외항,입항,"5,131","5,131","5,131",2018-10-01 00:25,2018-10-02 21:57,2018-10-01 00:00,2018-10-15 17:26,기타,18GSSBM479I,RU,러시아,WAN,05,남외항 N-5박지,OKHOTSK,DALIAN,냉동.냉장선,,24,,N,N,,
울산,DSRJ7,SAWASDEE SINGAPORE,2018,012,최종,외항,입항,"15,707","15,707","15,707",2018-10-01 00:55,2018-10-01 14:50,2018-10-01 01:55,2018-10-08 13:12,기타,18SNKO4683I,KR,대한민국,MBO,05,정일컨부두,HONG KONG,부산,풀컨테이너선,10,13,,N,N,,
