선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20180901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20180930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
여천,3FJE5,CRANE OCEANO,2018,003,최종,외항,입항,"4,164","4,164","4,164",2018-09-01 00:00,2018-09-02 02:36,2018-09-01 01:00,2018-09-03 09:15,기타,18SBSPAK01I,PA,파나마,WAA,04,정박지W구역(A4),NAGASAKI,NANTONG PT,케미칼 운반선,3,15,,Y,Y,,
울산,V3PZ,HAI YUE,2018,001,최종,외항,입항,"1,493","1,493","1,493",2018-09-01 00:00,2018-09-04 18:10,2018-08-31 23:30,2018-09-05 14:58,기타,18IJSCA273I,BZ,벨리즈,WAE,01,정박지-E1,SINGAPORE,"YAWATA, FUKUOKA",일반화물선,,10,,N,N,,
부산,VRCX7,SEASPAN MANILA,2018,004,최종,외항,입항,"39,941","39,941","39,941",2018-09-01 00:00,2018-09-04 16:00,2018-09-01 00:00,2018-09-03 09:57,기타,18COHEM007I,HK,홍콩,MS5,01,신항 5부두 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,풀컨테이너선,,22,,Y,Y,,
