선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20180201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20180228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
부산,V7PS7,HYUNDAI FAITH,2018,001,최종,외항,입항,"94,511","94,511","94,511",2018-02-01 00:00,2018-02-01 16:55,2018-02-01 00:00,2018-02-01 09:20,기타,18HDMUA162I,MH,마샬 제도,MS4,02,신항 4부두 2선석,ZHOUSHAN PT,HONG KONG,풀컨테이너선,10,11,1,Y,Y,,
부산,2FRK8,EVER LEADING,2018,001,최종,외항,입항,"98,882","98,882","98,882",2018-02-01 00:01,2018-02-02 03:00,2018-02-01 00:01,2018-02-01 16:04,기타,18EVER1342I,GB,영국,MS5,01,신항 5부두 1선석,COLON,SHANGHAI,풀컨테이너선,,20,2,Y,Y,,
포항신항,V3YM,XIN YUAN 68,2018,002,최종,외항,입항,"1,989","1,989","1,989",2018-02-01 00:05,2018-02-02 17:25,2018-02-01 08:50,2018-02-02 09:48,기타,18L55KP050I,BZ,벨리즈,MB2,06,2부두 26선석,LUSHUN NEW PT,울산,일반화물선,,14,,Y,Y,,
