선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : 외항입항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20181201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20181231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원(한국인),승무원(외국인),승객,예선,도선,부선호출부호1,부선호출부호2
부산,3FUT9,MSC LAURENCE,2018,006,최종,외항,입항,"140,096","140,096","140,096",2018-12-01 00:01,2018-12-02 04:00,2018-12-01 00:01,2018-12-03 11:17,기타,18MSCU2162I,PA,파나마,MS3,04,신항 3부두 4선석,SHANGHAI,VOSTOCHNYY PORT,풀컨테이너선,,23,,Y,Y,,
부산,5BZP3,HYUNDAI SINGAPORE,2018,014,최종,외항,입항,"74,651","74,651","74,651",2018-12-01 00:12,2018-12-01 13:00,2018-12-01 00:12,2018-12-03 13:08,기타,18HDMU708AI,CY,키프로스,MS4,02,신항 4부두 2선석,LONGBEACH,KAOHSIUNG,풀컨테이너선,,21,,Y,Y,,
부산,DSQD7,장호 윈호,2018,024,최종,외항,입항,796,"1,119",796,2018-12-01 00:15,2018-12-04 10:50,2018-12-01 00:05,2018-12-04 17:49,기타,18MPPRA091I,KR,대한민국,MBQ,01,용호부두,마산,IMARI,일반화물선,4,6,,N,N,,
