시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,130064,2020,024,001,431,에이원,BSZ9145,유니온쉬핑(주),MBN,12,현대오일터미널신항부두,2020-11-02 13:00,2020-11-02 16:25,MBN,12,현대오일터미널신항부두,2020-11-02 13:00,2020-11-02 16:25,적하,2020-11-01,허가완료
2,192827,2020,115,002,1.998,우성,USK0074,영우해운(주),WAM,01,정박지 01,2020-11-01 09:00,2020-11-01 21:00,WAM,01,정박지 01,2020-11-01 09:00,2020-11-01 21:00,출항대기,2020-11-01,허가완료
3,DSNA3,2020,037,002,1.941,제1한미르호,USK0074,영우해운(주),MDU,05,SK5부두,2020-11-01 17:30,2020-11-02 03:00,MDU,05,SK5부두,2020-11-01 17:30,2020-11-02 03:00,적하,2020-11-01,허가완료
4,200013,2020,067,002,1.998,유성,USK0074,영우해운(주),MBU,01,SK2부두 01,2020-11-01 11:30,2020-11-01 22:30,MBU,01,SK2부두 01,2020-11-01 11:30,2020-11-01 22:30,적하,2020-11-01,허가완료
5,176801,2020,107,001,759,아크,BSB2461,노아해운,MDS,02,S-OIL2부두,2020-11-02 02:50,2020-11-02 10:25,MDS,02,S-OIL2부두,2020-11-02 02:50,2020-11-02 10:25,적하,2020-11-01,허가완료
6,202813,2020,003,001,299,화정에이스,YSB1312,와이앤지쉽핑,MBF,01,신항남방파제T/S부두 01,2020-11-01 23:00,2020-11-02 18:00,MBF,01,신항남방파제T/S부두 01,2020-11-01 23:00,2020-11-02 18:00,기타,2020-11-01,허가완료
7,130060,2020,098,001,751,대경에이스,BSZ7090,에이치비씨해운 주식회사,WAM,02,정박지 02,2020-11-02 11:05,2020-11-02 15:17,WAM,06,정박지 06,2020-11-02 11:05,2020-11-02 15:17,기타,2020-11-01,허가완료
8,9V5806,2020,001,001,59.333,OCEANA RIVER,USC0035,(주)쌍용에이젼시,MUD,02,S-OIL 2부이,2020-11-01 08:00,2020-11-01 22:00,MUD,02,S-OIL 2부이,2020-11-01 08:00,2020-11-01 22:00,양하,2020-11-01,허가완료
9,180029,2020,075,001,549,스카이스타,BSK2940,광훈선박(주),MLJ,01,장생포호안,2020-11-02 13:05,2020-11-02 17:25,MLJ,01,장생포호안,2020-11-02 13:05,2020-11-02 17:25,기타,2020-11-01,허가완료
10,170036,2020,076,002,438,17유성호,BSK9407,세양상사,MLJ,01,장생포호안,2020-10-30 12:50,2020-10-31 08:45,MLJ,01,장생포호안,2020-10-30 12:50,2020-10-31 08:45,기타,2020-11-01,허가완료
11,170036,2020,076,003,438,17유성호,BSK9407,세양상사,MB5,01,5부두 01,2020-10-31 10:10,2020-10-31 15:25,MB5,01,5부두 01,2020-10-31 10:10,2020-10-31 15:25,양하,2020-11-01,허가완료
12,170036,2020,076,004,438,17유성호,BSK9407,세양상사,WAM,01,정박지 01,2020-10-31 15:45,2020-10-31 17:30,WAM,01,정박지 01,2020-10-31 15:45,2020-10-31 17:30,기타,2020-11-01,허가완료
13,170036,2020,076,005,438,17유성호,BSK9407,세양상사,MBU,02,SK2부두 02,2020-10-31 17:50,2020-10-31 22:00,MBU,02,SK2부두 02,2020-10-31 17:50,2020-10-31 22:00,적하,2020-11-01,허가완료
14,170039,2020,068,001,2.114,한유 드림,YSK0017,태하해운(주),MBU,01,SK2부두 01,2020-10-31 16:00,2020-11-01 03:40,MBU,01,SK2부두 01,2020-10-31 16:00,2020-11-01 03:40,적하,2020-11-01,허가완료
15,DSQV4,2020,004,001,4.205,SUN VIEW,KMC0354,썬에이스해운(주),MBP,01,염포부두 01,2020-10-30 06:00,2020-10-31 00:05,MBP,01,염포부두 01,2020-10-30 06:00,2020-10-31 00:05,양하,2020-11-01,허가완료
16,D8BL,2020,003,001,6.976,SAEHAN WALLABY,USZ1258,하이코해운 주식회사 울산지사,MDY,02,UTT부두,2020-10-30 15:50,2020-10-31 00:20,MDY,02,UTT부두,2020-10-30 15:50,2020-10-31 00:20,적하,2020-11-01,허가완료
17,D8BL,2020,003,002,6.976,SAEHAN WALLABY,USZ1258,하이코해운 주식회사 울산지사,MBR,01,UTK부두,2020-10-31 01:30,2020-10-31 07:45,MBR,01,UTK부두,2020-10-31 01:30,2020-10-31 07:45,적하,2020-11-01,허가완료
18,D8BL,2020,003,003,6.976,SAEHAN WALLABY,USZ1258,하이코해운 주식회사 울산지사,WAB,01,벙커링전용정박지 E1,2020-10-31 08:36,2020-10-31 13:50,WAB,01,벙커링전용정박지 E1,2020-10-31 08:36,2020-10-31 13:50,급유,2020-11-01,허가완료
19,D8BL,2020,003,004,6.976,SAEHAN WALLABY,USZ1258,하이코해운 주식회사 울산지사,MB6,03,6부두 03,2020-10-31 23:00,2020-11-01 10:35,MB6,03,6부두 03,2020-10-31 23:00,2020-11-01 10:35,적하,2020-11-01,허가완료
20,VROW2,2020,001,001,11.729,SC BRILLIANT,USZ1258,하이코해운 주식회사 울산지사,WAE,02,정박지-E2,2020-10-26 09:00,2020-10-28 15:40,WAE,02,정박지-E2,2020-10-26 09:00,2020-10-28 15:40,접안대기,2020-11-01,허가완료
21,VROW2,2020,001,002,11.729,SC BRILLIANT,USZ1258,하이코해운 주식회사 울산지사,MBD,03,S-OIL 4부두 03,2020-10-28 16:20,2020-10-31 05:05,MBD,03,S-OIL 4부두 03,2020-10-28 16:20,2020-10-31 05:05,적하,2020-11-01,허가완료
22,VROW2,2020,001,003,11.729,SC BRILLIANT,USZ1258,하이코해운 주식회사 울산지사,WAB,02,벙커링전용정박지 E2,2020-10-31 10:15,2020-10-31 16:35,WAB,02,벙커링전용정박지 E2,2020-10-31 10:15,2020-10-31 16:35,급유,2020-11-01,허가완료
