시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,088238,2020,015,001,700,3동주,USK0074,영우해운(주),WAM,07,정박지 07,2020-02-01 22:10,2020-02-02 23:00,WAM,07,정박지 07,2020-02-01 22:10,2020-02-02 23:00,접안대기,2020-02-01,허가완료
2,HSB7462,2020,010,002,1.493,THAILAEMTHONG 8,USK0074,영우해운(주),MBU,01,SK2부두 01,2020-02-01 13:00,2020-02-01 22:30,MBU,01,SK2부두 01,2020-02-01 13:00,2020-02-01 22:30,적하,2020-02-01,허가완료
3,HSB7462,2020,010,003,1.493,THAILAEMTHONG 8,USK0074,영우해운(주),WAM,05,정박지 05,2020-02-01 22:10,2020-02-03 08:00,WAM,05,정박지 05,2020-02-01 22:10,2020-02-03 08:00,출항대기,2020-02-01,허가완료
4,941044,2020,001,002,864,제3대양호,YSK0032,(주)보성해운,MBF,02,신항남방파제T/S부두 02,2020-01-31 19:35,2020-02-01 01:55,MBF,02,신항남방파제T/S부두 02,2020-01-31 19:35,2020-02-01 01:55,양하,2020-02-01,허가완료
5,D7JT,2020,001,001,8.581,본 첼린저,USZ2201,에이블차터링 주식회사,WAE,01,정박지-E1,2020-01-24 09:10,2020-01-25 17:13,WAE,01,정박지-E1,2020-01-24 09:10,2020-01-25 17:13,접안대기,2020-02-01,허가완료
6,D7JT,2020,001,002,8.581,본 첼린저,USZ2201,에이블차터링 주식회사,MBN,13,정일스톨트헤븐울산신항3부두,2020-01-25 18:20,2020-01-26 23:55,MBN,13,정일스톨트헤븐울산신항3부두,2020-01-25 18:20,2020-01-26 23:55,양하,2020-02-01,허가완료
7,D7JT,2020,001,003,8.581,본 첼린저,USZ2201,에이블차터링 주식회사,MBF,02,신항남방파제T/S부두 02,2020-01-27 01:30,2020-01-29 19:15,MBF,02,신항남방파제T/S부두 02,2020-01-27 01:30,2020-01-29 19:15,기타,2020-02-01,허가완료
8,DSME,2020,005,002,8.072,우림 7,ICK0006,우림해운(주),MDU,05,SK5부두,2020-01-31 10:35,2020-02-01 06:05,MDU,05,SK5부두,2020-01-31 10:35,2020-02-01 06:05,적하,2020-02-01,허가완료
9,DSMB,2020,003,001,5.025,우혁,OST0212,우민해운(주),MDY,02,UTT부두,2020-01-29 02:35,2020-01-29 14:35,MDY,02,UTT부두,2020-01-29 02:35,2020-01-29 14:35,양하,2020-02-01,허가완료
10,DSMB,2020,004,001,5.025,우혁,OST0212,우민해운(주),MDG,02,정일2부두,2020-01-31 01:50,2020-01-31 16:45,MDG,02,정일2부두,2020-01-31 01:50,2020-01-31 16:45,적하,2020-02-01,허가완료
11,965380,2020,002,001,129,보성호,BSZ2565,한영해운(주),MLJ,01,장생포호안,2020-01-31 19:10,2020-01-31 22:50,MLJ,01,장생포호안,2020-01-31 19:10,2020-01-31 22:50,기타,2020-02-01,허가완료
12,965380,2020,002,002,129,보성호,BSZ2565,한영해운(주),MB7,01,7부두 01,2020-01-31 23:15,2020-02-01 00:25,MB7,01,7부두 01,2020-01-31 23:15,2020-02-01 00:25,양하,2020-02-01,허가완료
