시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,120021,2020,040,001,299,동방3호,BSK2864,(주)용정마린,MLJ,01,장생포호안,2020-09-30 11:30,2020-09-30 16:15,MLJ,01,장생포호안,2020-09-30 11:30,2020-09-30 16:15,기타,2020-10-01,허가완료
2,120021,2020,040,002,299,동방3호,BSK2864,(주)용정마린,MBC,04,신항컨테이너부두04,2020-09-30 17:20,2020-09-30 22:20,MBC,04,신항컨테이너부두04,2020-09-30 17:20,2020-09-30 22:20,적하,2020-10-01,허가완료
3,192801,2020,032,001,2.676,그레이스 알파,USC0004,가나해운(주),MBN,13,정일스톨트헤븐울산신항3부두,2020-09-29 23:55,2020-09-30 08:00,MBN,13,정일스톨트헤븐울산신항3부두,2020-09-29 23:55,2020-09-30 08:00,양하,2020-10-01,허가완료
4,D7RM,2020,012,001,2.688,골든 써니 하나,BSZ7398,주식회사 에이치엔씨씨,WAE,02,정박지-E2,2020-09-30 08:55,2020-10-01 03:15,WAE,02,정박지-E2,2020-09-30 08:55,2020-10-01 03:15,접안대기,2020-10-01,허가완료
5,D7RM,2020,012,002,2.688,골든 써니 하나,BSZ7398,주식회사 에이치엔씨씨,MDG,01,정일1부두,2020-09-30 16:30,2020-10-01 03:15,MDG,01,정일1부두,2020-09-30 16:30,2020-10-01 03:15,양하,2020-10-01,허가완료
6,DSEX3,2020,022,001,1.734,팰러스호,USC0004,가나해운(주),WAM,05,정박지 05,2020-09-30 06:00,2020-09-30 11:50,WAM,05,정박지 05,2020-09-30 06:00,2020-09-30 11:50,접안대기,2020-10-01,허가완료
7,DSEX3,2020,022,002,1.734,팰러스호,USC0004,가나해운(주),MBU,01,SK2부두 01,2020-09-30 12:30,2020-10-01 01:40,MBU,01,SK2부두 01,2020-09-30 12:30,2020-10-01 01:40,적하,2020-10-01,허가완료
8,150071,2020,007,001,349,영진호,BSZ3247,보광해운,MLJ,01,장생포호안,2020-09-28 08:20,2020-09-28 12:16,MLJ,01,장생포호안,2020-09-28 08:20,2020-09-28 12:16,기타,2020-10-01,허가완료
9,150071,2020,007,002,349,영진호,BSZ3247,보광해운,MBU,02,SK2부두 02,2020-09-28 12:30,2020-09-28 17:40,MBU,02,SK2부두 02,2020-09-28 12:30,2020-09-28 17:40,적하,2020-10-01,허가완료
10,150071,2020,007,003,349,영진호,BSZ3247,보광해운,MLJ,01,장생포호안,2020-09-28 17:50,2020-09-28 18:27,MLJ,01,장생포호안,2020-09-28 17:50,2020-09-28 18:27,기타,2020-10-01,허가완료
