시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,180029,2020,085,002,549,스카이스타,BSK2940,광훈선박(주),MBU,02,SK2부두 02,2020-12-01 05:00,2020-12-01 10:20,MBU,02,SK2부두 02,2020-12-01 05:00,2020-12-01 10:20,적하,2020-12-01,허가완료
2,971160,2020,054,002,179,동영호,BSK2588,현대기업,MLJ,01,장생포호안,2020-11-30 22:35,2020-11-30 23:25,MLJ,01,장생포호안,2020-11-30 22:35,2020-11-30 23:25,기타,2020-12-01,허가완료
3,V7OI3,2020,007,001,8.294,,KMS8831,흥아해운(주),MBN,11,세방신항부두,2020-11-20 09:40,2020-11-20 19:30,MBN,11,세방신항부두,2020-11-20 09:40,2020-11-20 19:30,,2020-12-01,허가완료
4,V7OI3,2020,007,002,8.294,,KMS8831,흥아해운(주),MBR,01,UTK부두,2020-11-20 20:50,2020-11-21 06:35,MBR,01,UTK부두,2020-11-20 20:50,2020-11-21 06:35,,2020-12-01,허가완료
5,9V3383,2020,004,001,3.378,JANESIA ASPHALT IV,KMC0426,삼진선박(주),WAE,01,정박지-E1,2020-11-29 05:30,2020-11-30 19:54,WAE,01,정박지-E1,2020-11-29 05:30,2020-11-30 19:54,접안대기,2020-12-01,허가완료
6,180017,2020,101,002,919,동명에이스,BSB2479,동명해운,MBN,12,현대오일터미널신항부두,2020-11-30 15:10,2020-11-30 20:25,MBN,12,현대오일터미널신항부두,2020-11-30 15:10,2020-11-30 20:25,적하,2020-12-01,허가완료
7,3FJE5,2020,053,003,4.164,CRANE OCEANO,USC2069,주식회사 네오글로벌쉬핑에이전시,WAE,01,정박지-E1,2020-11-25 01:00,2020-11-30 14:15,WAE,01,정박지-E1,2020-11-25 01:00,2020-11-30 14:15,기타,2020-12-01,허가완료
8,D7WJ,2020,031,001,4.688,우준,ICK0006,우림해운(주),MBR,01,UTK부두,2020-11-30 11:10,2020-11-30 21:35,MBR,01,UTK부두,2020-11-30 11:10,2020-11-30 21:35,양하,2020-12-01,허가완료
9,130008,2020,108,001,532,건양호,BSK2613,천배유조(주),MBU,01,SK2부두 01,2020-12-01 11:00,2020-12-01 16:45,MBU,01,SK2부두 01,2020-12-01 11:00,2020-12-01 16:45,적하,2020-12-01,허가완료
10,DSPD6,2020,049,002,1.755,그레이스삼부,BSK0104,삼부해운(주),MBY,01,용잠부두 01,2020-11-30 04:00,2020-11-30 18:40,MBY,01,용잠부두 01,2020-11-30 04:00,2020-11-30 18:40,적하,2020-12-01,허가완료
11,3FWK4,2020,001,001,11.289,ORIENTAL JETTY,ICZ3243,인치케이프 쉽핑 코리아,MBN,16,엘에스니꼬신항부두,2020-11-30 00:20,2020-12-01 06:20,MBN,16,엘에스니꼬신항부두,2020-11-30 00:20,2020-12-01 06:20,양하,2020-12-01,허가완료
12,3ETI4,2020,001,001,9.957,VINALINES DIAMOND,OSL0038,장금상선(주),MBO,05,정일컨부두,2020-11-30 17:18,2020-12-01 01:05,MBO,05,정일컨부두,2020-11-30 17:18,2020-12-01 01:05,양적하,2020-12-01,허가완료
13,9V2695,2020,003,001,12.110,GINGA MERLIN,KMC8438,동진상운(주),WAE,02,정박지-E2,2020-11-25 10:24,2020-11-27 06:15,WAE,02,정박지-E2,2020-11-25 10:24,2020-11-27 06:15,급유,2020-12-01,허가완료
14,9V2695,2020,003,002,12.110,GINGA MERLIN,KMC8438,동진상운(주),MBD,03,S-OIL 4부두 03,2020-11-27 07:10,2020-11-30 17:50,MBD,03,S-OIL 4부두 03,2020-11-27 07:10,2020-11-30 17:50,적하,2020-12-01,허가완료
15,174810,2020,057,001,2.997,엠에스 피스,USK0052,명신해운,WAE,01,정박지-E1,2020-11-26 21:35,2020-11-30 07:50,WAE,01,정박지-E1,2020-11-26 21:35,2020-11-30 07:50,접안대기,2020-12-01,허가완료
16,174810,2020,057,002,2.997,엠에스 피스,USK0052,명신해운,MDS,01,S-OIL1부두,2020-11-30 08:35,2020-12-01 03:20,MDS,01,S-OIL1부두,2020-11-30 08:35,2020-12-01 03:20,적하,2020-12-01,허가완료
17,DSME,2020,023,001,8.072,우림 7,ICK0006,우림해운(주),WAE,01,정박지-E1,2020-11-29 08:45,2020-11-30 09:40,WAE,01,정박지-E1,2020-11-29 08:45,2020-11-30 09:40,접안대기,2020-12-01,허가완료
18,DSME,2020,023,002,8.072,우림 7,ICK0006,우림해운(주),MDS,03,S-OIL3부두,2020-11-30 10:40,2020-12-01 08:10,MDS,03,S-OIL3부두,2020-11-30 10:40,2020-12-01 08:10,적하,2020-12-01,허가완료
19,DSNR5,2020,043,001,980,덕양가스,BSK0004,덕양해운(주),WAM,03,정박지 03,2020-11-30 01:45,2020-11-30 21:30,WAM,03,정박지 03,2020-11-30 01:45,2020-11-30 21:30,접안대기,2020-12-01,허가완료
20,150074,2020,114,001,703,보광에이스,USZ1234,(주)비케이해운,MBO,01,온산1부두,2020-11-30 03:30,2020-11-30 07:25,MBO,01,온산1부두,2020-11-30 03:30,2020-11-30 07:25,적하,2020-12-01,허가완료
21,120004,2020,037,001,299,뉴동신호,BSZ9968,(주)동신기업,MBC,04,신항컨테이너부두04,2020-11-30 18:10,2020-11-30 20:10,MBC,04,신항컨테이너부두04,2020-11-30 18:10,2020-11-30 20:10,적하,2020-12-01,허가완료
22,100830,2020,038,001,5.819,건설3호,USK0031,(주)씨엔엠,WAE,01,정박지-E1,2020-12-02 17:20,2020-12-03 07:20,WAE,01,정박지-E1,2020-12-02 17:20,2020-12-03 07:20,접안대기,2020-12-01,허가완료
23,D7UJ,2020,035,001,7.683,동진포춘,KMS8832,고려해운(주),MBC,02,신항컨테이너부두02,2020-12-04 21:00,2020-12-05 04:00,MBC,02,신항컨테이너부두02,2020-12-04 21:00,2020-12-05 04:00,양적하,2020-12-01,허가완료
24,HO3256,2020,005,001,17.933,KMTC NAGOYA,KMS8832,고려해운(주),MBO,05,정일컨부두,2020-12-05 17:00,2020-12-06 03:00,MBO,05,정일컨부두,2020-12-05 17:00,2020-12-06 03:00,양적하,2020-12-01,허가완료
25,V7MG8,2020,009,001,17.888,INGENUITY,KMS8832,고려해운(주),MBO,05,정일컨부두,2020-12-06 18:00,2020-12-07 04:00,MBO,05,정일컨부두,2020-12-06 18:00,2020-12-07 04:00,양적하,2020-12-01,허가완료
26,3EHY5,2020,003,001,41.662,DREAM DIAMOND,OST0078,유코카캐리어스(주),MBJ,02,자동차부두 02,2020-11-30 07:12,2020-11-30 12:25,MBJ,02,자동차부두 02,2020-11-30 07:12,2020-11-30 12:25,적하,2020-12-01,허가완료
27,3EHY5,2020,003,002,41.662,DREAM DIAMOND,OST0078,유코카캐리어스(주),MB6,02,6부두 02,2020-11-30 12:48,2020-11-30 15:50,MB6,02,6부두 02,2020-11-30 12:48,2020-11-30 15:50,적하,2020-12-01,허가완료
28,H8WC,2020,004,001,43.810,POSITIVE STAR,USC0002,신양상선(주),MBJ,01,자동차부두 01,2020-11-27 17:40,2020-11-28 12:10,MBJ,01,자동차부두 01,2020-11-27 17:40,2020-11-28 12:10,적하,2020-12-01,허가완료
29,H8WC,2020,004,002,43.810,POSITIVE STAR,USC0002,신양상선(주),MB6,02,6부두 02,2020-11-28 12:35,2020-11-28 20:35,MB6,02,6부두 02,2020-11-28 12:35,2020-11-28 20:35,양적하,2020-12-01,허가완료
30,150047,2020,001,001,10.302,에스티33,MSZ2336,부영개발(주),MDG,01,정일1부두,2020-07-21 17:00,2020-07-22 11:20,MDG,01,정일1부두,2020-07-21 17:00,2020-07-22 11:20,기타,2020-12-01,허가완료
31,130029,2020,027,001,549,유성호,BSK9407,세양상사,WAM,01,정박지 01,2020-12-02 16:40,2020-12-02 21:30,WAM,01,정박지 01,2020-12-02 16:40,2020-12-02 21:30,기타,2020-12-01,허가완료
