시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,071381,2017,085,001,549,제2보원호,BSZ9626,동대해운주식회사,MDG,01,정일1부두,2017-12-30 16:50,2017-12-30 19:56,MDG,01,정일1부두,2017-12-30 16:50,2017-12-30 19:56,,2018-01-01,허가완료
2,9LU2868,2017,101,001,995,HUI XIN,OST0212,우민해운(주),WAM,04,정박지 04,2017-12-28 18:00,2017-12-31 01:50,WAM,04,정박지 04,2017-12-28 18:00,2017-12-31 01:50,접안대기,2018-01-01,허가완료
3,9LU2868,2017,101,002,995,HUI XIN,OST0212,우민해운(주),MDS,02,S-OIL2부두,2017-12-31 02:30,2017-12-31 13:10,MDS,02,S-OIL2부두,2017-12-31 02:30,2017-12-31 13:10,적하,2018-01-01,허가완료
4,D9WW,2018,001,001,1.590,,USK0074,영우해운(주),WAM,04,정박지 04,2018-01-01 02:40,2018-01-01 04:30,WAM,04,정박지 04,2018-01-01 02:45,2018-01-01 04:25,,2018-01-01,허가완료
5,D9WW,2018,001,002,1.590,,USK0074,영우해운(주),MBU,01,SK2부두 01,2018-01-01 04:50,2018-01-01 16:50,MBU,01,SK2부두 01,2018-01-01 04:50,2018-01-01 16:30,적하,2018-01-01,허가완료
6,088238,2018,001,001,700,3동주,USK0074,영우해운(주),MBU,02,SK2부두 02,2018-01-01 06:50,2018-01-01 17:00,MBU,02,SK2부두 02,2018-01-01 06:50,2018-01-01 14:10,,2018-01-01,허가완료
7,DSFW5,2017,128,001,500,범양호,BSZ7369,경영마린(주),MBO,02,온산2부두,2017-12-29 22:35,2017-12-30 01:40,MBO,02,온산2부두,2017-12-29 22:35,2017-12-30 01:40,,2018-01-01,허가완료
8,DSDZ5,2017,064,001,998,제1알파호,USC0004,가나해운(주),WAM,06,정박지 06,2017-12-31 04:05,2017-12-31 10:50,WAM,06,정박지 06,2017-12-31 04:05,2017-12-31 10:50,접안대기,2018-01-01,허가완료
9,DSDZ5,2017,064,002,998,제1알파호,USC0004,가나해운(주),MDS,01,S-OIL1부두,2017-12-31 11:40,2018-01-01 01:40,MDS,01,S-OIL1부두,2017-12-31 11:40,2018-01-01 01:40,양하,2018-01-01,허가완료
10,DSEX3,2017,058,001,1.734,팰러스호,USC0004,가나해운(주),MDW,01,유화1부두,2017-12-31 07:05,2017-12-31 12:55,MDW,01,유화1부두,2017-12-31 07:05,2017-12-31 12:55,적하,2018-01-01,허가완료
