시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,9LU2868,2018,034,001,995,HUI XIN,OST0212,우민해운(주),WAM,05,정박지 05,2018-05-30 23:45,2018-05-31 15:05,WAM,04,정박지 04,2018-05-30 23:45,2018-05-31 15:05,접안대기,2018-06-01,허가완료
2,9LU2868,2018,034,002,995,HUI XIN,OST0212,우민해운(주),MDS,02,S-OIL2부두,2018-05-31 16:20,2018-06-01 01:15,MDS,02,S-OIL2부두,2018-05-31 16:20,2018-06-01 01:15,적하,2018-06-01,허가완료
3,D7FD,2018,010,001,8.539,우찬호,ICK0006,우림해운(주),WAE,01,정박지-E1,2018-05-27 14:20,2018-05-29 23:15,WAE,01,정박지-E1,2018-05-27 14:20,2018-05-29 23:15,접안대기,2018-06-01,허가완료
4,D7FD,2018,010,002,8.539,우찬호,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2018-05-30 00:45,2018-05-30 13:30,MDS,01,S-OIL1부두,2018-05-30 00:45,2018-05-30 13:30,적하,2018-06-01,허가완료
5,D7FD,2018,010,003,8.539,우찬호,ICK0006,우림해운(주),WAE,02,정박지-E2,2018-05-30 14:15,2018-05-30 19:30,WAE,02,정박지-E2,2018-05-30 14:15,2018-05-30 19:30,기타,2018-06-01,허가완료
6,D7FD,2018,010,004,8.539,우찬호,ICK0006,우림해운(주),MDS,01,S-OIL1부두,2018-05-30 20:15,2018-05-31 08:40,MDS,01,S-OIL1부두,2018-05-30 20:15,2018-05-31 08:40,적하,2018-06-01,허가완료
7,DSFJ,2018,015,001,1.242,제202삼성호,BSZ7510,덕산기업,MWI,01,이진물양장,2018-05-30 04:55,2018-05-31 17:55,MWI,01,이진물양장,2018-05-30 04:55,2018-05-31 17:55,기타,2018-06-01,허가완료
8,D8TM,2018,001,001,1.918,207 삼성호,BSZ9169,(주) 삼성해양개발,MWI,01,이진물양장,2018-05-29 18:30,2018-05-31 15:50,MWI,01,이진물양장,2018-05-29 18:30,2018-05-31 15:50,기타,2018-06-01,허가완료
9,D8FY,2018,021,001,3.980,SUNNY CEDAR,KMS8832,고려해운(주),MBC,01,신항컨테이너부두01,2018-05-28 12:00,2018-05-28 18:00,MBC,01,신항컨테이너부두01,2018-05-28 12:00,2018-05-28 18:00,양적하,2018-06-01,허가완료
10,3EGU7,2018,012,004,1.411,에이스 하나,BSK2514,하나마린(주),MBD,03,S-OIL 4부두 03,2018-05-31 07:05,2018-05-31 14:35,MBD,03,S-OIL 4부두 03,2018-05-31 07:05,2018-05-31 14:35,적하,2018-06-01,허가완료
11,DSFT9,2018,014,002,492,화인 하나호,BSK2514,하나마린(주),MBY,03,용잠부두 02,2018-05-31 13:25,2018-06-01 04:15,MBY,03,용잠부두 02,2018-05-31 13:25,2018-06-01 04:15,적하,2018-06-01,허가완료
12,110092,2018,021,001,266,11세양호,BSZ7236,(주)월명,MLJ,01,장생포호안,2018-05-31 15:05,2018-05-31 16:50,MLJ,01,장생포호안,2018-05-31 15:05,2018-05-31 16:50,기타,2018-06-01,허가완료
13,110092,2018,021,002,266,11세양호,BSZ7236,(주)월명,MBJ,03,자동차부두 03,2018-05-31 17:30,2018-05-31 21:20,MBJ,03,자동차부두 03,2018-05-31 17:30,2018-05-31 21:20,양하,2018-06-01,허가완료
14,DSFT8,2018,007,001,16.717,KMTC PUSAN,KMS8832,고려해운(주),MBC,03,신항컨테이너부두03,2018-05-29 22:00,2018-05-30 05:00,MBC,02,신항컨테이너부두02,2018-05-29 22:00,2018-05-30 05:00,적하,2018-06-01,허가완료
15,176801,2018,020,001,759,아크,BSB2461,노아해운,MBN,13,정일스톨트헤븐울산신항3부두,2018-05-31 19:50,2018-06-01 01:35,MBN,13,정일스톨트헤븐울산신항3부두,2018-05-31 19:50,2018-06-01 01:35,적하,2018-06-01,허가완료
16,120039,2018,007,002,223,삼성호,BSZ9548,성진상사,MBO,01,온산1부두,2018-05-31 18:25,2018-05-31 20:40,MBO,01,온산1부두,2018-05-31 18:25,2018-05-31 20:40,적하,2018-06-01,허가완료
17,OULI2,2018,001,001,61.724,TORM MAREN,USC2026,브라이트마린(주),MDW,01,유화1부두,2018-05-31 08:30,2018-06-01 06:30,MDW,01,유화1부두,2018-05-31 08:30,2018-06-01 06:30,양하,2018-06-01,허가완료
18,VRNX4,2018,010,001,9.551,SUNNY CALLA,KMS8832,고려해운(주),MBC,02,신항컨테이너부두02,2018-05-29 17:00,2018-05-30 00:00,MBC,01,신항컨테이너부두01,2018-05-29 17:00,2018-05-30 00:00,양적하,2018-06-01,허가완료
19,060945,2018,020,001,174,주원호,BSZ9063,삼안환경주식회사,MBO,03,온산3부두,2018-05-29 14:10,2018-05-29 17:05,MBO,03,온산3부두,2018-05-29 14:10,2018-05-29 17:05,기타,2018-06-01,허가완료
20,060945,2018,020,002,174,주원호,BSZ9063,삼안환경주식회사,MLJ,01,장생포호안,2018-05-29 17:40,2018-05-31 17:10,MLJ,01,장생포호안,2018-05-29 17:40,2018-05-31 17:10,적하,2018-06-01,허가완료
21,DSPC6,2018,016,001,2.101,겔럭시 삼부,BSK0104,삼부해운(주),MB3,02,3부두 02,2018-05-29 11:50,2018-05-29 22:10,MB3,02,3부두 02,2018-05-29 11:50,2018-05-29 22:10,양하,2018-06-01,허가완료
22,DSPC6,2018,016,002,2.101,겔럭시 삼부,BSK0104,삼부해운(주),WAE,01,정박지-E1,2018-05-30 05:05,2018-05-30 23:45,WAE,01,정박지-E1,2018-05-30 05:05,2018-05-30 23:45,접안대기,2018-06-01,허가완료
23,DSPC6,2018,016,003,2.101,겔럭시 삼부,BSK0104,삼부해운(주),MDG,02,정일2부두,2018-05-31 00:25,2018-05-31 09:10,MDG,02,정일2부두,2018-05-31 00:25,2018-05-31 09:10,적하,2018-06-01,허가완료
24,DSPC6,2018,016,004,2.101,겔럭시 삼부,BSK0104,삼부해운(주),MBY,01,용잠부두 01,2018-05-31 10:00,2018-05-31 16:50,MBY,01,용잠부두 01,2018-05-31 10:00,2018-05-31 16:50,적하,2018-06-01,허가완료
25,D7CO,2018,009,001,9.923,팬콘 선샤인,KMS8821,범주해운(주),MBC,02,신항컨테이너부두02,2018-05-31 15:30,2018-05-31 17:05,MBC,02,신항컨테이너부두02,2018-05-31 15:30,2018-05-31 17:05,적하,2018-06-01,허가완료
26,140025,2018,008,012,432,3성원호,BSZ9149,(주)아이앤에이코리아,WAE,02,정박지-E2,2018-05-30 13:00,2018-05-30 17:35,WAE,02,정박지-E2,2018-05-30 13:00,2018-05-30 17:35,양하,2018-06-01,허가완료
27,140025,2018,008,013,432,3성원호,BSZ9149,(주)아이앤에이코리아,MLJ,01,장생포호안,2018-05-30 18:40,2018-05-31 20:20,MLJ,01,장생포호안,2018-05-30 18:40,2018-05-31 20:20,접안대기,2018-06-01,허가완료
28,140025,2018,008,014,432,3성원호,BSZ9149,(주)아이앤에이코리아,MBO,02,온산2부두,2018-05-31 21:10,2018-05-31 23:15,MBO,02,온산2부두,2018-05-31 21:10,2018-05-31 23:15,적하,2018-06-01,허가완료
29,132820,2018,014,002,450,13거영호,YSK2007,(주)거영해운,MBU,02,SK2부두 02,2018-05-31 11:00,2018-05-31 15:55,MBU,02,SK2부두 02,2018-05-31 11:00,2018-05-31 15:55,적하,2018-06-01,허가완료
30,D7DD,2018,009,001,1.268,거영프론티어,BSK2625,거영해운(주),WAM,05,정박지 05,2018-05-28 12:20,2018-05-29 00:50,WAM,05,정박지 05,2018-05-28 12:20,2018-05-29 00:50,접안대기,2018-06-01,허가완료
31,D7DD,2018,009,002,1.268,거영프론티어,BSK2625,거영해운(주),MBN,12,현대오일터미널신항부두,2018-05-29 02:30,2018-05-29 13:30,MBN,12,현대오일터미널신항부두,2018-05-29 02:30,2018-05-29 13:30,양하,2018-06-01,허가완료
32,D7DD,2018,009,003,1.268,거영프론티어,BSK2625,거영해운(주),WAM,05,정박지 05,2018-05-29 14:30,2018-05-30 13:40,WAM,05,정박지 05,2018-05-29 14:30,2018-05-30 13:40,접안대기,2018-06-01,허가완료
33,V3ZH8,2018,001,001,2.997,TONG RUN 7,USC2043,일진해운(주),WAE,01,정박지-E1,2018-05-26 05:00,2018-05-28 07:10,WAE,01,정박지-E1,2018-05-26 05:00,2018-05-28 07:10,접안대기,2018-06-01,허가완료
34,V3ZH8,2018,001,002,2.997,TONG RUN 7,USC2043,일진해운(주),MB1,01,1부두 01,2018-05-28 07:10,2018-05-31 12:05,MB1,01,1부두 01,2018-05-28 07:10,2018-05-31 12:05,양하,2018-06-01,허가완료
35,D7DD,2018,009,004,1.268,거영프론티어,BSK2625,거영해운(주),MBN,12,현대오일터미널신항부두,2018-05-30 14:50,2018-05-31 01:05,MBN,12,현대오일터미널신항부두,2018-05-30 14:50,2018-05-31 01:05,적하,2018-06-01,허가완료
36,HOEQ,2018,001,001,2.993,팔콘 케미스트,BSK1011,(주)KSS해운,WAE,01,정박지-E1,2018-05-25 09:35,2018-05-26 08:00,WAE,01,정박지-E1,2018-05-25 09:35,2018-05-26 08:00,급유,2018-06-01,허가완료
37,HOEQ,2018,001,002,2.993,팔콘 케미스트,BSK1011,(주)KSS해운,MDG,02,정일2부두,2018-05-26 08:40,2018-05-27 06:12,MDG,02,정일2부두,2018-05-26 08:40,2018-05-27 06:12,양하,2018-06-01,허가완료
38,HOEQ,2018,002,001,2.993,팔콘 케미스트,BSK1011,(주)KSS해운,WAE,01,정박지-E1,2018-05-27 13:55,2018-05-28 18:30,WAE,01,정박지-E1,2018-05-27 13:55,2018-05-28 18:30,기타,2018-06-01,허가완료
39,130004,2018,017,001,1.807,에프씨 빅토리,BSK2548,포천마린(주),MDG,01,정일1부두,2018-05-28 01:50,2018-05-28 16:25,MDG,01,정일1부두,2018-05-28 01:50,2018-05-28 16:25,양하,2018-06-01,허가완료
40,D7LG,2018,020,001,610,거영썬3,KMS8831,흥아해운(주),WAM,07,정박지 07,2018-05-31 18:00,2018-06-01 23:00,WAM,07,정박지 07,2018-05-31 18:00,2018-06-01 23:00,접안대기,2018-06-01,허가완료
41,105245,2018,031,001,746,,BSK2674,세양쉬핑(주),WAM,01,정박지 01,2018-05-29 10:00,2018-05-31 12:35,WAM,01,정박지 01,2018-05-29 10:00,2018-05-31 12:35,접안대기,2018-06-01,허가완료
42,105245,2018,031,002,746,,BSK2674,세양쉬핑(주),MDS,01,S-OIL1부두,2018-05-31 13:30,2018-06-01 01:05,MDS,01,S-OIL1부두,2018-05-31 13:30,2018-06-01 01:05,적하,2018-06-01,허가완료
43,C6DI8,2018,001,001,44.767,AMAZON FORTITUDE,USC0019,(주)협성상운,MQP,03,현중해양의장안벽,2018-05-31 15:50,2018-05-31 16:00,MQP,03,현중해양의장안벽,2018-05-31 15:50,2018-05-31 16:00,기타,2018-06-01,허가완료
