시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,DSOO5,2017,012,001,4.021,101삼봉,USK2102,(주)삼봉,MBG,03,일반부두 03,2017-03-31 17:40,2017-04-01 00:50,MBG,03,일반부두 03,2017-03-31 17:40,2017-04-01 00:50,,2017-04-01,허가완료
2,130095,2017,021,001,1.716,스카이로얄,BSK2531,두라해운(주),WAM,02,정박지 02,2017-03-30 05:20,2017-03-31 07:10,WAM,02,정박지 02,2017-03-30 05:20,2017-03-31 07:10,,2017-04-01,허가완료
3,130095,2017,021,002,1.716,스카이로얄,BSK2531,두라해운(주),MDS,01,S-OIL1부두,2017-03-31 08:00,2017-03-31 23:50,MDS,01,S-OIL1부두,2017-03-31 08:00,2017-03-31 23:50,,2017-04-01,허가완료
4,088238,2017,050,001,700,3동주,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-04-01 01:20,2017-04-01 08:50,MBU,01,SK2부두 01,2017-04-01 01:25,2017-04-01 08:50,,2017-04-01,허가완료
5,030508,2017,029,001,710,,KMB1535,해주해운(주),WAM,01,정박지 01,2017-03-30 01:00,2017-03-30 13:20,WAM,01,정박지 01,2017-03-30 01:00,2017-03-30 13:20,기타,2017-04-01,허가완료
6,030508,2017,029,002,710,,KMB1535,해주해운(주),MBO,02,온산2부두,2017-03-30 14:00,2017-03-30 20:25,MBO,02,온산2부두,2017-03-30 14:00,2017-03-30 20:25,적하,2017-04-01,허가완료
7,DSFW5,2017,033,002,500,범양호,BSZ7369,경영마린(주),MBO,01,온산1부두,2017-03-30 23:35,2017-03-31 03:10,MBO,01,온산1부두,2017-03-30 23:35,2017-03-31 03:10,,2017-04-01,허가완료
8,DSFW5,2017,033,001,500,범양호,BSZ7369,경영마린(주),WAM,06,정박지 06,2017-03-30 20:40,2017-03-30 23:00,WAM,06,정박지 06,2017-03-30 20:40,2017-03-30 23:00,,2017-04-01,허가완료
9,LAHX6,2017,001,001,36.459,CLIPPER ORION,USC0002,신양상선(주),WAE,03,정박지-E3,2017-03-25 02:00,2017-03-28 15:00,WAE,03,정박지-E3,2017-03-25 02:00,2017-03-28 15:00,접안대기,2017-04-01,허가완료
10,D7NQ,2017,006,002,2.698,가스오션로드,USC0002,신양상선(주),MBO,06,효성부두,2017-03-28 08:50,2017-03-29 03:20,MBO,06,효성부두,2017-03-28 08:50,2017-03-29 03:20,양하,2017-04-01,허가완료
11,3EGD6,2017,003,001,9.531,SITC NAGOYA,KMC0629,에스아이티씨 컨테이너 라인스 코리아,MBO,05,정일컨부두,2017-03-29 19:20,2017-03-30 01:15,MBO,05,정일컨부두,2017-03-29 19:20,2017-03-30 01:15,양적하,2017-04-01,허가완료
12,3FKR8,2017,001,001,46.796,SUMIRE GAS,USC0002,신양상선(주),WAE,03,정박지-E3,2017-03-30 03:00,2017-03-30 14:20,WAE,03,정박지-E3,2017-03-30 03:00,2017-03-30 14:20,급유,2017-04-01,허가완료
13,100307,2017,016,001,133,광진호,BSU2516,금천 주식회사,MLJ,01,장생포호안,2017-03-23 11:55,2017-03-23 13:40,MLJ,01,장생포호안,2017-03-23 11:55,2017-03-23 13:40,기타,2017-04-01,허가완료
14,3FIG4,2017,012,001,4.261,WINNING ROAD,USC0002,신양상선(주),MBL,01,가스부두,2017-03-30 18:40,2017-03-31 07:00,MBL,01,가스부두,2017-03-30 18:40,2017-03-31 07:00,적하,2017-04-01,허가완료
15,100307,2017,017,001,133,광진호,BSU2516,금천 주식회사,MLJ,01,장생포호안,2017-03-27 11:20,2017-03-27 13:00,MLJ,01,장생포호안,2017-03-27 11:20,2017-03-27 13:00,기타,2017-04-01,허가완료
16,028241,2017,038,001,1.823,,USK0074,영우해운(주),WAM,06,정박지 06,2017-04-01 00:30,2017-04-01 11:30,WAM,06,정박지 06,2017-04-01 00:35,2017-04-01 11:25,,2017-04-01,허가완료
17,028241,2017,038,002,1.823,,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-04-01 11:50,2017-04-01 23:50,MBU,01,SK2부두 01,2017-04-01 11:55,2017-04-01 21:50,적하,2017-04-01,허가완료
18,971559,2017,014,001,187,제3오션호,BSB2410,에너지뱅크,MLJ,01,장생포호안,2017-04-01 09:50,2017-04-01 10:00,MLJ,01,장생포호안,2017-04-01 09:50,2017-04-01 10:00,양하,2017-04-01,허가완료
19,BSEQ,2017,001,001,3.645,ZHONGJIAOHAIGONG001,KMC0068,유니온해운(주),MQM,05,현대미포의장안벽05,2017-03-30 10:15,2017-04-01 16:50,MQM,05,현대미포의장안벽05,2017-03-30 10:15,2017-04-01 16:50,기타,2017-04-01,허가완료
20,BSEX,2017,001,002,2.917,JIN HANG TUO 9001,KMC0068,유니온해운(주),MQM,05,현대미포의장안벽05,2017-03-30 11:30,2017-04-01 16:50,MQM,05,현대미포의장안벽05,2017-03-30 11:30,2017-04-01 16:50,기타,2017-04-01,허가완료
21,DSFG3,2017,027,001,1.579,,BSK9121,(주)영성글로벌,WAE,01,정박지-E1,2017-04-01 09:45,2017-04-01 14:15,WAE,01,정박지-E1,2017-04-01 09:45,2017-04-01 14:15,,2017-04-01,허가완료
22,DSFG3,2017,027,002,1.579,,BSK9121,(주)영성글로벌,MBN,12,현대오일터미널신항부두,2017-04-01 15:00,2017-04-01 22:10,MBN,12,현대오일터미널신항부두,2017-04-01 15:00,2017-04-01 22:10,적하,2017-04-01,허가완료
23,934345,2017,014,001,408,글로벌3호,BSK2662,동방급유,WAM,06,정박지 06,2017-03-31 22:40,2017-04-01 13:48,WAM,06,정박지 06,2017-03-31 22:40,2017-04-01 13:48,기타,2017-04-01,허가완료
24,071381,2017,017,001,549,제2보원호,BSZ9626,동대해운주식회사,WAM,07,정박지 07,2017-03-31 15:55,2017-03-31 18:05,WAM,07,정박지 07,2017-03-31 15:55,2017-03-31 18:05,,2017-04-02,허가완료
25,071381,2017,017,002,549,제2보원호,BSZ9626,동대해운주식회사,MBO,01,온산1부두,2017-03-31 18:40,2017-03-31 22:20,MBO,01,온산1부두,2017-03-31 18:40,2017-03-31 22:20,,2017-04-02,허가완료
26,050626,2017,010,001,4.881,HALLA FRONTIER,USZ1046,한라시멘트(주)온산,MBO,04,온산4부두,2017-03-31 23:06,2017-04-01 22:48,MBO,04,온산4부두,2017-03-31 23:06,2017-04-01 22:48,양하,2017-04-02,허가완료
27,071242,2017,037,001,1.493,,USK0074,영우해운(주),WAM,02,정박지 02,2017-04-01 07:00,2017-04-02 01:40,WAM,02,정박지 02,2017-04-01 07:05,2017-04-02 01:35,,2017-04-02,허가완료
28,071242,2017,037,002,1.493,,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-04-02 02:00,2017-04-02 10:00,MBU,01,SK2부두 01,2017-04-02 02:00,2017-04-02 09:55,적하,2017-04-02,허가완료
29,D9WW,2017,036,001,1.590,,USK0074,영우해운(주),WAM,01,정박지 01,2017-04-01 18:10,2017-04-02 08:30,WAM,01,정박지 01,2017-04-01 18:15,2017-04-02 08:30,,2017-04-02,허가완료
30,D9WW,2017,036,002,1.590,,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-04-02 08:50,2017-04-02 20:50,MBU,01,SK2부두 01,2017-04-02 08:55,2017-04-02 17:55,적하,2017-04-02,허가완료
31,036715,2017,042,001,626,대영호,USK0074,영우해운(주),WAM,07,정박지 07,2017-04-01 19:40,2017-04-01 23:10,WAM,07,정박지 07,2017-04-01 19:45,2017-04-01 23:10,,2017-04-02,허가완료
32,036715,2017,042,002,626,대영호,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-04-01 23:40,2017-04-02 04:30,MBU,01,SK2부두 01,2017-04-01 23:40,2017-04-02 04:25,적하,2017-04-02,허가완료
33,DSQJ5,2017,007,002,499,프리티 하나호,BSK2514,하나마린(주),WAM,02,정박지 02,2017-04-02 00:10,2017-04-02 01:15,WAM,02,정박지 02,2017-04-02 00:10,2017-04-02 01:15,출항대기,2017-04-02,허가완료
34,DSRP3,2017,009,001,1.790,오션에이스5호,USC0004,가나해운(주),WAM,07,정박지 07,2017-03-31 11:35,2017-03-31 14:00,WAM,07,정박지 07,2017-03-31 11:35,2017-03-31 14:00,접안대기,2017-04-02,허가완료
35,DSRP3,2017,009,002,1.790,오션에이스5호,USC0004,가나해운(주),MBN,01,신항일반부두01,2017-03-31 14:40,2017-03-31 16:35,MBN,01,신항일반부두01,2017-03-31 14:40,2017-03-31 16:35,양하,2017-04-02,허가완료
36,DSRE7,2017,011,001,498,ACE TRANSIA,BSK2514,하나마린(주),WAM,01,정박지 01,2017-03-31 16:35,2017-04-01 06:15,WAM,01,정박지 01,2017-03-31 16:35,2017-04-01 06:15,접안대기,2017-04-02,허가완료
37,DSRE7,2017,011,002,498,ACE TRANSIA,BSK2514,하나마린(주),MB3,02,3부두 02,2017-04-01 06:50,2017-04-01 15:55,MB3,02,3부두 02,2017-04-01 06:50,2017-04-01 15:55,양하,2017-04-02,허가완료
38,131827,2017,001,001,2.789,광진107호,ICK2156,주식회사 동양해운,MBG,07,일반부두 07,2017-03-31 11:40,2017-04-01 16:30,MBG,07,일반부두 07,2017-03-31 11:40,2017-04-01 16:30,,2017-04-02,허가완료
39,DSDZ5,2017,018,001,998,제1알파호,USC0004,가나해운(주),WAM,05,정박지 05,2017-03-31 12:30,2017-04-02 01:35,WAM,05,정박지 05,2017-03-31 12:30,2017-04-02 01:35,접안대기,2017-04-02,허가완료
40,020830,2017,021,001,522,,BSK2693,해운상사,WAM,01,정박지 01,2017-04-01 10:00,2017-04-01 19:40,WAM,01,정박지 01,2017-04-01 10:00,2017-04-01 19:40,,2017-04-02,허가완료
41,020830,2017,021,002,522,,BSK2693,해운상사,MBU,02,SK2부두 02,2017-04-01 20:00,2017-04-02 00:03,MBU,02,SK2부두 02,2017-04-01 20:00,2017-04-02 00:03,적하,2017-04-02,허가완료
42,112815,2017,022,001,268,유진호,YSK0195,세종에너지(주),MLJ,01,장생포호안,2017-03-29 23:30,2017-03-30 19:45,MLJ,01,장생포호안,2017-03-29 23:30,2017-03-30 19:45,,2017-04-02,허가완료
43,112815,2017,022,002,268,유진호,YSK0195,세종에너지(주),MBO,01,온산1부두,2017-03-30 20:25,2017-03-30 22:55,MBO,01,온산1부두,2017-03-30 20:25,2017-03-30 22:55,적하,2017-04-02,허가완료
44,112815,2017,022,003,268,유진호,YSK0195,세종에너지(주),MLJ,01,장생포호안,2017-03-30 23:40,2017-03-31 18:15,MLJ,01,장생포호안,2017-03-30 23:40,2017-03-31 18:15,기타,2017-04-02,허가완료
45,112815,2017,022,004,268,유진호,YSK0195,세종에너지(주),MB4,02,4부두 02,2017-03-31 19:00,2017-03-31 23:05,MB4,02,4부두 02,2017-03-31 19:00,2017-03-31 23:05,양하,2017-04-02,허가완료
46,112815,2017,022,005,268,유진호,YSK0195,세종에너지(주),MLJ,01,장생포호안,2017-03-31 23:30,2017-04-01 12:05,MLJ,01,장생포호안,2017-03-31 23:30,2017-04-01 12:05,기타,2017-04-02,허가완료
47,112815,2017,022,006,268,유진호,YSK0195,세종에너지(주),MBU,01,SK2부두 01,2017-04-01 12:20,2017-04-02 14:30,MBU,01,SK2부두 01,2017-04-01 12:20,2017-04-01 14:30,적하,2017-04-02,허가완료
48,070200,2017,034,003,493,,BSZ7048,(주)창성해운,MLJ,01,장생포호안,2017-03-30 08:45,2017-03-31 05:40,MLJ,01,장생포호안,2017-03-30 08:45,2017-03-31 04:50,기타,2017-04-02,허가완료
49,070200,2017,034,004,493,,BSZ7048,(주)창성해운,MBO,02,온산2부두,2017-03-31 05:40,2017-03-31 07:15,MBO,02,온산2부두,2017-03-31 05:40,2017-03-31 07:15,적하,2017-04-02,허가완료
