시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,DSFG3,2017,075,001,1.579,,BSK9121,(주)영성글로벌,MBN,12,현대오일터미널신항부두,2017-07-31 16:15,2017-07-31 23:35,MBN,12,현대오일터미널신항부두,2017-07-31 16:15,2017-07-31 23:35,,2017-08-01,허가완료
2,DSFN9,2017,041,001,1.716,우선호,ICK0006,우림해운(주),WAM,05,정박지 05,2017-07-28 18:40,2017-07-30 10:00,WAM,05,정박지 05,2017-07-28 18:40,2017-07-30 10:00,접안대기,2017-08-01,허가완료
3,3EVX3,2017,001,002,31.500,STAR MERLIN,KMC0426,삼진선박(주),MDU,07,SK7부두,2017-07-30 08:30,2017-07-31 18:20,MDU,07,SK7부두,2017-07-30 08:30,2017-07-31 18:20,적하,2017-08-01,허가완료
4,3EVX3,2017,001,003,31.500,STAR MERLIN,KMC0426,삼진선박(주),WAE,03,정박지-E3,2017-07-31 19:24,2017-07-31 23:06,WAE,03,정박지-E3,2017-07-31 19:24,2017-07-31 23:06,출항대기,2017-08-01,허가완료
5,DSNO7,2017,033,001,2.993,MS TRUE,USC1002,아성마린(주),WAE,01,정박지-E1,2017-07-26 20:05,2017-07-30 00:05,WAE,01,정박지-E1,2017-07-26 20:05,2017-07-30 00:05,접안대기,2017-08-01,허가완료
6,060588,2017,003,001,2.742,,BSK3241,영동해운 주식회사,WAE,02,정박지-E2,2017-07-30 01:50,2017-07-31 06:05,WAE,02,정박지-E2,2017-07-30 01:50,2017-07-31 06:05,접안대기,2017-08-01,허가완료
7,060588,2017,003,002,2.742,,BSK3241,영동해운 주식회사,MBO,01,온산1부두,2017-07-31 06:40,2017-07-31 16:55,MBO,01,온산1부두,2017-07-31 06:40,2017-07-31 16:55,적하,2017-08-01,허가완료
8,DSRI4,2017,030,001,9.892,팬콘 글로리호,KMS8821,범주해운(주),MBC,03,신항컨테이너부두03,2017-07-31 10:30,2017-07-31 16:15,MBC,03,신항컨테이너부두03,2017-07-31 10:30,2017-07-31 16:15,양적하,2017-08-01,허가완료
9,V7CN8,2017,030,001,9.910,써니 아이리스,KMS8832,고려해운(주),MBO,05,정일컨부두,2017-07-29 04:00,2017-07-29 12:00,MBO,05,정일컨부두,2017-07-29 03:54,2017-07-29 11:50,,2017-08-01,허가완료
10,V7CN8,2017,030,002,9.910,써니 아이리스,KMS8832,고려해운(주),MBC,01,신항컨테이너부두01,2017-07-29 12:00,2017-07-29 15:00,MBC,01,신항컨테이너부두01,2017-07-29 12:15,2017-07-29 15:00,양적하,2017-08-01,허가완료
11,122801,2017,055,002,299,12삼부호,USK0039,(주)한유해운,MBU,01,SK2부두 01,2017-07-30 09:00,2017-07-30 13:35,MBU,01,SK2부두 01,2017-07-30 09:00,2017-07-30 13:35,적하,2017-08-01,허가완료
12,V7TL7,2017,003,001,19.554,ECO FROST,USC2026,브라이트마린(주),WAE,02,정박지-E2,2017-07-30 21:36,2017-08-01 00:55,WAE,02,정박지-E2,2017-07-30 21:36,2017-08-01 00:55,통과선박,2017-08-01,허가완료
13,122801,2017,055,001,299,12삼부호,USK0039,(주)한유해운,MLJ,01,장생포호안,2017-07-30 00:15,2017-07-30 08:50,MLJ,01,장생포호안,2017-07-30 00:15,2017-07-30 08:50,,2017-08-01,허가완료
14,ICDV,2017,001,002,59.611,MARE NOSTRUM,USC1006,윌헴슨협운쉽스서비스(주),MDS,02,S-OIL2부두,2017-07-28 08:25,2017-08-01 00:10,MDS,02,S-OIL2부두,2017-07-28 08:25,2017-08-01 00:10,적하,2017-08-01,허가완료
15,D7SI,2017,005,001,3.979,,KMB1406,(주)디엠쉽핑,MBL,01,가스부두,2017-07-30 23:10,2017-07-31 15:20,MBL,01,가스부두,2017-07-30 23:10,2017-07-31 15:20,적하,2017-08-01,허가완료
16,D7SI,2017,005,002,3.979,,KMB1406,(주)디엠쉽핑,WAE,01,정박지-E1,2017-07-31 15:55,2017-07-31 18:00,WAE,01,정박지-E1,2017-07-31 15:55,2017-07-31 18:00,급유,2017-08-01,허가완료
17,DSRN3,2017,005,001,5.347,,BSK9002,우진선박(주),WAE,01,정박지-E1,2017-07-30 09:25,2017-07-31 08:00,WAE,01,정박지-E1,2017-07-30 09:25,2017-07-31 08:00,접안대기,2017-08-01,허가완료
18,DSRN3,2017,005,002,5.347,,BSK9002,우진선박(주),MBO,02,온산2부두,2017-07-31 08:50,2017-07-31 22:40,MBO,02,온산2부두,2017-07-31 08:50,2017-07-31 22:40,적하,2017-08-01,허가완료
19,DSQN4,2017,005,001,11.290,POLARIS,BST2027,(주)삼호,MDW,01,유화1부두,2017-07-26 00:20,2017-07-26 16:35,MDW,01,유화1부두,2017-07-26 00:20,2017-07-26 16:35,적하,2017-08-01,허가완료
20,DSQN4,2017,005,003,11.290,POLARIS,BST2027,(주)삼호,MBR,01,UTK부두,2017-07-27 06:40,2017-07-27 21:50,MBR,01,UTK부두,2017-07-27 06:40,2017-07-27 21:50,적하,2017-08-01,허가완료
21,DSQN4,2017,005,002,11.290,POLARIS,BST2027,(주)삼호,WAE,02,정박지-E2,2017-07-26 18:20,2017-07-27 06:10,WAE,02,정박지-E2,2017-07-26 18:20,2017-07-27 06:10,접안대기,2017-08-01,허가완료
22,134809,2017,073,001,699,창용호,BSZ9782,금양마린(주),WAM,01,정박지 01,2017-07-31 20:10,2017-07-31 22:30,WAM,01,정박지 01,2017-07-31 20:10,2017-07-31 22:30,,2017-08-01,허가완료
23,134809,2017,073,002,699,창용호,BSZ9782,금양마린(주),MBO,01,온산1부두,2017-07-31 23:10,2017-08-01 02:25,MBO,01,온산1부두,2017-07-31 23:10,2017-08-01 02:25,적하,2017-08-01,허가완료
24,D9WV,2017,097,001,1.596,,USK0074,영우해운(주),WAM,01,정박지 01,2017-07-31 20:40,2017-08-01 05:30,WAM,01,정박지 01,2017-07-31 20:45,2017-08-01 05:25,,2017-08-01,허가완료
25,BYEV,2017,005,001,4.618,BAO RUN,USC0008,(주)울산마리타임,WAE,01,정박지-E1,2017-07-26 14:48,2017-07-27 11:55,WAE,01,정박지-E1,2017-07-26 14:48,2017-07-27 11:55,접안대기,2017-08-01,허가완료
26,D9WV,2017,097,002,1.596,,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-08-01 05:50,2017-08-01 15:00,MBU,01,SK2부두 01,2017-08-01 05:50,2017-08-01 14:10,적하,2017-08-01,허가완료
27,BYEV,2017,005,002,4.618,BAO RUN,USC0008,(주)울산마리타임,MBL,01,가스부두,2017-07-27 12:35,2017-07-28 03:10,MBL,01,가스부두,2017-07-27 12:35,2017-07-28 03:10,적하,2017-08-01,허가완료
28,925419,2017,045,001,535,보광3호,USZ0003,마린해운(주),WAM,01,정박지 01,2017-07-31 10:40,2017-07-31 14:40,WAM,01,정박지 01,2017-07-31 10:40,2017-07-31 14:40,기타,2017-08-01,허가완료
29,925419,2017,045,002,535,보광3호,USZ0003,마린해운(주),MBO,01,온산1부두,2017-07-31 15:10,2017-07-31 17:10,MBO,01,온산1부두,2017-07-31 15:10,2017-07-31 17:10,적하,2017-08-01,허가완료
30,3EVS3,2017,005,001,16.413,CHEMROUTE PEGASUS,USC2045,에스엠코리아주식회사,WAE,02,정박지-E2,2017-07-27 21:15,2017-07-30 03:00,WAE,02,정박지-E2,2017-07-27 21:15,2017-07-30 03:00,접안대기,2017-08-01,허가완료
31,D8BY,2017,006,001,5.979,,BSB2295,주식회사 마리너스,MB6,02,6부두 02,2017-07-26 11:30,2017-07-26 20:00,MB6,02,6부두 02,2017-07-26 11:30,2017-07-26 20:00,양하,2017-08-01,허가완료
32,D8BY,2017,006,003,5.979,,BSB2295,주식회사 마리너스,MBD,02,S-OIL 4부두 02,2017-07-28 07:35,2017-07-29 09:50,MBD,02,S-OIL 4부두 02,2017-07-28 07:35,2017-07-29 09:50,적하,2017-08-01,허가완료
33,3EVS3,2017,005,002,16.413,CHEMROUTE PEGASUS,USC2045,에스엠코리아주식회사,MDU,03,SK3부두,2017-07-30 03:50,2017-07-31 01:15,MDU,03,SK3부두,2017-07-30 03:50,2017-07-31 01:15,적하,2017-08-01,허가완료
34,3FHW3,2017,009,003,2.583,NURI CHEMIST,BSK1011,(주)KSS해운,WAE,01,정박지-E1,2017-07-25 04:15,2017-07-27 18:25,WAE,01,정박지-E1,2017-07-25 04:15,2017-07-27 18:25,접안대기,2017-08-01,허가완료
35,3FHW3,2017,009,004,2.583,NURI CHEMIST,BSK1011,(주)KSS해운,MBD,03,S-OIL 4부두 03,2017-07-27 19:05,2017-07-28 06:30,MBD,03,S-OIL 4부두 03,2017-07-27 19:05,2017-07-28 06:30,적하,2017-08-01,허가완료
36,028241,2017,088,001,1.823,,USK0074,영우해운(주),WAM,01,정박지 01,2017-07-31 22:10,2017-08-01 08:10,WAM,01,정박지 01,2017-07-31 22:10,2017-08-01 08:05,,2017-08-01,허가완료
37,028241,2017,088,002,1.823,,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-08-01 08:30,2017-08-01 20:30,MBU,01,SK2부두 01,2017-08-01 08:35,2017-08-01 18:50,적하,2017-08-01,허가완료
38,971626,2017,027,033,148,제11대영호,BSB2367,대건해운,MLJ,01,장생포호안,2017-07-29 16:15,2017-07-31 15:45,MLJ,01,장생포호안,2017-07-29 16:15,2017-07-31 15:45,기타,2017-08-01,허가완료
39,971626,2017,027,034,148,제11대영호,BSB2367,대건해운,MBN,12,현대오일터미널신항부두,2017-07-31 17:00,2017-07-31 18:40,MBN,12,현대오일터미널신항부두,2017-07-31 17:00,2017-07-31 18:40,적하,2017-08-01,허가완료
40,971626,2017,027,035,148,제11대영호,BSB2367,대건해운,MLJ,01,장생포호안,2017-07-31 19:20,2017-07-31 21:40,MLJ,01,장생포호안,2017-07-31 19:20,2017-07-31 21:40,기타,2017-08-01,허가완료
41,967890,2009,002,001,12,진산3호,USH0036,진산선무(주),MLJ,01,장생포호안,2011-01-01 09:00,2011-11-30 12:00,,,,,,,2017-08-01,미허가
42,971626,2017,027,036,148,제11대영호,BSB2367,대건해운,WAE,01,정박지-E1,2017-07-31 22:20,2017-07-31 23:35,WAE,01,정박지-E1,2017-07-31 22:20,2017-07-31 23:35,양하,2017-08-01,허가완료
43,971626,2017,027,037,148,제11대영호,BSB2367,대건해운,WAE,02,정박지-E2,2017-08-01 00:10,2017-08-01 07:15,WAE,02,정박지-E2,2017-08-01 00:10,2017-08-01 07:15,양하,2017-08-01,허가완료
44,V7MT7,2017,001,002,12.138,TRF KIRKENES,KMC0391,새한운항주식회사,MDG,02,정일2부두,2017-07-26 16:06,2017-07-28 10:10,MDG,02,정일2부두,2017-07-26 16:06,2017-07-28 10:10,적하,2017-08-01,허가완료
45,V7MT7,2017,001,003,12.138,TRF KIRKENES,KMC0391,새한운항주식회사,WAE,02,정박지-E2,2017-07-28 11:00,2017-07-28 16:10,WAE,02,정박지-E2,2017-07-28 11:00,2017-07-28 16:10,급유,2017-08-01,허가완료
46,DSQC6,2017,018,001,4.969,새한 캠스타,KMB1021,새한해운주식회사,WAE,01,정박지-E1,2017-07-28 16:54,2017-07-29 09:06,WAE,01,정박지-E1,2017-07-28 16:54,2017-07-29 09:06,접안대기,2017-08-01,허가완료
47,070019,2017,040,001,494,태화1호,BSK2985,태화마린,WAM,04,정박지 04,2017-07-31 23:00,2017-08-01 02:25,WAM,04,정박지 04,2017-07-31 23:00,2017-08-01 02:25,기타,2017-08-01,허가완료
48,070019,2017,040,002,494,태화1호,BSK2985,태화마린,MBO,01,온산1부두,2017-08-01 03:00,2017-08-01 05:20,MBO,01,온산1부두,2017-08-01 03:00,2017-08-01 05:20,적하,2017-08-01,허가완료
49,DSQC6,2017,018,002,4.969,새한 캠스타,KMB1021,새한해운주식회사,MDG,02,정일2부두,2017-07-29 09:48,2017-07-30 08:30,MDG,02,정일2부두,2017-07-29 09:48,2017-07-30 08:30,적하,2017-08-01,허가완료
50,V7TB4,2017,001,001,12.138,TRF KRISTIANSAND,KMC0426,삼진선박(주),MBN,12,현대오일터미널신항부두,2017-07-24 19:50,2017-07-25 16:00,MBN,12,현대오일터미널신항부두,2017-07-24 19:50,2017-07-25 16:00,적하,2017-08-01,허가완료
51,967890,2011,001,001,12,진산3호,USH0036,진산선무(주),MLJ,01,장생포호안,2011-01-01 09:00,2011-12-20 12:00,MLJ,01,장생포호안,2011-01-01 09:00,2011-05-17 08:50,기타,2017-08-01,허가완료
52,V7TB4,2017,001,002,12.138,TRF KRISTIANSAND,KMC0426,삼진선박(주),WAE,02,정박지-E2,2017-07-25 16:55,2017-07-25 19:50,WAE,02,정박지-E2,2017-07-25 16:55,2017-07-25 19:50,접안대기,2017-08-01,허가완료
53,V7TB4,2017,001,003,12.138,TRF KRISTIANSAND,KMC0426,삼진선박(주),MDG,02,정일2부두,2017-07-25 20:36,2017-07-26 11:45,MDG,02,정일2부두,2017-07-25 20:36,2017-07-26 11:45,적하,2017-08-01,허가완료
54,V7TB4,2017,001,004,12.138,TRF KRISTIANSAND,KMC0426,삼진선박(주),WAE,02,정박지-E2,2017-07-26 12:36,2017-07-27 19:48,WAE,02,정박지-E2,2017-07-26 12:36,2017-07-27 19:48,급유,2017-08-01,허가완료
55,3FHU9,2017,003,001,19.969,CHEMROAD SEA,USC2045,에스엠코리아주식회사,MBR,01,UTK부두,2017-07-26 02:30,2017-07-26 06:25,MBR,01,UTK부두,2017-07-26 02:30,2017-07-26 06:25,기타,2017-08-01,허가완료
56,3FLM7,2017,004,001,5.459,HOKO,USC0019,(주)협성상운,WAE,01,정박지-E1,2017-07-31 15:10,2017-08-01 02:15,WAE,01,정박지-E1,2017-07-31 15:10,2017-08-01 02:15,접안대기,2017-08-01,허가완료
57,3FLM7,2017,004,002,5.459,HOKO,USC0019,(주)협성상운,MBN,15,정일스톨트헤븐울산신항5부두,2017-08-01 03:00,2017-08-01 08:20,MBN,15,정일스톨트헤븐울산신항5부두,2017-08-01 03:00,2017-08-01 08:20,양하,2017-08-01,허가완료
58,3FHU9,2017,003,002,19.969,CHEMROAD SEA,USC2045,에스엠코리아주식회사,WAE,02,정박지-E2,2017-07-26 07:15,2017-07-26 12:30,WAE,02,정박지-E2,2017-07-26 07:15,2017-07-26 12:30,접안대기,2017-08-01,허가완료
59,D5AY9,2017,004,001,156.975,FPMC C ORIENT,OST0006,대한해운(주）,MUD,02,S-OIL 2부이,2017-08-04 15:00,2017-08-07 16:00,MUD,02,S-OIL 2부이,2017-08-04 09:48,2017-08-06 01:50,양하,2017-08-01,허가완료
60,967890,2012,001,001,12,진산3호,USH0036,진산선무(주),MLJ,01,장생포호안,2012-06-29 11:00,2012-10-20 12:00,MLJ,01,장생포호안,2012-06-29 11:00,2014-03-05 12:50,기타,2017-08-01,허가완료
61,971626,2017,027,038,148,제11대영호,BSB2367,대건해운,MLJ,01,장생포호안,2017-08-01 07:50,2017-08-01 08:20,MLJ,01,장생포호안,2017-08-01 07:50,2017-08-01 08:20,기타,2017-08-01,허가완료
62,3FHU9,2017,003,003,19.969,CHEMROAD SEA,USC2045,에스엠코리아주식회사,MBR,01,UTK부두,2017-07-26 13:15,2017-07-27 04:45,MBR,01,UTK부두,2017-07-26 13:15,2017-07-27 04:45,적하,2017-08-01,허가완료
63,967890,2014,001,001,12,진산3호,USH0036,진산선무(주),MLJ,01,장생포호안,2014-03-08 15:00,2014-10-20 12:50,MLJ,01,장생포호안,2014-03-08 15:00,2015-02-11 07:40,기타,2017-08-01,허가완료
64,DSQF4,2017,007,001,2.101,케이티에스 화이트,ICK9007,우남케미칼해운(주),WAE,01,정박지-E1,2017-07-26 22:15,2017-07-28 10:10,WAE,01,정박지-E1,2017-07-26 22:15,2017-07-28 10:10,접안대기,2017-08-01,허가완료
65,DSQF4,2017,007,002,2.101,케이티에스 화이트,ICK9007,우남케미칼해운(주),MDU,04,SK4부두,2017-07-28 10:45,2017-07-28 21:45,MDU,04,SK4부두,2017-07-28 10:45,2017-07-28 21:45,적하,2017-08-01,허가완료
66,967890,2016,001,001,12,진산3호,USH0036,진산선무(주),MLJ,01,장생포호안,2016-04-12 11:00,2016-11-20 12:50,MLJ,01,장생포호안,2016-04-12 11:00,2017-03-01 08:00,기타,2017-08-01,허가완료
67,V7CN8,2017,031,001,9.910,써니 아이리스,KMS8832,고려해운(주),MBC,02,신항컨테이너부두02,2017-08-05 01:00,2017-08-05 07:00,MBC,02,신항컨테이너부두02,2017-08-04 19:15,2017-08-05 03:20,양적하,2017-08-01,허가완료
