시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,112815,2017,030,001,268,유진호,YSK0195,세종에너지(주),MLJ,01,장생포호안,2017-04-30 07:30,2017-04-30 08:25,MLJ,01,장생포호안,2017-04-30 07:30,2017-04-30 08:25,,2017-05-01,허가완료
2,112815,2017,030,002,268,유진호,YSK0195,세종에너지(주),MBU,01,SK2부두 01,2017-04-30 08:35,2017-04-30 13:00,MBU,01,SK2부두 01,2017-04-30 08:35,2017-04-30 13:00,적하,2017-05-01,허가완료
3,112815,2017,030,003,268,유진호,YSK0195,세종에너지(주),MLJ,01,장생포호안,2017-04-30 13:10,2017-04-30 22:55,MLJ,01,장생포호안,2017-04-30 13:10,2017-04-30 22:55,기타,2017-05-01,허가완료
4,971559,2017,021,002,187,제3오션호,BSB2410,에너지뱅크,WAM,05,정박지 05,2017-04-30 18:05,2017-04-30 20:45,WAM,05,정박지 05,2017-04-30 18:05,2017-04-30 20:45,,2017-05-01,허가완료
5,DSFJ2,2017,003,001,4.803,대양,USZ2502,(주)삼표시멘트 울산사업소,MB2,03,2부두 03,2017-04-28 16:30,2017-04-29 18:30,MB2,03,2부두 03,2017-04-28 16:30,2017-04-29 18:30,양하,2017-05-01,허가완료
6,DSOL5,2017,035,001,995,,OST0212,우민해운(주),WAM,04,정박지 04,2017-04-30 12:50,2017-04-30 13:35,WAM,04,정박지 04,2017-04-30 12:50,2017-04-30 13:35,접안대기,2017-05-01,허가완료
7,DSOL5,2017,035,002,995,,OST0212,우민해운(주),MBO,02,온산2부두,2017-04-30 15:10,2017-04-30 23:40,MBO,02,온산2부두,2017-04-30 15:10,2017-04-30 23:40,적하,2017-05-01,허가완료
8,130020,2017,015,001,416,해령호,BSU2549,남일해양(주),MLJ,01,장생포호안,2017-04-30 11:40,2017-04-30 21:40,MLJ,01,장생포호안,2017-04-30 11:40,2017-04-30 21:40,,2017-05-01,허가완료
9,D9WV,2017,055,001,1.596,,USK0074,영우해운(주),WAM,06,정박지 06,2017-05-01 00:50,2017-05-01 08:00,WAM,06,정박지 06,2017-05-01 00:50,2017-05-01 07:55,,2017-05-01,허가완료
10,D9WV,2017,055,002,1.596,,USK0074,영우해운(주),MBU,01,SK2부두 01,2017-05-01 08:20,2017-05-01 20:20,MBU,01,SK2부두 01,2017-05-01 08:20,2017-05-01 16:40,적하,2017-05-01,허가완료
11,DSQW6,2017,011,001,6.402,,ICK0006,우림해운(주),WAE,01,정박지-E1,2017-04-29 02:20,2017-04-30 13:25,WAE,01,정박지-E1,2017-04-29 02:20,2017-04-30 13:25,접안대기,2017-05-01,허가완료
12,130020,2017,015,002,416,해령호,BSU2549,남일해양(주),WAM,07,정박지 07,2017-04-30 22:50,2017-04-30 23:15,WAM,07,정박지 07,2017-04-30 22:50,2017-04-30 23:15,기타,2017-05-01,허가완료
13,130020,2017,015,003,416,해령호,BSU2549,남일해양(주),MBO,02,온산2부두,2017-04-30 23:55,2017-05-01 02:05,MBO,02,온산2부두,2017-04-30 23:55,2017-05-01 02:05,적하,2017-05-01,허가완료
14,091116,2017,021,001,149,현중호,BSZ9165,일해마린,MLJ,01,장생포호안,2017-04-30 09:15,2017-05-01 01:15,MLJ,01,장생포호안,2017-04-30 09:15,2017-05-01 01:15,,2017-05-01,허가완료
15,091116,2017,021,002,149,현중호,BSZ9165,일해마린,WAE,02,정박지-E2,2017-05-01 02:10,2017-05-01 05:30,WAE,02,정박지-E2,2017-05-01 02:10,2017-05-01 05:30,,2017-05-01,허가완료
