시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,DSNB3,2017,004,001,4.061,모닝선,BSK0011,쌍용씨앤이(주),MB2,03,2부두 03,2017-02-01 02:30,2017-02-01 21:00,MB2,03,2부두 03,2017-02-01 02:50,2017-02-01 20:50,양하,2017-02-01,허가완료
2,050442,2017,003,001,1.063,오양101호,BSZ2086,오양해운,MQP,03,현중해양의장안벽,2017-01-30 19:05,2017-01-31 15:00,MQP,03,현중해양의장안벽,2017-01-30 19:05,2017-01-31 15:00,기타,2017-02-01,허가완료
3,D7CH,2017,002,001,9.955,스타챌린저,KMS8833,남성해운(주),MBC,03,신항컨테이너부두03,2017-01-31 19:40,2017-01-31 23:05,MBC,03,신항컨테이너부두03,2017-01-31 19:40,2017-01-31 23:05,양적하,2017-02-01,허가완료
4,DSRL7,2017,005,001,1.464,누리 하나호,BSK2514,하나마린(주),MBD,01,S-OIL 4부두 01,2017-01-31 13:45,2017-02-01 00:10,MBD,01,S-OIL 4부두 01,2017-01-31 13:45,2017-02-01 00:10,양하,2017-02-01,허가완료
5,DSRP3,2017,003,001,1.790,오션에이스5호,USC0004,가나해운(주),WAM,04,정박지 04,2017-01-30 18:05,2017-01-31 08:25,WAM,04,정박지 04,2017-01-30 18:05,2017-01-31 08:25,접안대기,2017-02-01,허가완료
6,DSRP3,2017,003,002,1.790,오션에이스5호,USC0004,가나해운(주),MBN,01,신항일반부두01,2017-01-31 09:40,2017-01-31 16:10,MBN,01,신항일반부두01,2017-01-31 09:40,2017-01-31 16:10,양하,2017-02-01,허가완료
7,028892,2017,007,001,441,제5쌍용호,JJK2065,쌍용통운(주),MB2,03,2부두 03,2017-01-30 13:50,2017-01-30 15:10,MB2,03,2부두 03,2017-01-30 13:50,2017-01-30 15:10,접안대기,2017-02-01,허가완료
8,028892,2017,007,002,441,제5쌍용호,JJK2065,쌍용통운(주),MB3,02,3부두 02,2017-01-30 15:20,2017-01-31 14:20,MB3,02,3부두 02,2017-01-30 15:20,2017-01-31 14:20,적하,2017-02-01,허가완료
9,DSNM2,2017,003,001,1.297,에이스 삼부,BSK0104,삼부해운(주),MDG,01,정일1부두,2017-01-31 01:15,2017-01-31 15:10,MDG,01,정일1부두,2017-01-31 01:15,2017-01-31 15:10,양하,2017-02-01,허가완료
10,934543,2017,006,002,148,77 청해호,BSZ9295,원일해운,MBP,01,염포부두 01,2017-01-31 20:50,2017-02-01 00:45,MBP,01,염포부두 01,2017-01-31 20:50,2017-02-01 00:45,양하,2017-02-01,허가완료
11,934543,2017,006,001,148,77 청해호,BSZ9295,원일해운,MLJ,01,장생포호안,2017-01-31 15:25,2017-01-31 20:30,MLJ,01,장생포호안,2017-01-31 15:25,2017-01-31 20:30,,2017-02-01,허가완료
12,9HA2323,2017,001,001,12.649,ECE NUR K,USC0008,(주)울산마리타임,MB6,04,6부두 04,2017-01-26 17:05,2017-01-28 12:18,MB6,04,6부두 04,2017-01-26 17:05,2017-01-28 12:18,양하,2017-02-01,허가완료
13,110092,2017,004,001,266,11세양호,BSZ7236,(주)월명,MB8,02,8부두 02,2017-01-31 09:40,2017-01-31 11:15,MB8,02,8부두 02,2017-01-31 09:40,2017-01-31 11:15,양하,2017-02-01,허가완료
14,HOQI,2017,002,001,13.267,,KMS8831,흥아해운(주),MBC,02,신항컨테이너부두02,2017-01-26 07:25,2017-01-26 16:30,MBC,02,신항컨테이너부두02,2017-01-26 07:25,2017-01-26 16:30,양적하,2017-02-01,허가완료
15,V7HY7,2017,002,001,9.960,흥아 아키타,KMS8831,흥아해운(주),WAE,02,정박지-E2,2017-01-30 18:50,2017-01-31 22:45,WAE,02,정박지-E2,2017-01-30 18:50,2017-01-31 22:45,접안대기,2017-02-01,허가완료
16,V7HY7,2017,002,002,9.960,흥아 아키타,KMS8831,흥아해운(주),MBC,03,신항컨테이너부두03,2017-01-31 23:50,2017-02-01 04:45,MBC,03,신항컨테이너부두03,2017-01-31 23:50,2017-02-01 04:45,양적하,2017-02-01,허가완료
17,V7TP6,2017,002,001,17.791,흥아방콕,KMS8831,흥아해운(주),MBC,01,신항컨테이너부두01,2017-01-30 09:10,2017-01-31 07:00,MBC,01,신항컨테이너부두01,2017-01-30 09:10,2017-01-31 07:00,양적하,2017-02-01,허가완료
18,V7GJ4,2017,002,001,9.551,흥아 영,KMS8831,흥아해운(주),MBC,01,신항컨테이너부두01,2017-01-29 08:06,2017-01-30 06:48,MBC,01,신항컨테이너부두01,2017-01-29 08:06,2017-01-30 06:48,양적하,2017-02-01,허가완료
19,D5KV9,2017,001,002,18.219,NAVIGATOR LUGA,USZ2536,(주)토탈쉬핑에이전시,MBO,06,효성부두,2017-01-26 10:15,2017-01-27 14:20,MBO,06,효성부두,2017-01-26 10:15,2017-01-27 14:20,기타,2017-02-01,허가완료
20,D5KV9,2017,001,003,18.219,NAVIGATOR LUGA,USZ2536,(주)토탈쉬핑에이전시,WAE,02,정박지-E2,2017-01-27 15:24,2017-01-31 21:06,WAE,02,정박지-E2,2017-01-27 15:24,2017-01-31 21:06,출항대기,2017-02-01,허가완료
21,130001,2017,014,002,415,동진에이스호,BSZ9703,동진해급(주),MDS,02,S-OIL2부두,2017-01-31 07:30,2017-01-31 11:45,MDS,02,S-OIL2부두,2017-01-31 07:30,2017-01-31 11:45,,2017-02-01,허가완료
22,061079,2017,009,001,698,,BSZ9145,유니온쉬핑(주),MBL,01,가스부두,2017-01-31 18:45,2017-01-31 22:50,MBL,01,가스부두,2017-01-31 18:45,2017-01-31 22:50,적하,2017-02-01,허가완료
23,030508,2017,007,001,710,,KMB1535,해주해운(주),WAM,07,정박지 07,2017-01-31 04:35,2017-01-31 16:45,WAM,07,정박지 07,2017-01-31 04:35,2017-01-31 16:45,기타,2017-02-01,허가완료
24,030508,2017,007,002,710,,KMB1535,해주해운(주),MBO,01,온산1부두,2017-01-31 17:30,2017-01-31 21:40,MBO,01,온산1부두,2017-01-31 17:30,2017-01-31 21:40,적하,2017-02-01,허가완료
25,HOJK,2017,004,001,2.690,SKY PHOENIX,USC2011,우일해운(주),WAE,01,정박지-E1,2017-01-30 10:00,2017-01-30 11:30,WAE,01,정박지-E1,2017-01-30 10:00,2017-01-30 11:30,접안대기,2017-02-01,허가완료
26,HO9294,2017,003,001,1.395,KEOYOUNG BLUE 3,BSK2625,거영해운(주),MDG,01,정일1부두,2017-01-30 00:00,2017-01-30 04:20,MDG,01,정일1부두,2017-01-30 00:00,2017-01-30 04:20,적하,2017-02-01,허가완료
27,071242,2017,014,001,1.493,,USK0074,영우해운(주),WAM,05,정박지 05,2017-01-31 11:50,2017-02-01 08:30,WAM,05,정박지 05,2017-01-31 10:55,2017-02-01 08:30,,2017-02-01,허가완료
28,3FOB8,2017,001,002,5.357,BL AOBA,KMC0391,새한운항주식회사,MB8,01,8부두 01,2017-01-30 20:10,2017-01-31 06:10,MB8,01,8부두 01,2017-01-30 20:10,2017-01-31 06:10,급유,2017-02-01,허가완료
29,DSQC6,2017,004,001,4.969,새한 캠스타,KMB1021,새한해운주식회사,WAE,01,정박지-E1,2017-01-30 09:06,2017-01-31 07:40,WAE,01,정박지-E1,2017-01-30 09:06,2017-01-31 07:40,접안대기,2017-02-01,허가완료
30,DSQC6,2017,004,002,4.969,새한 캠스타,KMB1021,새한해운주식회사,MDG,02,정일2부두,2017-01-31 08:10,2017-02-01 08:00,MDG,02,정일2부두,2017-01-31 08:10,2017-02-01 08:00,적하,2017-02-01,허가완료
31,HPBS,2017,003,001,2.696,YOKOHAMA PIONEER,KMS8831,흥아해운(주),MDG,02,정일2부두,2017-02-01 17:00,2017-02-02 12:00,MDG,02,정일2부두,2017-02-01 18:30,2017-02-02 04:00,양하,2017-02-01,허가완료
32,088238,2017,017,001,700,3동주,USK0074,영우해운(주),MLJ,01,장생포호안,2017-02-01 03:10,2017-02-01 13:10,MLJ,01,장생포호안,2017-02-01 03:15,2017-02-01 12:45,,2017-02-01,허가완료
