시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,D7BN,2016,019,001,8.581,우동,OST0212,우민해운(주),WAE,03,정박지-E3,2016-12-28 06:15,2016-12-28 07:45,WAE,03,정박지-E3,2016-12-28 06:15,2016-12-28 07:45,접안대기,2017-01-01,허가완료
2,D7BN,2016,019,002,8.581,우동,OST0212,우민해운(주),MBA,01,양곡부두,2016-12-28 08:45,2016-12-29 01:45,MBA,01,양곡부두,2016-12-28 08:45,2016-12-29 01:45,양하,2017-01-01,허가완료
3,D7BN,2016,019,003,8.581,우동,OST0212,우민해운(주),WAE,01,정박지-E1,2016-12-29 06:45,2016-12-30 06:40,WAE,01,정박지-E1,2016-12-29 06:45,2016-12-30 06:40,접안대기,2017-01-01,허가완료
4,D7BN,2016,019,004,8.581,우동,OST0212,우민해운(주),MDS,01,S-OIL1부두,2016-12-30 07:45,2016-12-31 19:30,MDS,01,S-OIL1부두,2016-12-30 07:45,2016-12-31 19:30,적하,2017-01-01,허가완료
5,075682,2017,001,001,5.946,,YSK0018,한선해운(주),MBR,01,UTK부두,2017-01-01 23:00,2017-01-02 12:00,MBR,01,UTK부두,2017-01-02 04:25,2017-01-02 18:05,양하,2017-01-01,허가완료
6,DSRN9,2017,001,001,997,,BSK2678,영산해운(주),WAM,06,정박지 06,2017-01-01 12:00,2017-01-03 00:00,WAM,06,정박지 06,2017-01-01 11:45,2017-01-02 15:00,접안대기,2017-01-01,허가완료
7,DSRN9,2017,001,002,997,,BSK2678,영산해운(주),MDS,01,S-OIL1부두,2017-01-02 00:00,2017-01-03 23:00,MDS,01,S-OIL1부두,2017-01-02 16:00,2017-01-03 01:50,적하,2017-01-01,허가완료
8,DSRP3,2016,042,001,1.790,오션에이스5호,USC0004,가나해운(주),MBN,01,신항일반부두01,2016-12-30 11:10,2016-12-30 17:25,MBN,01,신항일반부두01,2016-12-30 11:10,2016-12-30 17:25,양하,2017-01-01,허가완료
9,DSPR5,2016,017,001,2.517,골든하나호,BSK2514,하나마린(주),WAE,01,정박지-E1,2016-12-29 03:40,2016-12-29 12:40,WAE,01,정박지-E1,2016-12-29 03:40,2016-12-29 12:40,접안대기,2017-01-01,허가완료
10,DSPR5,2016,017,002,2.517,골든하나호,BSK2514,하나마린(주),MDY,02,UTT부두,2016-12-29 13:35,2016-12-30 07:00,MDY,02,UTT부두,2016-12-29 13:35,2016-12-30 07:00,양하,2017-01-01,허가완료
11,DSPR5,2016,018,001,2.517,골든하나호,BSK2514,하나마린(주),WAE,01,정박지-E1,2016-12-30 11:35,2016-12-31 10:10,WAE,01,정박지-E1,2016-12-30 11:35,2016-12-31 10:10,접안대기,2017-01-01,허가완료
12,DSPR5,2016,018,002,2.517,골든하나호,BSK2514,하나마린(주),MDG,02,정일2부두,2016-12-31 10:55,2017-01-01 01:15,MDG,02,정일2부두,2016-12-31 10:55,2017-01-01 01:15,적하,2017-01-01,허가완료
13,DSDZ5,2016,061,001,998,제1알파호,USC0004,가나해운(주),MBY,03,용잠부두 02,2016-12-30 08:25,2016-12-30 19:50,MBY,03,용잠부두 02,2016-12-30 08:25,2016-12-30 19:50,적하,2017-01-01,허가완료
14,DSDZ5,2016,061,002,998,제1알파호,USC0004,가나해운(주),WAM,04,정박지 04,2016-12-30 20:10,2016-12-30 21:50,WAM,04,정박지 04,2016-12-30 20:10,2016-12-30 21:50,접안대기,2017-01-01,허가완료
15,DSDZ5,2016,061,003,998,제1알파호,USC0004,가나해운(주),MDS,01,S-OIL1부두,2016-12-30 22:40,2016-12-31 10:15,MDS,01,S-OIL1부두,2016-12-30 22:40,2016-12-31 10:15,양하,2017-01-01,허가완료
16,DSRL7,2017,001,001,1.464,누리 하나호,BSK2514,하나마린(주),MDG,01,정일1부두,2017-01-01 00:20,2017-01-01 05:20,MDG,01,정일1부두,2017-01-01 00:20,2017-01-01 05:20,양하,2017-01-01,허가완료
17,134809,2016,129,001,699,창용호,BSZ9782,금양마린(주),MBN,14,정일스톨트헤븐울산신항4부두,2016-12-29 01:30,2016-12-29 06:20,MBN,14,정일스톨트헤븐울산신항4부두,2016-12-29 01:30,2016-12-29 06:20,,2017-01-01,허가완료
