선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : 울산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20180701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20180731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원 1,승무원 2,승객,예선,도선,부선호출부호1,부선호출부호2
울산,9V3145,KITHIRA,2018,001,최종,외항,출항,"13,794","13,794","13,794",1950-01-01 00:00,2018-07-28 19:20,2018-07-28 18:20,2018-07-31 10:10,신조선,18SHILBM28E,SG,싱가포르,WAE,02,정박지-E2,,,신조선,,21,,N,N,,
울산,D5QF2,THAMES,2018,001,최종,외항,출항,"29,534","29,534","29,534",1950-01-01 00:00,2018-07-13 17:00,2018-07-13 16:00,2018-07-16 19:18,신조선,18JSSH0010E,LR,라이베리아,WAE,03,정박지-E3,,,신조선,,20,,Y,Y,,
울산,D5QQ7,ARCTOS,2018,001,최종,외항,출항,"29,608","29,608","29,608",1950-01-01 00:00,2018-07-05 03:42,2018-07-05 01:30,2018-07-05 17:40,신조선,18UNSCD068E,LR,라이베리아,WAE,02,정박지-E2,,,신조선,,21,2,Y,Y,,
