선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : 울산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20180501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20180531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원 1,승무원 2,승객,예선,도선,부선호출부호1,부선호출부호2
울산,176802,금광10호,2018,001,최초,내항,출항,"1,207",0,"1,207",1950-01-01 00:00,2018-05-20 23:00,,,기타,,KR,대한민국,MBC,03,신항컨테이너부두03,,,일반화물운반용 부선,5,3,0,N,N,,
울산,9V7987,MAERSK HAMBURG,2018,001,최종,외항,출항,"153,744","153,744","153,744",1950-01-01 00:00,2018-05-04 14:00,2018-05-04 11:00,2018-05-15 16:54,신조선,18UNSCD047E,SG,싱가포르,MQP,03,현중해양의장안벽,,,풀컨테이너선,,21,,Y,Y,,
울산,C6DI8,AMAZON FORTITUDE,2018,001,최종,외항,출항,"44,767","44,767","44,767",1950-01-01 00:00,2018-05-31 16:00,2018-05-31 15:55,2018-06-01 10:36,신조선,18HSSCU073E,BS,바하마,MQP,03,현중해양의장안벽,,,신조선,,24,1,Y,Y,,
