선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : 울산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20191001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20191031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원 1,승무원 2,승객,예선,도선,부선호출부호1,부선호출부호2
울산,090915,대성 11호,2019,003,최초,내항,출항,149,149,149,1950-01-01 00:00,2019-10-16 15:30,,,기타,,KR,대한민국,MQJ,01,한진부두,,,기타 부선,0,1,0,Y,N,,
울산,120006,대성15호,2019,001,최초,내항,출항,"1,103","1,103","1,103",1950-01-01 00:00,2019-10-16 15:30,,,기타,,KR,대한민국,MQJ,01,한진부두,,,기타 부선,0,1,0,Y,N,,
울산,3EXR3,PRO ONYX,2019,001,최종,외항,출항,"29,655","29,655","29,655",1950-01-01 00:00,2019-10-01 01:00,2019-10-01 00:01,2019-10-07 09:22,신조선,19GRTSD184E,PA,파나마,WAE,02,정박지-E2,,,케미칼 운반선,,21,1,N,N,,
울산,9V6353,GREEN STAR,2019,001,최종,외항,출항,"17,954","17,954","17,954",1950-01-01 00:00,2019-10-18 15:00,2019-10-18 13:00,2019-10-23 10:19,신조선,19TSAC0023E,SG,싱가포르,MQM,04,현대미포의장안벽04,,,신조선,,20,,Y,Y,,
