선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : 울산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20190601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20190630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원 1,승무원 2,승객,예선,도선,부선호출부호1,부선호출부호2
울산,3FDY9,KMTC GWANGYANG,2019,001,최종,외항,출항,"17,933","17,933","17,933",1950-01-01 00:00,2019-06-20 08:50,2019-06-20 07:00,2019-06-21 10:48,신조선,19TSAC0015E,PA,파나마,MQM,04,현대미포의장안벽04,,,신조선,2,17,,Y,Y,,
울산,3FHB3,KMTC INCHEON,2019,001,최종,외항,출항,"17,933","17,933","17,933",1950-01-01 00:00,2019-06-24 14:30,2019-06-24 12:00,2019-06-25 13:28,신조선,19TSAC0016E,PA,파나마,MQM,04,현대미포의장안벽04,,,풀컨테이너선,2,17,3,Y,Y,,
울산,D5TL3,MSC JOSSELINE,2019,001,최종,외항,출항,"140,976","140,976","140,976",1950-01-01 00:00,2019-06-01 08:10,2019-06-01 07:30,2019-06-03 20:15,신조선,19GNMCU026E,LR,라이베리아,MQP,03,현중해양의장안벽,,,신조선,,26,,Y,Y,,
