선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : 울산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20191201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20191231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원 1,승무원 2,승객,예선,도선,부선호출부호1,부선호출부호2
울산,D5UU3,YUKON,2019,001,최종,내항,출항,"25,167","25,167","25,167",1950-01-01 00:00,2019-12-29 17:00,2019-12-29 15:00,2020-01-13 16:25,신조선,,LR,라이베리아,MQM,01,현대미포의장안벽01,,,LPG 운반선,8,,36,Y,Y,,
울산,V7A2304,SAO INDIGO,2019,001,최종,외항,출항,"172,521","172,521","172,521",1950-01-01 00:00,2019-12-13 14:40,2019-12-13 13:40,2019-12-19 18:26,신조선,19HBCPU029E,MH,마샬 제도,MQM,05,현대미포의장안벽05,,,신조선,10,10,2,N,Y,,
울산,174801,선진202호,2018,002,최종,내항,출항,348,0,348,2018-05-16 20:30,2019-12-02 04:00,,2019-12-04 08:31,기타,,KR,대한민국,MQM,05,현대미포의장안벽05,목포,목포,이.접안용 예선,4,1,0,,N,,
