선박입출항현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청명 : 울산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항시작일 : 20191101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입출항종료일 : 20191130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부선호출부호 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분 : -전체-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력자 : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출력일자 : 2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,국제톤수,징수톤수,입항일시,출항일시,CIO수속일자,수리일시,항해구분,MRN 번호,국적,국적,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,승무원 1,승무원 2,승객,예선,도선,부선호출부호1,부선호출부호2
울산,3FDX9,POS BANGKOK,2019,001,최종,외항,출항,"18,085","18,085","18,085",1950-01-01 00:00,2019-11-11 14:00,2019-11-11 14:00,2019-11-13 18:01,신조선,19L53KE594E,PA,파나마,MQM,01,현대미포의장안벽01,,,세미(혼재)컨테이너선,5,14,3,Y,Y,,
울산,9V6354,GREEN OCEAN,2019,001,최종,외항,출항,"17,954","17,954","17,954",1950-01-01 00:00,2019-11-04 15:54,2019-11-04 15:54,2019-11-05 10:57,신조선,19TSAC0026E,SG,싱가포르,MQM,01,현대미포의장안벽01,,,신조선,,21,,Y,Y,,
울산,D5TM3,MSC KANOKO,2019,001,최종,외항,출항,"140,976","140,976","140,976",1950-01-01 00:00,2019-11-12 17:00,2019-11-12 16:00,2019-11-13 14:42,신조선,19GNMCU054E,LR,라이베리아,MQP,03,현중해양의장안벽,,,신조선,,25,,Y,Y,,
