시설사용허가현황,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
1,971559,2017,051,001,187,제3오션호,BSB2410,에너지뱅크,MBN,12,현대오일터미널신항부두,2017-11-30 14:50,2017-11-30 15:20,MBN,12,현대오일터미널신항부두,2017-11-30 14:50,2017-11-30 15:20,양하,2017-12-01,허가완료
2,971559,2017,051,002,187,제3오션호,BSB2410,에너지뱅크,MLJ,01,장생포호안,2017-11-30 16:00,2017-11-30 22:55,MLJ,01,장생포호안,2017-11-30 16:00,2017-11-30 22:55,기타,2017-12-01,허가완료
3,DSQI3,2017,028,001,6.398,우림 드라곤 7호,ICK0006,우림해운(주),WAE,01,정박지-E1,2017-11-29 14:40,2017-11-29 22:45,WAE,01,정박지-E1,2017-11-29 14:40,2017-11-29 22:45,접안대기,2017-12-01,허가완료
4,DSQI3,2017,028,002,6.398,우림 드라곤 7호,ICK0006,우림해운(주),MBO,02,온산2부두,2017-11-29 23:20,2017-11-30 20:15,MBO,02,온산2부두,2017-11-29 23:20,2017-11-30 20:15,적하,2017-12-01,허가완료
5,DSQA2,2017,033,001,5.589,,ICK0006,우림해운(주),WAE,01,정박지-E1,2017-11-23 06:00,2017-11-25 17:40,WAE,01,정박지-E1,2017-11-23 06:00,2017-11-25 17:40,접안대기,2017-12-01,허가완료
6,DSQA2,2017,033,002,5.589,,ICK0006,우림해운(주),MDU,05,SK5부두,2017-11-25 18:15,2017-11-26 09:40,MDU,05,SK5부두,2017-11-25 18:15,2017-11-26 09:40,양하,2017-12-01,허가완료
7,DSQA2,2017,033,003,5.589,,ICK0006,우림해운(주),WAE,01,정박지-E1,2017-11-26 10:15,2017-11-26 11:20,WAE,01,정박지-E1,2017-11-26 10:15,2017-11-26 11:20,기타,2017-12-01,허가완료
8,DSQA2,2017,033,005,5.589,,ICK0006,우림해운(주),MDS,03,S-OIL3부두,2017-11-27 18:25,2017-11-28 08:25,MDS,03,S-OIL3부두,2017-11-27 18:25,2017-11-28 08:25,적하,2017-12-01,허가완료
9,DSQA2,2017,033,006,5.589,,ICK0006,우림해운(주),WAE,01,정박지-E1,2017-11-28 09:00,2017-11-30 07:20,WAE,01,정박지-E1,2017-11-28 09:00,2017-11-30 07:20,접안대기,2017-12-01,허가완료
10,DSQA2,2017,033,007,5.589,,ICK0006,우림해운(주),MDU,04,SK4부두,2017-11-30 08:20,2017-11-30 15:45,MDU,04,SK4부두,2017-11-30 08:20,2017-11-30 15:45,적하,2017-12-01,허가완료
11,DSQA2,2017,033,004,5.589,,ICK0006,우림해운(주),WAE,01,정박지-E1,2017-11-26 18:10,2017-11-27 17:40,WAE,01,정박지-E1,2017-11-26 18:10,2017-11-27 17:40,급유,2017-12-01,허가완료
12,D8HE,2017,026,001,4.840,한라1호,USZ1046,한라시멘트(주)온산,MBO,04,온산4부두,2017-11-29 20:10,2017-11-30 18:55,MBO,04,온산4부두,2017-11-29 20:10,2017-11-30 18:55,,2017-12-01,허가완료
13,DSOW9,2017,003,001,9.522,,KMS8833,남성해운(주),MBC,02,신항컨테이너부두02,2017-11-29 14:50,2017-11-29 18:05,MBC,02,신항컨테이너부두02,2017-11-29 14:50,2017-11-29 18:05,적하,2017-12-01,허가완료
